value,count
Fluff,269
Angst,155
2YEON - Freeform,99
,86
Fluff and Angst,84
Alternate Universe - College/University,79
Romance,57
Alternate Universe,50
Smut,49
Slow Burn,48
Alternate Universe - High School,34
Friends to Lovers,34
Light Angst,34
Angst with a Happy Ending,34
NaJeong,29
Friendship,27
twice,25
Hurt/Comfort,25
Polyamory,24
Domestic Fluff,22
Humor,21
Fluff and Smut,21
Fluff and Humor,21
michaeng,21
Other Additional Tags to Be Added,20
Eventual Smut,19
Established Relationship,19
Everyone Is Gay,18
3mix,17
One Shot,17
Happy Ending,17
Enemies to Lovers,15
Alternate Universe - Soulmates,15
Childhood Friends,15
Crack,15
Violence,14
Love,13
Alpha/Beta/Omega Dynamics,13
saida,13
Mentioned TWICE Ensemble,12
Tooth-Rotting Fluff,12
Angst and Hurt/Comfort,11
Useless Lesbians,11
Implied Sexual Content,11
satzu - Freeform,11
Mutual Pining,11
Unrequited Love,11
Sexual Content,11
Girl Penis,10
Love Triangles,10
Friends With Benefits,10
Slice of Life,10
Emotional Hurt/Comfort,10
Murder,10
Romantic Comedy,10
Alternate Universe - Modern Setting,10
Pining,10
Mental Health Issues,10
Comedy,10
Fake/Pretend Relationship,10
Lesbian Sex,10
Anxiety,10
High School,9
How Do I Tag,9
Character Death,9
Drama,9
Idiots in Love,9
Confessions,9
Soulmates,9
Best Friends,9
Jealousy,9
Alternate Universe - Fantasy,9
Canon Compliant,9
Cheating,9
Futanari,9
Implied/Referenced Cheating,8
Yoo Jeongyeon-centric,8
Vampires,8
Mimo,8
AU,8
I'm Bad At Tagging,8
jeongmi,8
Alternate Universe - Royalty,8
Alternate Universe - Not K-Pop Idols,8
Gay,8
Fantasy,8
G!P,8
Family,8
Domestic,8
Romantic Fluff,8
Internalized Homophobia,8
Fluff and Crack,8
Love Confessions,7
Angst and Fluff and Smut,7
Attempt at Humor,7
Falling In Love,7
Alcohol,7
Im Nayeon-centric,7
Past Relationship(s),7
Drama & Romance,7
Friendship/Love,7
Magic,7
Implied/Referenced Homophobia,7
Supernatural Elements,7
Short One Shot,7
Minor Violence,7
Developing Relationship,7
Alternate Universe - Hogwarts,7
Family Fluff,7
Alternate Universe - Harry Potter Setting,7
Post-Traumatic Stress Disorder - PTSD,6
Underage Drinking,6
Secret Relationship,6
Self-Harm,6
Implied/Referenced Self-Harm,6
Detectives,6
Alcohol Abuse/Alcoholism,6
Blood and Violence,6
Heavy Angst,6
Girls Kissing,6
First Kiss,6
Not Beta Read,6
College,6
happy 2yeon day,6
nayeon - Freeform,6
Strangers to Lovers,6
College AU,6
Mentioned BLACKPINK,6
Eventual Romance,6
Enemies to Friends to Lovers,6
School Meal Club (TWICE),6
LGBTQ Themes,6
Alternate Universe - Office,6
soft,6
Plot What Plot/Porn Without Plot,6
OT9 - Freeform,6
Coming Out,6
Oral Sex,5
Explicit Sexual Content,5
Alternate Universe - Superheroes/Superpowers,5
Death,5
Post-Break Up,5
slowburn,5
Angst and Romance,5
Family Drama,5
Oneshot,5
Implied/Referenced Child Abuse,5
Depression,5
Drinking,5
Bullying,5
Alternate Universe - Historical,5
First Love,5
samo,5
Minayeon,5
Not Actually Unrequited Love,5
blackpink - Freeform,5
Angst and Feels,5
kpop,5
Alternate Universe - Coffee Shops & Cafés,5
Alternate Universe - Supernatural Elements,5
Mentioned Other K-pop Artist(s),5
Vaginal Fingering,5
Alpha/Omega,5
Strap-Ons,5
Soulmate-Identifying Marks,5
Misunderstandings,5
Shameless Smut,5
Abuse,4
Threesome - F/F/F,4
not really - Freeform,4
Masturbation,4
Alternate Universe - Gods & Goddesses,4
Implied/Referenced Drug Use,4
Ambiguous/Open Ending,4
family au,4
First Dates,4
Trauma,4
Hurt,4
No Plot/Plotless,4
Kidnapping,4
Lesbian Character,4
Drug Use,4
Reincarnation,4
True Love,4
Mild Language,4
Omega Verse,4
Camping,4
im nayeon - Freeform,4
yoo jeongyeon - Freeform,4
Royalty,4
Dreams,4
Flashbacks,4
Supernatural - Freeform,4
Drabble,4
Fake Dating,4
Eventual Happy Ending,4
Homophobia,4
Slow Romance,4
I Tried,4
Marriage Proposal,4
Alternate Universe - Vampire,4
Inktober 2021,4
wlw,4
Spanking,4
Marriage,4
Comfort,4
Some Humor,4
jeongyeon - Freeform,4
Other Ships Not Mentioned in Tags,4
Cute,4
Fluff and Hurt/Comfort,4
Action/Adventure,4
Implied/Referenced Abuse,4
school meal club,4
Weddings,4
Getting Together,4
Alternate Universe - Roommates/Housemates,4
Sex,4
Halloween,4
Fluff without Plot,4
dahmo,4
Rape/Non-con Elements,3
Clubbing,3
Cross-Posted on Wattpad,3
Why Did I Write This?,3
First Time,3
Bittersweet Ending,3
squint for samo,3
Explicit Language,3
Complicated Relationships,3
Kinda,3
Alternate Universe - Yakuza,3
Alternate Universe - Angels & Demons,3
