value,count
Angst,242
Fluff,163
Smut,111
Anal Sex,80
Alternate Universe,79
larry stylinson - Freeform,75
Fluff and Angst,74
Cheating,65
Friends to Lovers,62
,61
Pining,55
Unrequited Love,54
Alternate Universe - High School,53
Hurt/Comfort,52
Blow Jobs,51
Anal Fingering,43
Happy Ending,43
Alternate Universe - College/University,40
Larry Stylinson Is Real,38
Romance,36
Love,36
Top Louis,36
Depression,35
Fluff and Smut,35
Bottom Harry,35
AU,34
larry - Freeform,34
Angst with a Happy Ending,32
Elounor,31
First Time,31
Break Up,30
Gay,29
Self-Harm,28
Sad,27
Emotional Hurt/Comfort,26
Bottom Louis,26
Homophobia,25
Jealousy,25
Coming Out,25
Canon Compliant,25
Oral Sex,25
Top Harry,25
Slow Burn,24
Rimming,24
Drama,24
Infidelity,22
Friendship,21
Recreational Drug Use,21
Sexual Content,21
Falling In Love,21
Heartbreak,21
Friendship/Love,21
Drug Use,20
Internalized Homophobia,20
one direction - Freeform,19
Fake/Pretend Relationship,19
Alcohol,19
One Shot,19
Explicit Sexual Content,18
Top Louis Tomlinson,17
Sex,17
Hand Jobs,17
Sad Harry,17
ziam,16
Boys Kissing,16
Suicide,16
Mpreg,16
Spanking,16
Daddy Kink,16
Slow Build,16
Kissing,15
Minor Character Death,15
Secret Relationship,15
Anxiety,15
Suicide Attempt,15
Crying,15
Past Relationship(s),15
Rough Sex,15
Polyamory,15
High School,14
Character Death,14
Best Friends,14
Suicidal Thoughts,14
Enemies to Friends to Lovers,14
Marriage,14
Dom/sub,14
Violence,13
Alternate Universe - Canon Divergence,13
First Kiss,13
Love Confessions,13
Gay Sex,13
Abuse,13
Swearing,13
Frottage,13
Mutual Pining,13
Kid Fic,12
Eating Disorders,12
Jealous Louis,12
Genderswap,12
Friends With Benefits,12
Songfic,11
Louis Tomlinson Loves Harry Styles,11
Heavy Angst,11
Death,11
Hurt,11
Underage Drinking,11
Alternate Universe - Non-Famous,11
Secrets,11
Boys In Love,11
OT5 Friendship (One Direction),11
Kidnapping,11
Drinking,11
Self Harm,11
Masturbation,11
Light Angst,11
Love/Hate,11
Drugs,11
Humor,10
Niall Horan & Harry Styles Friendship,10
Eventual Smut,10
Past Abuse,10
Chaptered,10
Sexuality Crisis,10
Explicit Language,10
Jealous Harry,10
Pregnancy,10
Implied Sexual Content,10
Bottom Harry Styles,10
Bullying,10
Childhood Friends,10
Homophobic Language,10
Bottom Zayn,10
Future Fic,10
Sad Ending,9
Closeted Character,9
Love Triangles,9
Cutting,9
Famous Harry,9
Alcohol Abuse/Alcoholism,9
I'm Sorry,9
Harry Styles Loves Louis Tomlinson,9
Dirty Talk,9
Depressed Harry,9
Enemies to Lovers,9
Rich Louis,9
Underage Sex,8
Louis Tomlinson - Freeform,8
Rape/Non-con Elements,8
Soulmates,8
Minor Eleanor Calder/Louis Tomlinson,8
Post-Traumatic Stress Disorder - PTSD,8
Abusive Relationships,8
Crossdressing,8
Sort Of,8
OT5 Friendship,8
Slash,8
True Love,8
Narry - Freeform,8
Dubious Consent,8
kind of,8
Fingering,8
Light BDSM,7
BDSM,7
Age Difference,7
Pining Harry,7
Hurt No Comfort,7
Drunk Sex,7
Loss of Virginity,7
Gay Male Character,7
Divorce,7
Touring,7
Physical Abuse,7
Sad Louis,7
Post-Break Up,7
Blowjobs,7
