value,count
Bisexual Steve Harrington,261
Fluff,230
Bisexual Nancy Wheeler,220
Gay Eddie Munson,203
Hurt/Comfort,185
Lesbian Robin Buckley,180
First Kiss,171
Alternate Universe - Canon Divergence,170
Slow Burn,130
Angst,120
Period-Typical Homophobia,112
Coming Out,106
Robin Buckley & Steve Harrington Friendship,105
Eddie Munson Lives,98
Mutual Pining,98
Getting Together,96
Friends to Lovers,86
Internalized Homophobia,80
Steve Harrington Needs a Hug,75
Alternate Universe - Everyone Lives/Nobody Dies,74
Fluff and Angst,73
Lesbian Disaster Robin Buckley,71
Pining,68
Post-Season/Series 04,65
Making Out,62
Autistic Robin Buckley,61
Recreational Drug Use,60
Angst with a Happy Ending,60
Past Steve Harrington/Nancy Wheeler,59
Emotional Hurt/Comfort,58
Robin Buckley & Steve Harrington Are Best Friends,56
Love Confessions,51
Established Relationship,50
Found Family,50
Steve Harrington is a Sweetheart,49
Protective Steve Harrington,48
Eddie Munson Has a Crush on Steve Harrington,48
Steve Harrington Has Bad Parents,48
Lesbian Nancy Wheeler,48
Alternate Universe - Modern Setting,48
Ronance,47
Eventual Smut,46
Good Babysitter Steve Harrington,45
Nancy Wheeler Loves Robin Buckley,43
Steve Harrington Has a Crush on Eddie Munson,42
Smut,42
Not Canon Compliant,42
Light Angst,42
Idiots in Love,42
Canon-Typical Violence,42
Happy Ending,41
Hurt Steve Harrington,40
Not Beta Read,40
Bottom Steve Harrington,40
Post-Canon,39
Everyone Is Gay,39
Domestic Fluff,38
Panic Attacks,38
Fluff and Smut,38
Other Additional Tags to Be Added,37
Post-Traumatic Stress Disorder - PTSD,37
Eddie Munson is a Sweetheart,35
Protective Eddie Munson,35
Oral Sex,35
Gay Will Byers,35
Praise Kink,34
POV Robin Buckley,34
Flirting,34
Underage Drinking,33
Sexuality Crisis,32
First Time,32
No beta we die like Barb,32
Top Eddie Munson,32
Vaginal Fingering,31
Jealousy,30
Falling In Love,30
POV Nancy Wheeler,30
Canon Compliant,30
Fix-It,30
Fluff and Humor,30
Sharing a Bed,29
Anal Sex,29
Kissing,29
Brotherly Steve Harrington & Dustin Henderson,28
Blow Jobs,27
Alternate Universe - No Upside Down (Stranger Things),27
Nightmares,27
Humor,27
Character Study,26
Past Jonathan Byers/Nancy Wheeler,26
Protective Nancy Wheeler,26
Good Friend Robin Buckley,25
Implied/Referenced Child Abuse,25
Angst and Hurt/Comfort,25
Bisexual Mike Wheeler,25
POV Steve Harrington,24
Implied Sexual Content,24
Steve Harrington-centric,24
POV Alternating,24
Fake/Pretend Relationship,24
steddie,24
POV Eddie Munson,23
Robin Buckley Needs a Hug,23
Tooth-Rotting Fluff,23
5+1 Things,22
Everybody Lives,22
Protective Robin Buckley,21
Gay Panic,21
Alcohol,20
Eddie Munson Needs a Hug,20
Canon Lesbian Character,20
Bisexual Maxine "Max" Mayfield,20
Fix-It of Sorts,20
Alternate Universe - College/University,20
Plot What Plot/Porn Without Plot,20
Vampire Eddie Munson,19
Implied/Referenced Homophobia,19
Homophobia,19
Anal Fingering,19
Masturbation,18
Smoking,18
Eddie Munson Loves Steve Harrington,18
Dirty Talk,18
Steve Harrington Has a Bisexual Awakening,18
Hand Jobs,18
Cunnilingus,18
Bottom Eddie Munson,18
Semi-Public Sex,18
Pre-Relationship,18
Alternate Universe,18
Stranger Things 4,18
Soft Eddie Munson,17
Steve Harrington & Maxine "Max" Mayfield Have a Sibling Relationship,17
Fruity Four,17
One Shot,17
Misunderstandings,17
Girls Kissing,17
The Fruity Four,17
Explicit Sexual Content,16
Drinking,16
Nancy Wheeler-centric,16
Steve Harrington Has PTSD,16
Robin Buckley Has ADHD,16
Nancy Wheeler Needs a Hug,16
Cuddling & Snuggling,16
Trauma,16
Multiple Orgasms,16
Top Steve Harrington,16
Secret Relationship,16
POV Outsider,16
Hurt Eddie Munson,15
Enemies to Friends to Lovers,15
Shotgunning,15
Period Typical Attitudes,15
Post-Season/Series 03,15
Texting,15
Enemies to Lovers,15
Dom Eddie Munson,14
Sub Steve Harrington,14
Steve Harrington Is a Mess,14
Nancy Wheeler Has a Crush on Robin Buckley,14
Eddie Munson Has ADHD,14
Robin Buckley-centric,14
Biting,14
Porn With Plot,14
Alternate Universe - No Upside Down,14
Post-Stranger Things 4 Vol. 2,14
Rimming,14
Robin Buckley & Maxine "Max" Mayfield Friendship,14
Blind Maxine "Max" Mayfield,14
Robin Buckley Loves Nancy Wheeler,13
Not Canon Compliant - Stranger Things 4 Vol. 2,13
Soft Steve Harrington,13
Post-Vecna (Stranger Things),13
Lesbian Sex,13
Miscommunication,13
I Wrote This Instead of Sleeping,13
Blood Kink,13
Omega Steve Harrington,13
Confessions,13
Bisexual Disaster Steve Harrington,13
Porn with Feelings,13
Feelings Realization,13
Sexual Tension,13
Stranger Things Spoilers,12
Platonic Soulmates Robin Buckley & Steve Harrington,12
Alpha Eddie Munson,12
Dom/sub,12
Top Nancy Wheeler,12
Polyamory,12
Maxine "Max" Mayfield Needs a Hug,12
Platonic Soulmates,12
Blood and Injury,12
Friendship,12
Swearing,12
Kinda,12
Romance,12
chat fic,12
Soft Dom Eddie Munson,11
Sharing Clothes,11
Hair-pulling,11
Mental Health Issues,11
Hawkins (Stranger Things),11
background ronance,11
Good Parent Joyce Byers,11
Not Actually Unrequited Love,11
Good Parent Karen Wheeler,11
Anxiety,11
Sleepovers,11
Jealous Nancy Wheeler,11
Alpha/Beta/Omega Dynamics,11
Homophobic Language,11
Attempt at Humor,11
Choking,11
Alternate Universe - No Powers,11
Light Dom/sub,11
Cute,11
Marijuana,11
Steve Harrington Loves Eddie Munson,11
Eddie Munson & Nancy Wheeler Friendship,11
Minor Steve Harrington/Eddie Munson,11
Mild Sexual Content,11
Crushes,11
Daddy Kink,11
Minor Maxine "Max" Mayfield/Lucas Sinclair,11
Teasing,11
Roommates,10
Future Fic,10
Background Relationships,10
Awkward Flirting,10
Bottom Robin Buckley,10
Robin Buckley Has a Crush on Nancy Wheeler,10
No Smut,10
Blood Drinking,10
Alternate Universe - Soulmates,10
Oblivious Steve Harrington,10
The Upside Down,10
Mild Hurt/Comfort,10
Overstimulation,10
Minor Will Byers/Mike Wheeler,10
Banter,9
How Do I Tag,9
The Party Friendship (Stranger Things),9
Lesbian Character,9
Pet Names,9
Grinding,9
Steve Harrington Has a Praise Kink,9
Bullying,9
Scoops Ahoy (Stranger Things),9
Dialogue Heavy,9
Author Is Sleep Deprived,9
Comfort,9
Frottage,9
Blood and Gore,9
Established Steve Harrington/Eddie Munson,9
Developing Relationship,9
Good Uncle Wayne Munson,9
Will Byers Needs a Hug,9
Everyone Needs A Hug,9
Platonic Relationships,9
Robin Buckley & Eddie Munson Friendship,9
Fluff and Crack,9
Aged-Up Character(s),9
Major Character Injury,9
Implied/Referenced Self-Harm,9
Good Sibling Nancy Wheeler,9
Babygirl Steve Harrington,9
Romantic Fluff,9
Autistic Eddie Munson,9
Literal Sleeping Together,9
BDSM,9
Crying,8
Steve Harrington & Dustin Henderson Friendship,8
Eventual Happy Ending,8
I'm Bad At Tagging,8
Slurs,8
First Time Blow Jobs,8
Aftercare,8
Trans Eddie Munson,8
Steve Harrington Has Head Trauma,8
Self-Hatred,8
Missing Scene,8
Eventual Romance,8
Season/Series 04,8
Alternate Universe - Werewolf,8
Pansexual Eleven | Jane Hopper,8
Canon Rewrite,8
Shameless Smut,8
Heavy Angst,8
Coming of Age,8
Mike Wheeler Loves Will Byers,8
Alternate Universe - High School,8
Disabled Maxine "Max" Mayfield,8
Stranger Things Book: Rebel Robin,8
Wingman Robin Buckley,8
Pansexual Eddie Munson,7
Child Abuse,7
Sickfic,7
Vecna Possessing Steve Harrington,7
Steve Harrington Has Absent Parents,7
Depression,7
Dustin Henderson is the Best,7
Best Friends,7
Gay Mike Wheeler,7
Hard of Hearing Steve Harrington,7
Rating May Change,7
Rough Sex,7
,7
Virgin Eddie Munson,7
Post Season 4,7
Chatting & Messaging,7
Switch Eddie Munson,7
Unreliable Narrator,7
Soulmates,7
Hand & Finger Kink,7
Injury,7
Implied/Referenced Drug Use,7
Bisexual Lucas Sinclair,7
Halloween,7
Modern AU,7
kind of,7
Bisexual Eddie Munson,7
Violence,7
If You Squint - Freeform,7
Soccer Mom Steve Harrington,7
