value,count
Alpha/Beta/Omega Dynamics,180
Murder Husbands,168
Canon-Typical Violence,164
Cannibalism,150
Anal Sex,127
Fluff,112
Dark Will Graham,107
Hannibal Lecter Loves Will Graham,102
Alternate Universe - Canon Divergence,101
Murder,96
Mating Cycles/In Heat,92
Slow Burn,90
Hannibal Lecter is the Chesapeake Ripper,88
Biting,88
Omega Will Graham,87
Top Hannibal Lecter,86
Bottom Will Graham,85
Alpha Hannibal Lecter,84
Alternate Universe,82
Rimming,80
Knotting,80
Hannibal is Hannibal,80
Will Graham Loves Hannibal Lecter,76
Oral Sex,73
Hannibal Lecter is a Cannibal,68
Possessive Hannibal,68
Hurt/Comfort,68
First Time,67
Angst,66
Blow Jobs,65
Possessive Behavior,64
Post-Episode: s03e13 The Wrath of the Lamb,62
Hannibal is a Cannibal,60
Established Relationship,59
Mpreg,58
Rough Sex,56
Anal Fingering,55
Will Graham Knows,52
Dubious Consent,49
Alpha/Omega,48
Alpha Hannibal,44
Hand Jobs,44
Someone Help Will Graham,43
Dark Will,43
Masturbation,43
Hannibal Loves Will,43
Minor Character Death,42
Happy Ending,41
First Kiss,41
Sassy Will Graham,41
Manipulation,41
Daddy Kink,41
Romance,40
Possessive Hannibal Lecter,39
Smut,38
Omega Will,37
Domestic Fluff,37
Angst with a Happy Ending,35
Frottage,35
Violence,34
Kidnapping,34
Dirty Talk,33
Not Beta Read,32
Will Graham is a Cannibal,31
Hannigram - Freeform,31
Creampie,31
Bottom Hannibal,30
Bonding,30
Explicit Sexual Content,30
Emotional Hurt/Comfort,30
Top Will Graham,30
Flirting,29
Protective Hannibal Lecter,29
Bottom Will,29
Multiple Orgasms,29
Murder Family,29
Jealousy,28
Fluff and Angst,28
Top Hannibal,28
Alternate Universe - Different First Meeting,28
Slow Build,27
Age Difference,27
Mating Bites,27
Spanking,27
Will Loves Hannibal,27
Other Additional Tags to Be Added,27
Emotional Manipulation,26
Bottom Hannibal Lecter,26
Fluff and Smut,26
Manipulative Hannibal,25
Praise Kink,24
Humor,24
Blood,24
Season/Series 01,23
Caring Hannibal Lecter,23
Post-Fall (Hannibal),23
Sexual Tension,22
Blood and Gore,22
Mating Bond,22
Non-Consensual Drug Use,22
Omega Verse,21
Developing Relationship,21
Kissing,21
Domestic,21
Breeding,21
Eventual Smut,21
Mutual Pining,20
Choking,20
Falling In Love,19
Top Will,19
Loss of Virginity,19
AU,19
Obsession,19
Don't copy to another site,19
Size Kink,19
Pining,19
Overstimulation,19
Bondage,19
Sex,19
Dom/sub Undertones,18
Time Travel,18
Post-Season/Series 03,18
Breeding Kink,18
Serial Killers,18
Alpha!hannibal,18
Crack,18
Plot What Plot/Porn Without Plot,18
Fix-It,17
Will Graham is a Tease,17
BDSM,17
dark!Will,17
Scent Kink,17
Omega!will,17
Established Will Graham/Hannibal Lecter,17
First Meetings,17
Case Fic,17
Protective Hannibal,17
Nightmares,17
Alternate Universe - Soulmates,16
Suicidal Thoughts,16
Implied/Referenced Child Abuse,16
Mildly Dubious Consent,16
Character Death,16
Dom/sub,16
Non-Traditional Alpha/Beta/Omega Dynamics,16
Dark,16
Will Knows,16
Post-Finale,15
Courtship,15
Teasing,15
Implied Mpreg,15
Will Finds Out,15
Knifeplay,15
Crack Treated Seriously,15
Unhealthy Relationships,15
Bloodplay,15
Sharing a Bed,15
Orgasm Delay/Denial,15
Collars,15
Drama,14
Love Confessions,14
Light Angst,14
Manipulative Will Graham,14
Prostate Massage,14
Soulmates,14
Will is a Mess,14
Crying,14
Self-Lubrication,14
Secret Relationship,14
Idiots in Love,14
,14
Gaslighting,14
Will Graham Has Encephalitis,13
Possessive Will Graham,13
Marriage Proposal,13
Scenting,13
POV Outsider,13
Marking,13
Implied/Referenced Rape/Non-con,13
Blood Kink,13
Murder Kink,13
Post-Canon,13
Will Figures It Out,13
Rape/Non-con Elements,13
Porn With Plot,12
Beverly Katz is the Best,12
Phone Sex,12
Sex Toys,12
Nesting,12
POV Alternating,12
Rutting,12
Sugar Daddy,12
No mpreg,12
Voyeurism,12
Alternate Universe - Fantasy,12
Stalking,12
Emotional/Psychological Abuse,12
Blood Drinking,12
Sexual Content,12
Cuddling & Snuggling,12
Breathplay,12
Will Graham Helps Himself,12
Tooth-Rotting Fluff,12
Restraints,12
Hallucinations,12
Post-Traumatic Stress Disorder - PTSD,12
Jealous Hannibal Lecter,11
Young Will Graham,11
Self-Harm,11
Will Graham Doesn't Need Help,11
Post Mpreg,11
Semi-Public Sex,11
Gore,11
Hannibal is Not a Cannibal,11
Jealous Hannibal,11
Season/Series 02,11
Jealous Will Graham,11
BAMF Will Graham,11
Bathing/Washing,11
Body Worship,11
Fake/Pretend Relationship,11
Alternate Universe - Vampire,11
season 1 AU,10
Friends to Lovers,10
Fluff and Crack,10
Depression,10
Obsessive Behavior,10
Panic Attacks,10
Protectiveness,10
Light Dom/sub,10
Porn with Feelings,10
Mind Games,10
Alpha Will Graham,10
Soul Bond,10
Eventual Romance,10
Attempted Sexual Assault,10
kind of,10
Torture,10
Canonical Character Death,10
Therapy,10
Meet-Cute,10
Extremely Dubious Consent,10
Dogs,9
Soulmate-Identifying Marks,9
Implied/Referenced Suicide,9
Implied Sexual Content,9
Light Bondage,9
Dominance,9
Love at First Sight,9
Sort Of,9
Mutual Masturbation,9
Abigail Hobbs Lives,9
Jack Crawford Being an Asshole,9
Explicit Language,9
Size Difference,9
Graphic Description of Corpses,9
Shower Sex,9
Smitten Hannibal Lecter,9
Past Child Abuse,9
Arranged Marriage,9
Misunderstandings,9
Unsafe Sex,9
Hannibal Lecter is Not a Cannibal,9
Blood and Injury,9
Stockholm Syndrome,9
I Will Go Down With This Ship,9
Sassy Will,9
Power Bottom Will Graham,9
Vulnerable Hannibal Lecter,8
Twisted and Fluffy Feelings,8
Making Out,8
Medical Kink,8
Manipulative Hannibal Lecter,8
Tenderness,8
Mystery,8
Lingerie,8
Implied/Referenced Character Death,8
Omega Hannibal Lecter,8
Wendigo,8
Autistic Will Graham,8
Crossover,8
Intimacy,8
Canon Compliant,8
True Mates,8
Serial Killer Will Graham,8
Porn,8
Alternate Universe - Addams Family Fusion,8
Friendship,8
Cute,8
Crossdressing,8
True Love,8
Scars,8
Not Canon Compliant,8
Happy Murder Family,8
Kid Fic,8
Feral Behavior,8
Creepy Hannibal,8
Cannibalistic Thoughts,8
Pregnancy,8
Prompt Fill,8
Touch-Starved,7
Poor Will,7
Child Abuse,7
Sugar Daddy Hannibal,7
Sexism,7
Nipple Play,7
Additional Warnings In Author's Note,7
Amnesia,7
Complete,7
Pregnant Will Graham,7
Horror,7
Mating,7
Kinda,7
Wendigo Hannibal,7
Alternate Universe - Coffee Shops & Cafés,7
Eventual Happy Ending,7
Exhibitionism,7
Food Porn,7
Resolved Sexual Tension,7
Aftercare,7
Medical Procedures,7
Trans Will Graham,7
Getting Together,7
Begging,7
Coming Untouched,7
Attempted Murder,7
Magical Realism,7
Switching,7
Supernatural Elements,7
Come Marking,7
Sadism,7
