value,count
Identity Reveal,286
Fluff,236
Angst,125
Lila Rossi's Lies Are Exposed,114
Hurt/Comfort,107
Lila Rossi Bashing,94
Aged-Up Character(s),85
Friendship,84
Protective Adrien Agreste | Chat Noir,81
Badass Marinette Dupain-Cheng | Ladybug,75
Marinette Dupain-Cheng Needs a Hug,73
Fluff and Angst,72
Adrien Agreste | Chat Noir Needs a Hug,72
Lila Rossi Lies,67
Romance,62
Chloé Bourgeois Redemption,60
Marichat,58
Slow Burn,57
Fluff and Humor,56
Emotional Hurt/Comfort,56
Bad Parent Gabriel Agreste,55
Angst with a Happy Ending,53
Humor,52
Marichat | Adrien Agreste as Chat Noir/Marinette Dupain-Cheng,52
Alternate Universe - Canon Divergence,50
adrienette - Freeform,47
LadyNoir - Freeform,47
Marinette Dupain-Cheng | Ladybug Identity Reveal,47
Friends to Lovers,45
Adrinette | Adrien Agreste/Marinette Dupain-Cheng,43
MariBat,43
Adrien Agreste | Chat Noir Identity Reveal,43
Hot Mess Marinette Dupain-Cheng,42
Miraculous Ladybug Love Square,42
Ladynoir | Adrien Agreste as Chat Noir/Marinette Dupain-Cheng as Ladybug,42
Hot Mess Adrien Agreste,42
Hurt Marinette Dupain-Cheng | Ladybug,42
Adrinette,38
Adrien Agreste/Marinette Dupain-Cheng Fluff,38
Secret Identity,38
Alya Césaire Bashing,37
One Shot,36
Protective Marinette Dupain-Cheng | Ladybug,36
Crack,35
Hurt Adrien Agreste | Chat Noir,34
Post-Reveal Adrien Agreste | Chat Noir/Marinette Dupain-Cheng | Ladybug,33
Crack Treated Seriously,31
class salt,31
Lila salt,31
Angst and Hurt/Comfort,30
Oblivious Adrien Agreste | Chat Noir,30
Reveal,28
Light Angst,27
Adrien Agreste | Chat Noir Has a Crush on Marinette Dupain-Cheng,27
Implied/Referenced Child Abuse,27
Love Confessions,27
Mutual Pining,26
Protective Plagg (Miraculous Ladybug),26
Pre-Relationship,25
Adrien Agreste Is Sunshine,24
Oblivious Marinette Dupain-Cheng,24
Other Additional Tags to Be Added,24
Alternate Universe,24
Strong Marinette Dupain-Cheng,24
Misunderstandings,23
Akumatized Marinette Dupain-Cheng | Ladybug,23
Panic Attacks,22
Friendship/Love,22
Bullying,22
Guardian Marinette Dupain-Cheng,22
Podfic Welcome,21
Fluff and Crack,21
Anxiety,21
Manipulative Lila Rossi,21
Adrien Agreste Knows,20
no beta we die like men,20
