value,count
Fluff,263
Alternate Universe - Canon Divergence,172
Slow Burn,166
Angst,146
Hurt/Comfort,133
wolfstar,123
Alternate Universe - Modern Setting,122
Marauders Era (Harry Potter),117
Marauders,103
Fluff and Angst,94
Friends to Lovers,85
Manipulative Albus Dumbledore,84
Albus Dumbledore Bashing,81
Mutual Pining,77
Implied/Referenced Child Abuse,76
Happy Ending,76
Marauders' Era,76
First Kiss,73
Alternate Universe,70
Humor,69
Getting Together,68
Smut,67
Angst with a Happy Ending,67
Pining,65
Time Travel,63
Romance,59
Alternate Universe - Non-Magical,58
Anal Sex,56
Regulus Black Lives,48
Ron Weasley Bashing,47
Sirius Black Lives,47
Gay Sirius Black,46
Slytherin Harry Potter,45
Minor Character Death,44
Alternate Universe - Muggle,44
Explicit Sexual Content,43
Magically Powerful Harry Potter,42
Emotional Hurt/Comfort,40
Texting,39
Other Additional Tags to Be Added,39
First Time,38
Mpreg,38
Molly Weasley Bashing,38
Hogwarts,38
Marauders Friendship (Harry Potter),36
Established Relationship,36
Child Abuse,36
Enemies to Lovers,36
Past Child Abuse,35
Dumbledore Bashing,35
Bisexual Remus Lupin,34
Modern Marauders (Harry Potter),34
Jegulus,34
Sirius Black & James Potter Friendship,33
Gay Regulus Black,33
Hermione Granger Bashing,33
Fluff and Smut,33
Eventual Smut,33
Dark Harry Potter,32
Not Canon Compliant,32
Manipulative Dumbledore,31
Anal Fingering,31
Fluff and Humor,31
Friendship,31
Master of Death Harry Potter,30
Falling In Love,30
Alternate Universe - College/University,29
MWPP,29
Oral Sex,29
Blow Jobs,29
Powerful Harry,29
Post-Traumatic Stress Disorder - PTSD,28
Alternate Universe - Soulmates,28
BAMF Harry Potter,28
Rimming,28
Good Severus Snape,27
Regulus Black-centric,27
Secret Relationship,27
Coming Out,27
Time Travel Fix-It,27
Found Family,27
Soulmates,27
Ginny Weasley Bashing,26
Idiots in Love,26
Eventual Romance,26
Panic Attacks,25
Smart Harry Potter,25
Regulus Black Deserves Better,25
Horcruxes,25
Bisexual James Potter,25
Fix-It,25
Good Slytherins,24
Flirting,24
Everyone Is Gay,24
Alternate Universe - No Voldemort,24
Morally Grey Harry Potter,24
Alternate Universe- non magic,23
POV Remus Lupin,23
Sane Tom Riddle,23
Slash,23
Remus Lupin Needs a Hug,23
First War with Voldemort,23
Alternate Universe - Everyone Lives/Nobody Dies,22
Canon-Typical Violence,22
Soulmate-Identifying Marks,22
Established Sirius Black/Remus Lupin,22
POV Sirius Black,22
Regulus Black Needs a Hug,22
Remus Lupin Lives,22
Suicidal Thoughts,22
Horcrux Hunting,22
Desi James Potter,21
Dark Magic,21
Hogwarts Era,21
Homophobia,21
Gay Remus Lupin,21
Canonical Character Death,21
Enemies to Friends to Lovers,21
POV Regulus Black,20
James Potter Lives,20
Domestic Fluff,20
Kissing,20
Minor James Potter/Lily Evans Potter,20
Hogwarts Fifth Year,19
Sexual Content,19
Fake/Pretend Relationship,19
Eventual Happy Ending,19
Polyamory,19
Depression,19
Hogwarts Sixth Year,19
Light Angst,18
Dirty Talk,18
AU,18
Tooth-Rotting Fluff,18
Good Regulus Black,18
Sharing a Bed,18
Strangers to Lovers,18
Family,18
Underage Drinking,18
The Noble and Most Ancient House of Black,18
Get Together,18
Good Peter Pettigrew,17
Protective Remus Lupin,17
Good Draco Malfoy,17
Abusive Dursley Family (Harry Potter),17
Animagus,17
Dark Harry,17
Possessive Tom Riddle,17
Crack Treated Seriously,17
One Shot,17
Explicit Language,17
James Potter is a Good Friend,17
Love Confessions,17
Not Beta Read,17
Sirius Black Free from Azkaban,16
Masturbation,16
Mental Health Issues,16
Harry Potter Epilogue What Epilogue | EWE,16
Weasley Bashing,16
Remus Lupin & Lily Evans Potter Friendship,15
Slow Build,15
Top Remus Lupin,15
Bottom Sirius Black,15
Angst and Hurt/Comfort,15
Oblivious Remus Lupin,15
Hand Jobs,15
Internalized Homophobia,15
Order of the Phoenix (Harry Potter),15
Light Dom/sub,15
Torture,15
Fix-It of Sorts,15
Praise Kink,15
Canon Compliant,15
BAMF Regulus Black,15
Pansexual James Potter,14
Band Fic,14
Harry Potter Needs a Hug,14
Childhood Trauma,14
Implied/Referenced Rape/Non-con,14
Harry Potter is a Horcrux,14
Raising Harry Potter,14
Spanking,14
Smart Harry,14
Sexual Tension,14
Crack,14
Romantic Comedy,14
Powerful Harry Potter,14
POV Multiple,14
Dom/sub,13
Jealousy,13
Sirius Black Needs a Hug,13
Implied/Referenced Suicide,13
Shameless Smut,13
jily,13
Anxiety,13
Unreliable Narrator,13
Grief/Mourning,13
Alternate Universe - Harry Potter Setting,13
Kid Fic,13
Female Harry Potter,13
Creature Inheritance,13
Christmas,13
Regulus Black is a Little Shit,13
Good Tom Riddle,13
Harry Potter is a Little Shit,13
Werewolf Remus Lupin,12
Sirius Black and Remus Lupin Raise Harry Potter,12
Minor Sirius Black/Remus Lupin,12
Violence,12
Pureblood Politics (Harry Potter),12
BAMF Hermione Granger,12
POV James Potter,12
Pining Sirius Black,12
Period-Typical Homophobia,12
Alcohol,12
Swearing,12
Miscommunication,12
Character Death,12
Murder,12
Bisexual Harry Potter,12
Drama,12
Mentions of past abuse,12
Slytherin Harry,12
Implied/Referenced Self-Harm,12
Sirius Black Raises Harry Potter,12
Threesome - M/M/M,12
Recreational Drug Use,12
Angst and Fluff and Smut,12
Pureblood Culture (Harry Potter),12
Lily Evans Potter Bashing,12
Developing Relationship,12
Boys In Love,12
Protective Sirius Black,12
First Wizarding War with Voldemort (Harry Potter),12
Frottage,12
Bullying,12
Drinking,12
Seer Luna Lovegood,11
Starchaser,11
Dimension Travel,11
Meet-Cute,11
Modern Era,11
Marauders era,11
Rough Sex,11
POV Harry Potter,11
Chronic Illness,11
Drarry,11
Welsh Remus Lupin,11
Blind Character,11
Abuse,11
Alternate Universe - Coffee Shops & Cafés,11
Good Malfoy Family (Harry Potter),11
Evil Albus Dumbledore,11
Alternate Universe - Time Travel,11
Pre-Slash,11
Walburga Black's A+ Parenting,11
MWPP Era,11
Death Eaters,10
Bottom Harry Potter,10
Severitus | Severus Snape is Harry Potter's Parent,10
Hogwarts Seventh Year,10
Families of Choice,10
James Potter Bashing,10
Past Abuse,10
Book 3: Harry Potter and the Prisoner of Azkaban,10
Harry Potter was Raised by Other(s),10
Werewolves,10
Pureblood Society,10
Pureblood Culture,10
Pureblood Politics,10
Creature Fic,10
Regulus Black Feels,10
Lily Evans Potter Lives,10
Bad Albus Dumbledore,10
Post-Hogwarts,10
Amortentia,10
,10
Triwizard Tournament,10
dorlene,10
Muggle AU,10
Sane Voldemort (Harry Potter),10
Podfic,10
Explicit Consent,10
Black Hermione Granger,10
Modern AU,10
Self-Harm,10
Wizarding Politics (Harry Potter),10
Remus Lupin & James Potter Friendship,9
Harry is a Little Shit,9
Animagus Harry Potter,9
Slice of Life,9
Suicide Attempt,9
Child Neglect,9
Parselmouth Harry Potter,9
Possessive Behavior,9
No Angst,9
Gay Sex,9
Book 5: Harry Potter and the Order of the Phoenix,9
no beta we die like men,9
