value,count
Fluff,176
Angst,153
Hurt/Comfort,118
Post-Traumatic Stress Disorder - PTSD,77
Alternate Universe - Canon Divergence,75
Alternate Universe - Modern Setting,73
Alternate Universe,72
Humor,67
Anal Sex,66
Alternate Universe - No Powers,66
Slow Burn,63
Tony Stark Has A Heart,61
Fluff and Angst,57
Alpha/Beta/Omega Dynamics,57
Domestic Avengers,55
Friendship,54
Angst with a Happy Ending,51
Tony Stark Needs a Hug,50
Emotional Hurt/Comfort,45
Deaf Clint Barton,45
Polyamory,45
Alternate Universe - Soulmates,44
Bucky Barnes Needs a Hug,42
Protective Steve Rogers,41
Smut,41
Mutual Pining,41
Post-Captain America: The Winter Soldier,40
Established Relationship,40
Pre-Serum Steve Rogers,40
Pining,40
Explicit Sexual Content,39
Oral Sex,38
Anal Fingering,37
Post-Serum Steve Rogers,36
Canon-Typical Violence,36
Natasha Romanov Is a Good Bro,35
Romance,35
Soulmate-Identifying Marks,34
Friends to Lovers,34
Avengers Family,34
Howard Stark's A+ Parenting,34
Happy Ending,31
Panic Attacks,31
Blow Jobs,31
Everyone Is Poly Because Avengers,31
Protective Bucky Barnes,30
Team as Family,29
Torture,28
Bucky Barnes Feels,28
First Time,27
Protective Natasha Romanov,27
Artist Steve Rogers,27
Past Child Abuse,27
Rimming,27
Bisexual Steve Rogers,27
Mpreg,27
Mating Cycles/In Heat,26
Alternate Universe - College/University,25
Alternate Universe - High School,25
Not Avengers: Age of Ultron (Movie) Compliant,25
Dubious Consent,25
Sam Wilson Is a Good Bro,24
Crack,24
Alpha Steve Rogers,24
Slow Build,24
,23
Fix-It,23
Masturbation,23
Protective Tony Stark,23
Depression,22
Hurt Tony Stark,22
Minor Character Death,22
Dirty Talk,22
Stucky - Freeform,22
AU,22
Eventual Smut,22
Other Additional Tags to Be Added,21
Steve Rogers Needs a Hug,21
Kidnapping,21
Soulmates,21
Developing Relationship,20
Tony Feels,20
Child Abuse,20
Dom/sub,20
Avengers Tower,19
Threesome - F/M/M,19
Kid Fic,19
Fluff and Smut,19
Recovery,18
Tony Stark Has Issues,18
Tony Stark Feels,18
Crossover,18
Bottom Steve Rogers,18
Omega Bucky Barnes,18
Alternate Universe - Modern: No Powers,18
First Kiss,18
Top Steve Rogers,18
Found Family,18
Violence,17
Past Abuse,17
Aftermath of Torture,17
Meet-Cute,17
Top Bucky Barnes,17
Clintasha - Freeform,17
Steve Rogers Feels,17
Nightmares,17
Domestic Fluff,17
Implied/Referenced Child Abuse,17
Not Captain America: Civil War (Movie) Compliant,16
Loki Needs a Hug,16
Daddy Kink,16
Knotting,16
Clint Barton Is a Good Bro,16
BAMF Natasha Romanov,16
First Meetings,16
Bucky Barnes Recovering,16
Enemies to Friends to Lovers,16
Sexual Content,16
Parent Tony Stark,16
BAMF Darcy Lewis,16
Threesome,15
Natasha Is a Good Bro,15
Protective Avengers,15
Suicidal Thoughts,15
Humour,15
Family,15
Fluff and Humor,15
Self-Harm,15
Clint Barton Needs a Hug,14
Kink Negotiation,14
BAMF Tony Stark,14
Exhibitionism,14
Misunderstandings,14
Alpha Bucky Barnes,14
Bottom Bucky Barnes,14
Families of Choice,14
Implied/Referenced Rape/Non-con,14
Tony Stark Acting as Peter Parker's Parental Figure,14
Implied/Referenced Torture,13
PTSD,13
Tony Angst,13
Spanking,13
Post-Avengers (2012),13
Bondage,13
Sex Toys,13
Anxiety,13
Rape/Non-con Elements,13
Hand Jobs,13
Fake/Pretend Relationship,13
Winter Soldier Bucky Barnes,13
Alternate Universe - Mob,13
Trauma,13
Bucky Barnes Remembers,13
5+1 Things,13
Falling In Love,13
Explicit Language,13
Vaginal Sex,13
Drama,13
Swearing,13
Love Confessions,12
Past Rape/Non-con,12
Alpha/Omega,12
Healing,12
Tony Stark Is a Good Bro,12
Loki Does What He Wants,12
Phil Coulson Has the Patience of a Saint,12
Christmas,12
Dom Steve Rogers,12
Sex,12
Team Bonding,12
Grief/Mourning,12
Cuddling & Snuggling,12
Texting,12
Adoption,12
Peter Parker Needs a Hug,12
Precious Peter Parker,12
Bottom Tony Stark,11
Alpha Natasha Romanov,11
Omega Clint Barton,11
Natasha Romanov Is Not A Robot,11
Tony Stark-centric,11
Porn With Plot,11
BDSM,11
Idiots in Love,11
Praise Kink,11
Self-Esteem Issues,11
Implied Sexual Content,11
Not Avengers: Endgame (Movie) Compliant,11
Asexual Character,11
Alcohol,11
Voyeurism,11
Domestic,11
Not Beta Read,11
Orgy,11
Multiple Orgasms,11
Public Sex,11
Tooth-Rotting Fluff,11
Family Feels,11
Science Bros,11
Bullying,11
SHIELD,10
Magic,10
Light Angst,10
Rape Recovery,10
Memory Loss,10
Tony-centric,10
Hurt Tony,10
Clint Is a Good Bro,10
Dom/sub Undertones,10
Cunnilingus,10
Enthusiastic Consent,10
Drabble,10
Gay Bucky Barnes,10
Kissing,10
Loki Feels,10
War Veteran Bucky Barnes,10
Age Difference,10
Alcohol Abuse/Alcoholism,10
Shameless Smut,10
Post-Captain America: Civil War (Movie),10
Hurt Clint Barton,10
Clint Barton Feels,10
Protective Clint Barton,10
Not Canon Compliant,10
Angst and Humor,10
Period Typical Attitudes,10
Coming Out,10
Odin's A+ Parenting,10
Character Death,10
Omega Steve Rogers,10
Alternate Universe - Coffee Shops & Cafés,10
Internalized Homophobia,10
Self-Hatred,10
Bromance,10
Omega Tony Stark,10
Cuddling,10
Parent Natasha Romanov,10
Modern Bucky Barnes,9
Implied/Referenced Suicide,9
Action/Adventure,9
Natasha Romanov Needs a Hug,9
Protective Steve,9
Light BDSM,9
Mind Control Aftermath & Recovery,9
