value,count
Trans Bakugou Katsuki,30
Yagi Toshinori | All Might Bashing,30
First Kiss,29
Trans Midoriya Izuku,29
Good Parent Midoriya Inko,29
Dead Midoriya Inko,29
Child Abuse,29
Alternate Universe,29
Jirou Kyouka is in the Bakusquad,29
Insomniac Shinsou Hitoshi,29
Trans Kirishima Eijirou,29
Protective Midoriya Izuku,28
Characters Are Pro Heroes (My Hero Academia),28
Coming Out,28
Oral Sex,28
I Wrote This Instead of Sleeping,27
Top Bakugou Katsuki,27
Vigilante Midoriya Izuku,27
Trans Kaminari Denki,27
Dabi and Todoroki Shouto Are Siblings,27
Lesbian Jirou Kyouka,26
Post-Traumatic Stress Disorder - PTSD,26
Friendship,26
Depressed Midoriya Izuku,26
Deaf Bakugou Katsuki,26
Secret Relationship,26
Lesbian Yaoyorozu Momo,26
Alternate Universe - Soulmates,26
Todoroki Shouto Needs a Hug,25
Implied Sexual Content,25
Alpha Todoroki Shouto,25
Domestic Fluff,25
Suicide Attempt,25
Protective Kirishima Eijirou,25
Rough Sex,25
Bottom Midoriya Izuku,24
Trans Female Character,24
Alpha Kirishima Eijirou,24
Canon Compliant,24
Hurt Midoriya Izuku,24
Group chat,24
How Do I Tag,24
5+1 Things,23
Supportive Bakusquad (My Hero Academia),23
Misunderstandings,23
Omega Kaminari Denki,23
Midoriya Izuku is a Good Friend,23
Bullying,23
Trans Character,23
Romance,23
Bisexual Midoriya Izuku,23
Sensei | All For One is Midoriya Hisashi,23
Character Death,22
Attempt at Humor,22
Midoriya Izuku & Shinsou Hitoshi Friendship,22
Villain Midoriya Izuku,22
Pining Midoriya Izuku,22
Aizawa Shouta | Eraserhead Adopts Midoriya Izuku,22
Background Relationships,22
Anal Fingering,22
Bakugou Mitsuki's Bad Parenting,22
Class 1-A Friendship (My Hero Academia),22
Jealous Bakugou Katsuki,22
Gay Kirishima Eijirou,22
I'm Bad At Tagging,21
Bottom Bakugou Katsuki,21
Mating Cycles/In Heat,21
Idiots in Love,21
Ashido Mina is a Good Friend,21
Uraraka Ochako is a Good Friend,21
Implied/Referenced Suicide,21
Love Confessions,21
Transphobia,21
Homophobia,21
no beta we die like men,21
Genderfluid Kaminari Denki,21
Masturbation,21
Implied/Referenced Self-Harm,21
Tags May Change,20
Bisexual Disaster Kaminari Denki,20
Kaminari Denki is a Good Friend,20
Todoroki Shouto is a Dork,20
Alpha Shinsou Hitoshi,20
Boku no Hero Academia | My Hero Academia Manga Spoilers,20
Mental Health Issues,20
Adopted Shinsou Hitoshi,20
Trans Asui Tsuyu,20
Tsundere Bakugou Katsuki,20
Minor Character Death,20
Self-Harm,20
Gay Bakugou Katsuki,20
The Author Regrets Nothing,20
Homophobic Mineta Minoru,20
Bisexual Uraraka Ochako,20
Heavy Angst,19
Bakugou Katsuki Needs a Hug,19
Bakugou Katsuki is a Dork,19
Trans Jirou Kyouka,19
Quirk Discrimination (My Hero Academia),19
Oblivious Midoriya Izuku,19
Crushes,19
Trans Aizawa Shouta | Eraserhead,19
Aizawa Shouta | Eraserhead Adopts Eri,19
Suicidal Thoughts,19
Vaginal Sex,19
Swearing,19
Genius Midoriya Izuku,19
Omega Verse,18
Happy Ending,18
Midoriya Izuku is Bad at Feelings,18
Protective Uraraka Ochako,18
Mpreg,18
Smart Midoriya Izuku,18
Soulmates,18
Sassy Midoriya Izuku,18
Nonbinary Character,18
Alpha/Omega,18
Future Fic,18
U.A. is a University (My Hero Academia),18
The Author Regrets Everything,18
Gay Todoroki Shouto,18
Omega Bakugou Katsuki,17
Comedy,17
Bakugou Katsuki Redemption,17
Underage Drinking,17
Praise Kink,17
Spanking,17
Anxiety,17
Alternate Universe - Fantasy,17
Dad Might,17
Midoriya Inko's Bad Parenting,17
Kidnapping,16
Author Is Sleep Deprived,16
Crying,16
Angry Bakugou Katsuki,16
Bondage,16
Hard of Hearing Bakugou Katsuki,16
This Is Why We Can't Have Nice Things,16
Blow Jobs,16
Found Family,16
Yaoyorozu Momo is a Good Friend,16
Eventual Happy Ending,16
Pervert Mineta Minoru,16
Implied/Referenced Rape/Non-con,16
First Time,16
Explicit Sexual Content,16
Quirkless Discrimination (My Hero Academia),16
Dekubowl,16
Rape/Non-con Elements,15
Past Child Abuse,15
Kaminari Denki-centric,15
Protective Bakusquad (My Hero Academia),15
Kaminari Denki is a Ray of Sunshine,15
Voyeurism,15
Autistic Midoriya Izuku,15
Porn With Plot,15
Bakugou Katsuki & Midoriya Izuku Friendship,15
Gay,15
Non-Traditional Alpha/Beta/Omega Dynamics,15
Eventual Romance,15
Sex Toys,15
Rimming,15
Protective Yamada Hizashi | Present Mic,15
Jealousy,15
Falling In Love,15
Violence,15
Social Media,15
Everyone Needs A Hug,15
Pining Kirishima Eijirou,15
LGBTQ Themes,15
Minor Jirou Kyouka/Yaoyorozu Momo,14
Shinsou Hitoshi Needs a Hug,14
Dirty Talk,14
Cunnilingus,14
kind of,14
Possessive Behavior,14
Shinsou Hitoshi is Bad at Feelings,14
Alpha Yaoyorozu Momo,14
Past Abuse,14
Deaf Yamada Hizashi | Present Mic,14
Bakusquad Shenanigans (My Hero Academia),14
Double Penetration,14
Kirishima Eijirou Has Two Moms,14
Tired Aizawa Shouta | Eraserhead,13
Fake/Pretend Relationship,13
I Don't Even Know,13
Aizawa Shouta | Eraserhead and Yamada Hizashi | Present Mic Adopt Shinsou Hitoshi,13
Kaminari Denki Angst,13
Iida Tenya is a Good Friend,13
Nonbinary Tokoyami Fumikage,13
Breeding,13
Bakugou Katsuki-centric,13
Female Midoriya Izuku,13
Depression,13
Gay Panic,13
Protectiveness,13
Midoriya Izuku Needs Therapy,13
League of Villains as Family (My Hero Academia),13
Midoriya Izuku is a Nerd,13
Bisexual Jirou Kyouka,13
Semi-Public Sex,13
Lesbian Asui Tsuyu,13
Adorable Midoriya Izuku,13
Alternate Universe - Modern Setting,13
Dadzawa - An Aizawa Shota Zine,13
Slow Build,13
Nonbinary Aoyama Yuuga,13
Midoriya Hisashi's Bad Parenting,13
Midoriya Izuku Swears,13
Pro Hero Bakugou Katsuki,12
Confessions,12
Exhibitionism,12
Tags Are Hard,12
Abusive Midoriya Hisashi,12
Biting,12
Established Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,12
Sad Midoriya Izuku,12
One Shot,12
Midoriya Izuku Has Multiple Quirks,12
Why Did I Write This?,11
No Smut,11
Top Todoroki Shouto,11
Kissing,11
Toga Himiko is Not a Villain,11
Jirou Kyouka is a Good Friend,11
Multiple Orgasms,11
BNHA chatfic,11
Manga Spoilers,11
Bakugou Katsuki & Midoriya Izuku are Best Friends,11
Angst and Fluff and Smut,11
Tags Contain Spoilers,11
Midoriya Izuku Has PTSD - Post-Traumatic Stress Disorder,11
Omega Aizawa Shouta | Eraserhead,11
Slice of Life,11
Third Year Class 1-A (My Hero Academia),11
Cute Todoroki Shouto,11
endeavor's a+ parenting,11
Soulmate-Identifying Marks,11
Parental Kayama Nemuri | Midnight,11
Kinda,11
Cuddling & Snuggling,11
Bakugou Katsuki Faces Consequences,11
Vaginal Fingering,11
Dadmic,11
Therapy,11
Aizawa Shouta | Eraserhead Training Shinsou Hitoshi,11
Omegaverse,11
Dorks in Love,11
Todoroki Shouto is a Little Shit,11
Implied/Referenced Homophobia,11
Dragon Kirishima Eijirou,11
Vines,11
Original Character(s),10
Abusive Bakugou Mitsuki,10
References to Depression,10
Public Sex,10
Blood and Gore,10
Villain Midoriya Hisashi,10
Abuse,10
Sexual Content,10
Omega Uraraka Ochako,10
Alpha Iida Tenya,10
Bakugou Katsuki Has PTSD - Post-Traumatic Stress Disorder,10
Alpha Midoriya Izuku,10
Alpha Yamada Hizashi | Present Mic,10
Mineta Minoru Doesn't Exist,10
Homophobic Language,10
no beta we die like sir nighteye,10
POV Alternating,10
Hijinks & Shenanigans,10
Plot What Plot/Porn Without Plot,10
Bakugou Masaru's Bad Parenting,10
Internalized Homophobia,10
Unrequited Love,10
Threesome - F/F/M,10
tododeku - Freeform,10
Top Midoriya Izuku,10
Shinsou Hitoshi is in the Bakusquad,10
Self-Esteem Issues,10
Cats,10
Midoriya Izuku Protection Squad,10
League of Villains Shenanigans (My Hero Academia),10
Adopted Eri (My Hero Academia),10
Analyst Midoriya Izuku,10
Abusive Todoroki Enji | Endeavor,10
Nonbinary Jirou Kyouka,10
Overstimulation,10
Aizawa Shouta | Eraserhead and Yamada Hizashi | Present Mic Adopt Midoriya Izuku,10
Blood and Violence,10
Mating Bites,10
Major Character Injury,9
Knotting,9
Insecure Kirishima Eijirou,9
Second Year Class 1-A (My Hero Academia),9
Midoriya Izuku Has Trust Issues,9
Kaminari Denki Being An Idiot,9
Kirishima Eijirou is a Dork,9
Sero Hanta is a Good Friend,9
Quirk Shenanigans (My Hero Academia),9
My First Fanfic,9
Self-Indulgent,9
Dubious Consent,9
Nightmares,9
It Gets Worse Before It Gets Better,9
Alcohol,9
Hand Jobs,9
Bakusquad,9
Jirou Kyouka & Kaminari Denki are Childhood Friends,9
Creampie,9
Polyamory Negotiations,9
Gay Aizawa Shouta | Eraserhead,9
Past Rape/Non-con,9
Asexual Character,9
Polyamorous Character,9
Miscommunication,9
Alternate Universe - High School,9
Good Parent Bakugou Mitsuki,9
Flirting,9
Not Canon Compliant,9
Yagi Toshinori | All Might is a Bad Teacher,9
Everyone Loves Midoriya Izuku,9
Midoriya Izuku Has ADHD,9
Recreational Drug Use,9
kiribaku,9
Midoriya Izuku Does Not Go to U.A. High School,9
Minor Original Character(s),9
Conspiracy Theorist Todoroki Shouto,9
Autistic Iida Tenya,9
Protective Dabi (My Hero Academia),9
Alpha Ashido Mina,9
Mentor Aizawa Shouta | Eraserhead,9
Lingerie,9
Aizawa Shouta | Eraserhead is a Good Teacher,9
Choking,9
Gay Shinsou Hitoshi,9
Quirk Accident (My Hero Academia),9
Size Difference,9
Dead Midoriya Hisashi,9
Temperature Play,9
Hurt Todoroki Shouto,8
Weddings,8
Shinsou Hitoshi is in the Dekusquad,8
I Will Go Down With This Ship,8
Emotional/Psychological Abuse,8
Age Regression/De-Aging,8
Todoroki Shouto is a Good Friend,8
Implied/Referenced Drug Use,8
Villain Kaminari Denki,8
Alpha Sero Hanta,8
Character Study,8
Abusive Midoriya Inko,8
Adopted Midoriya Izuku,8
dadmight,8
Relationship Reveal,8
Insomniac Midoriya Izuku,8
Blood and Injury,8
Magic,8
Trauma,8
Lesbian Sex,8
Gangbang,8
Sort Of,8
Post-Canon,8
Top Kirishima Eijirou,8
Porn with Feelings,8
Good Parent Midoriya Hisashi,8
Useless Lesbians,8
Bakugou Katsuki is a Good Cook,8
Genderfluid Midoriya Izuku,8
Autistic Todoroki Shouto,8
Genderfluid Character,8
Truth or Dare,8
Sex,8
Bisexuality,8
Daddy Kink,8
Begging,8
Strap-Ons,8
Villains,8
Awkward Flirting,8
Yagi Toshinori | All Might Being an Asshole,8
Cheating,8
Alternate Universe - Coffee Shops & Cafés,8
Scenting,8
Chaotic Class 1-A (My Hero Academia),8
Pining Shinsou Hitoshi,8
Mentor Nedzu (My Hero Academia),8
Let Midoriya Izuku Swear,8
Supportive Midoriya Inko,8
Additional Warnings In Author's Note,8
Sleepovers,8
Suicidal Midoriya Izuku,8
Class 1-A Needs a Hug (My Hero Academia),8
Prince Todoroki Shouto,8
Face-Sitting,8
Insecurity,8
Time Travel,8
Dyslexic Kaminari Denki,8
Twitter,8
Alternate Universe - Pro Heroes (My Hero Academia),7
Supportive Dekusquad (My Hero Academia),7
Chaotic Midoriya Izuku,7
Support Department Midoriya Izuku,7
Neglectful Midoriya Inko,7
Dabi | Todoroki Touya is Not a Villain,7
Marriage Proposal,7
Bakugou Katsuki & Midoriya Izuku are Childhood Friends,7
Protective Iida Tenya,7
Aftercare,7
Nonbinary Sero Hanta,7
Fluff and Hurt/Comfort,7
Childhood Trauma,7
Chaos,7
Bakugou Katsuki Has PTSD,7
Emotional Manipulation,7
Yamada Hizashi | Present Mic is a Dork,7
Valentine's Day,7
Enemies to Friends to Lovers,7
Quirkless People with Extra Toe Joints Wear Custom Sneakers | Red Shoe Theory (My Hero Academia),7
Beta Jirou Kyouka,7
Midoriya Izuku Has a Big Dick,7
Gay Midoriya Izuku,7
Alpha Yagi Toshinori | All Might,7
Midoriya Izuku Has PTSD,7
Minor Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,7
Threesome - M/M/M,7
Traitor Kaminari Denki,7
One-Sided Midoriya Izuku/Uraraka Ochako,7
Todoroki Shouto has PTSD,7
Death,7
Past Sexual Abuse,7
Angry Midoriya Izuku,7
Murder,7
Bakugou Katsuki Being an Asshole,7
Hurt Bakugou Katsuki,7
Rough Oral Sex,7
Phone Sex,7
Shower Sex,7
Crossover,7
Unreliable Narrator,7
Soulmate AU,7
Oblivious Todoroki Shouto,7
Friends With Benefits,7
momojirou,7
Protective Kaminari Denki,7
Deaf Character,7
Trans Uraraka Ochako,7
What Have I Done,7
BAMF Uraraka Ochako,7
Crossdressing,7
Vibrators,7
Platonic Bakugou Katsuki/Midoriya Izuku,7
Pregnancy,7
Midoriya Izuku is a Mess,7
Face-Fucking,7
Yagi Toshinori | All Might Being an Idiot,7
Hero Public Safety Commission Bashing (My Hero Academia),7
Romantic Fluff,7
I Can't Believe I Wrote This,7
Omega Jirou Kyouka,7
Kirishima Eijirou Needs a Hug,7
Best Friends,7
Anxious Midoriya Izuku,7
Eventual Relationships,7
LGBTQ Character,7
Male-Female Friendship,7
Platonic Relationships,7
Family Fluff,7
Possessive Todoroki Shouto,7
Hate Sex,7
Marking,7
Bisexual Ashido Mina,7
Karaoke,7
Spitroasting,7
Cute Eri (My Hero Academia),7
Asexual Iida Tenya,7
Trans Shinsou Hitoshi,7
Size Kink,7
Gay Aoyama Yuuga,7
Mild Hurt/Comfort,7
Drama,7
Dabi is a Todoroki (My Hero Academia),7
Overpowered Midoriya Izuku,7
Kurogiri is Shirakumo Oboro,7
Bisexual Yaoyorozu Momo,7
Mutual Masturbation,7
Implied/Referenced Sexual Assault,6
Bottom Todoroki Shouto,6
Making Out,6
Midoriya Izuku is a Problem Child,6
Protective Ashido Mina,6
Autistic Aizawa Shouta | Eraserhead,6
Sleepy Cuddles,6
Implied/Referenced Character Death,6
No Plot/Plotless,6
eventually,6
Possessive Bakugou Katsuki,6
Rating May Change,6
Implied/Referenced Alcohol Abuse/Alcoholism,6
More tags to be added,6
bnha - Freeform,6
Double Anal Penetration,6
Attempted Sexual Assault,6
Gay Disaster Midoriya Izuku,6
Todoroki Shouto & Yaoyorozu Momo Friendship,6
Midoriya Izuku is Not a Hero,6
Alternate Universe - Magic,6
Attempted Rape/Non-Con,6
Mineta Minoru Dies,6
Orgasm Delay/Denial,6
Physical Abuse,6
Sharing a Bed,6
Hagakure Tooru is a Good Friend,6
Sexual Harassment,6
Established Bakugou Katsuki/Kirishima Eijirou,6
Demisexual Bakugou Katsuki,6
Dry Humping,6
Shinsou Hitoshi Has One for All Quirk,6
Aizawa Shouta | Eraserhead Adopts Bakugou Katsuki,6
Protective Dekusquad (My Hero Academia),6
Kaminari Denki is a Little Shit,6
Bakugou Katsuki is So Done,6
Romantic Soulmates,6
Threesome,6
Orgy,6
Discrimination,6
Omega Todoroki Shouto,6
U.A. Dorms (My Hero Academia),6
Drinking,6
Jealous Midoriya Izuku,6
POV Multiple,6
Bakugou Katsuki is Good at Feelings,6
Queerplatonic Relationships,6
Iida Tenya is So Done,6
Explicit Language,6
Humiliation,6
Villain Todoroki Shouto,6
Jealous Todoroki Shouto,6
Denial of Feelings,6
Villain Shinsou Hitoshi,6
Alternate Universe - Childhood Friends,6
BAMF Shinsou Hitoshi,6
Lesbian Character,6
Oblivious Bakugou Katsuki,6
Feelings Realization,6
Ashido Mina is a Little Shit,6
Trans Todoroki Shouto,6
Soft Dabi (My Hero Academia),6
Pining Kaminari Denki,6
Developing Friendships,6
Past Relationship(s),6
Drug Use,6
Genderfluid Aoyama Yuuga,6
Sensei | All For One is Not Midoriya Hisashi,6
Kirishima Eijirou is a Sweetheart,6
Heartbreak,6
Harems,6
Quirkless Original Character(s) (My Hero Academia),6
Blood,6
Midoriya Izuku Adopts Eri,6
Wingman Ashido Mina,6
Mineta Minoru is a Little Shit,6
Complete,6
Facials,6
Sports Festival Arc (My Hero Academia),6
Shibari,6
Arranged Marriage,6
Todoroki Shouto is a Mess,6
Regretful Bakugou Katsuki,6
Suspected Traitor Midoriya Izuku,6
Accidental Voyeurism,6
Bakugou Katsuki is Whipped,6
Body Worship,6
Hair-pulling,6
Alcohol Abuse/Alcoholism,5
Hacker Midoriya Izuku,5
Gay Disaster Bakugou Katsuki,5
Slow Dancing,5
Strangers to Lovers,5
Pro Hero Midoriya Izuku,5
Villain Kirishima Eijirou,5
Kouda Kouji is a Ray of Sunshine,5
Asui Tsuyu is a Good Friend,5
Non-Sexual Age Play,5
Eating Disorders,5
Good Parent Bakugou Masaru,5
Light Bondage,5
Mental Breakdown,5
Traitor Midoriya Izuku,5
Villain Bakugou Katsuki,5
Suicide,5
Unhealthy Coping Mechanisms,5
Sexism,5
Comfort,5
Eri Needs a Hug (My Hero Academia),5
Pre-Canon,5
Midoriya Izuku-centric,5
Bad Jokes,5
Insomnia,5
Quirk Analysis (My Hero Academia),5
Rough Kissing,5
Anxiety Attacks,5
Omega Kirishima Eijirou,5
Unplanned Pregnancy,5
Tall Midoriya Izuku,5
Possessive Midoriya Izuku,5
Sad Todoroki Shouto,5
Midoriya Izuku Has Issues,5
Slow Romance,5
Pegging,5
POV Third Person,5
Heroes to Villains,5
Cute,5
Minor Violence,5
Redemption,5
Pansexual Midoriya Izuku,5
Psychological Trauma,5
Angst and Feels,5
Gay Sex,5
Fucking Machines,5
Out of Character,5
Bakugou Katsuki Gets Therapy,5
Anxiety Disorder,5
Bakugou Katsuki Has ADHD,5
Autistic Bakugou Katsuki,5
Torture,5
Abandoned Work - Unfinished and Discontinued,5
Insecure Midoriya Izuku,5
Platonic Soulmates,5
Power Bottom Bakugou Katsuki,5
Anal Fisting,5
Vigilantism,5
Aizawa Shouta | Eraserhead is Shinsou Hitoshi's Parent,5
Hospitals,5
Some Plot,5
Trans Sero Hanta,5
Yoarashi Inasa Goes to U.A. High School,5
Implied/Referenced Underage Sex,5
Developing Relationship,5
Todoroki Shouto-centric,5
Good Parent Todoroki Rei,5
Protective Midoriya Inko,5
Bisexual Character,5
Sounding,5
Dom/sub,5
Stripping,5
Nipple Play,5
Self Confidence Issues,5
Midoriya Izuku and Shinsou Hitoshi Are Siblings,5
Monoma Neito Being an Asshole,5
Love,5
Gay Character,5
Pansexual Character,5
Toogata Mirio Has One for All Quirk,5
Beta Uraraka Ochako,5
but not really,5
Protective Kayama Nemuri | Midnight,5
Recovery,5
Dissociation,5
Ableism,5
Abused Midoriya Izuku,5
Todoroki Shouto is a Good Significant Other,5
Protective Yaoyorozu Momo,5
OOC,5
Body Horror,5
Queer Themes,5
Emo Tokoyami Fumikage,5
Nonbinary Kaminari Denki,5
Cryptid Midoriya Izuku,5
Good Parent Todoroki Enji | Endeavor,5
Roleplay,5
Omega Asui Tsuyu,5
Blindfolds,5
Pet Play,5
Midoriya Izuku Has All for One Quirk,5
Dating,5
Monoma Neito is a Good Friend,5
Confident Midoriya Izuku,5
no quirks,5
Cock Warming,5
Drunk Sex,5
Intercrural Sex,5
Mirror Sex,5
Outdoor Sex,5
Sex Pollen,5
Sensory Deprivation,5
I Tried,5
Sexual Tension,5
Engagement,5
Intersex Omegas,5
Yandere Todoroki Shouto,5
True Mates,5
Gay Disaster Todoroki Shouto,5
Bakugou Katsuki Bashing,5
Boys In Love,5
Lesbian Ashido Mina,5
Collars,5
Somnophilia,5
Tentacles,5
Scars,5
Loss of Virginity,5
Quirk Use During Sex (My Hero Academia),5
Unhealthy Relationships,5
Foster Care,5
Funny,5
Bisexual Bakugou Katsuki,5
Bakugou Katsuki is a Good Significant Other,5
Flashbacks,5
Grief/Mourning,5
One For All Quirk Haunted by Past One For All Users' Ghosts (My Hero Academia),5
Implied/Referenced Abuse,5
Trans Ashido Mina,5
Midoriya Izuku Has Panic Attacks,5
Knifeplay,5
Hurt No Comfort,4
I Made Myself Cry,4
Dancing,4
slight angst,4
Nedzu is a Little Shit (My Hero Academia),4
Monoma Neito is a Little Shit,4
Midoriya Izuku & Monoma Neito Friendship,4
Emotional Roller Coaster,4
Dark,4
Sexual Abuse,4
Cute Kirishima Eijirou,4
Cute Uraraka Ochako,4
Christmas,4
Kinktober,4
Degradation,4
Dacryphilia,4
Mind Control,4
Aromantic Todoroki Shouto,4
Verbal Humiliation,4
Pregnancy Kink,4
shitpost,4
Come Eating,4
Protective Takami Keigo | Hawks,4
Emotions,4
Smoking,4
Masturbation in Shower,4
Protective Yagi Toshinori | All Might,4
Beta Sero Hanta,4
Alpha Toogata Mirio,4
Pack Dynamics,4
Alternate Universe - Everyone Lives/Nobody Dies,4
Sarcastic Midoriya Izuku,4
Flirty Midoriya Izuku,4
villain AU,4
Oblivious Class 1-A (My Hero Academia),4
Car Sex,4
Frottage,4
Bakugou Katsuki is a Bad Friend,4
Abusive Relationships,4
Uraraka Ochako Bashing,4
Alternate Universe - Hogwarts,4
Secret Crush,4
Underage Sex,4
Other Ships Not Mentioned in Tags,4
shinkami,4
Squirting,4
Group Sex,4
Agender Kouda Kouji,4
Autistic Shinsou Hitoshi,4
Autistic Kaminari Denki,4
Party Games,4
Implied/Referenced Sex,4
Adoption,4
Animal Transformation,4
Trans Hagakure Tooru,4
Slavery,4
One-Sided Midoriya Izuku/Todoroki Shouto,4
Declarations Of Love,4
True Love,4
Breast Fucking,4
Dom/sub Undertones,4
Large Cock,4
Bakugou Katsuki is a Little Shit,4
Drunken Shenanigans,4
I'm Going to Hell,4
Emotional Hurt,4
Dead Dove: Do Not Eat,4
Todoroki Enji | Endeavor Bashing,4
Cute Bakugou Katsuki,4
Outing,4
Hero Shinsou Hitoshi,4
text fic,4
Jirou Kyouka & Kaminari Denki are Best Friends,4
Rare Pairings,4
Don’t copy to another site,4
Informant Midoriya Izuku,4
Alpha Tetsutetsu Tetsutetsu,4
Omega Aoyama Yuuga,4
Language of Flowers,4
Powerful Midoriya Izuku,4
Sexual Humor,4
Bullied Midoriya Izuku,4
Dabi is Not a Villain (My Hero Academia),4
Hero Toga Himiko,4
Autistic Hatsume Mei,4
Homeless Midoriya Izuku,4
First Dates,4
Master/Pet,4
Trans Iida Tenya,4
Midoriya Hisashi Being an Asshole,4
Non-Binary Kaminari Denki,4
m o o,4
fuck endeavor,4
Mind Break,4
Angst and Humor,4
Worried Class 1-A (My Hero Academia),4
Touch-Starved Bakugou Katsuki,4
Dominant Midoriya Izuku,4
Canon Universe,4
Dabi is Bad at Feelings (My Hero Academia),4
Object Insertion,4
Female Friendship,4
Teenagers,4
Shigaraki Tomura | Shimura Tenko Needs a Hug,4
Midoriya Izuku is a Tease,4
Aizawa Shouta | Eraserhead and Yamada Hizashi | Present Mic Adopt Eri,4
Kaminari Denki Needs a Hug,4
Making Love,4
Omega Ashido Mina,4
Alpha Todoroki Enji | Endeavor,4
Sexual Assault,4
Pet Names,4
Mommy Kink,4
I'm Sorry,4
Trans Tokoyami Fumikage,4
Scent Marking,4
Uraraka Ochako-centric,4
Self Harm,4
Mild Sexual Content,4
Injury,4
Musician Jirou Kyouka,4
Pansexual Sero Hanta,4
Manipulation,4
Savage Midoriya Izuku,4
Pre-Slash,4
Enemies to Lovers,4
Bukkake,4
Aphrodisiacs,4
Spoilers,4
Takami Keigo | Hawks is a Little Shit,4
Alternate Universe - Gods & Goddesses,4
Temporary Character Death,4
Protective Todoroki Natsuo,4
Sensei | All For One Being an Asshole,4
This Is STUPID,4
Monoma Neito is in Class 1-A,4
Endgame Bakugou Katsuki/Midoriya Izuku,4
Minor Midoriya Izuku/Todoroki Shouto,4
Midoriya Izuku Has a Harem,4
Insecure Bakugou Katsuki,4
Alternate Universe - Merpeople,4
Mating,4
Grinding,4
Touch-Starved,4
Light BDSM,4
A/B/O,4
dad mic,4
Bisexual Kirishima Eijirou,4
Chatlogs,4
Misgendering,4
Strong Midoriya Izuku,4
Love Triangles,4
Aunt Kayama Nemuri | Midnight,4
Femdom,4
Nesting,4
Light Dom/sub,4
Stalking,4
Protective Shigaraki Tomura | Shimura Tenko,4
Depressed Kaminari Denki,4
Pre-Relationship,4
Autism,4
no beta we die like sir night eye,4
Switch Midoriya Izuku,4
Omorashi,4
Insecure Kaminari Denki,4
Implied/Referenced Torture,3
Sorry Not Sorry,3
Implied Relationships,3
Slight Manga Spoilers,3
Pro Hero Todoroki Shouto,3
Come Inflation,3
Minor Asui Tsuyu/Uraraka Ochako,3
Happy pride month,3
Oblivious Kirishima Eijirou,3
Hatsume Mei Has ADHD,3
Underage Drug Use,3
