value,count
Fluff,224
Angst,196
First Kiss,167
Hurt/Comfort,146
First Time,142
Johnlock - Freeform,138
Anal Sex,122
Friends to Lovers,110
Romance,83
Alternate Universe,71
Smut,70
Fluff and Angst,65
Alpha/Beta/Omega Dynamics,64
Humor,61
Emotional Hurt/Comfort,61
Oral Sex,61
Friendship,58
Omega Verse,53
POV John Watson,52
Frottage,52
Fluff and Smut,50
Established Relationship,49
Johnlock Roulette,47
Virgin Sherlock,47
Hand Jobs,44
BAMF John,43
Love,43
Pre-Slash,43
Masturbation,43
Pining,43
Case Fic,42
Mpreg,41
Happy Ending,41
Johnlock Fluff,41
Slow Burn,40
Kissing,40
Anal Fingering,40
Parentlock,39
Rimming,38
Explicit Sexual Content,38
Blow Jobs,35
Teenlock,35
Post-Reichenbach,34
Don't copy to another site,34
Alpha/Omega,33
Unresolved Sexual Tension,32
Alpha John,32
Angst with a Happy Ending,32
BAMF John Watson,31
Omega Sherlock,31
AU,31
Pining Sherlock,31
Love Confessions,30
POV Sherlock Holmes,30
Domestic Fluff,30
Don’t copy to another site,30
Jealous Sherlock,29
Developing Relationship,29
Sherlock Being Sherlock,28
Cuddling & Snuggling,27
Sharing a Bed,27
Rough Sex,27
Post Reichenbach,26
Plot What Plot/Porn Without Plot,26
Sherlock Holmes Has Feelings,25
Alternate Universe - Different First Meeting,25
Mating Cycles/In Heat,25
Slash,24
Bottom Sherlock Holmes,24
Developing Sherlock Holmes/John Watson,24
Alternate Universe - Canon Divergence,24
Asexual Character,24
Dirty Talk,24
Top John,23
Kidnapping,23
Protective John,23
Misunderstandings,23
Mutual Pining,23
BAMF!John,22
Asexuality,22
Idiots in Love,22
Drug Use,22
Knotting,22
Fix-It,22
Suicidal Thoughts,21
Established Sherlock Holmes/John Watson,21
Post-Traumatic Stress Disorder - PTSD,21
Falling In Love,20
Violence,20
Mycroft Being a Good Brother,19
Sickfic,19
Slow Build,19
Magical Realism,19
Sexual Content,19
Pining John,19
Possessive Sherlock,18
Eventual Smut,18
Minor Character Death,18
Drama,18
top!John,18
Kidlock,18
mystrade,18
Alpha Sherlock,18
Omega John,18
Canon-Typical Violence,17
Eventual Happy Ending,17
Sex,17
Sherlock is a Mess,17
sub!Sherlock,17
Sexual Tension,17
Soulmates,17
Injury,17
Overstimulation,16
Asexual Relationship,16
Explicit Language,16
Sherlock Holmes and Feelings,16
Bottom!Sherlock,16
Dom!John,16
Declarations Of Love,16
Friendship/Love,16
Alternate Universe - Soulmates,16
Insecure Sherlock,16
Possessive Behavior,15
Loss of Virginity,15
Hurt John Watson,15
Resolved Sexual Tension,15
Light Dom/sub,15
Biting,15
First Meetings,15
Schmoop,15
Light BDSM,15
Protective John Watson,14
Light Angst,14
Depression,14
Family,14
Shameless Smut,14
Other Additional Tags to Be Added,14
Doctor John Watson,14
Flirting,14
Texting,14
Anal Play,14
John Watson Loves Sherlock Holmes,14
Dry Humping,14
Alternate Universe - College/University,14
Potterlock,13
Implied/Referenced Drug Use,13
Sherlock Whump,13
Unresolved Romantic Tension,13
Voyeurism,13
Unilock,13
Protective Sherlock,13
Top John Watson,13
Crossover,13
Angst and Hurt/Comfort,13
Sherlock Is A Bit Not Good,13
Cuddling and Snuggling,13
Safe Sane and Consensual,13
Fake/Pretend Relationship,13
One Shot,13
Praise Kink,13
Angst and Humor,12
Sleepy Cuddles,12
Mycroft Being Mycroft,12
Post-Season/Series 04,12
Top Sherlock,12
Christmas,12
Magic,12
Kink Negotiation,12
Bisexual John,12
Sherlock Loves John,12
John-centric,12
Captain John Watson,12
Bisexual John Watson,12
Bondage,12
Jealous John,12
Sherlock Holmes Loves John Watson,12
Mutual Masturbation,12
Supernatural Elements,12
Vulnerable Sherlock,12
Power Dynamics,12
Unrequited Love,12
Protective Mycroft,11
Implied/Referenced Rape/Non-con,11
Angry John,11
It's For a Case,11
Humour,11
Cuddling,11
Dancing,11
Sherlock Holmes & John Watson Friendship,11
Drunk John,11
5+1 Things,11
Boys Kissing,11
Torture,11
Multiple Orgasms,11
Marriage Proposal,10
Grief/Mourning,10
Eventual Johnlock,10
Kid Sherlock,10
Caring John,10
Flashbacks,10
Panic Attacks,10
Male Slash,10
Bullying,10
Prompt Fic,10
Prompt Fill,10
Alternate Universe - Fantasy,10
Public Sex,10
Homophobia,10
Kid Fic,10
Trans Character,10
Crack,10
Porn,10
Confessions,10
Asexual!Sherlock,10
Hair-pulling,10
Episode: s03e03 His Last Vow,10
Bonding,10
FTM Sherlock Holmes,10
Trans Sherlock,10
PTSD Sherlock,10
Sick Sherlock,10
Crime Scenes,10
Sex Toys,10
Suicide Attempt,10
Asperger's Sherlock,10
Autistic Sherlock,10
Injured Sherlock,9
Sherlock is a Brat,9
Birth,9
Shower Sex,9
Exhibitionism,9
Nightmares,9
Crying,9
Holmes Brothers,9
Prostate Massage,9
Medical Procedures,9
Medical Conditions,9
Coming In Pants,9
John is a Bit Not Good,9
Implied/Referenced Torture,9
Rape/Non-con Elements,9
John Loves Sherlock,9
Jealousy,9
Complete,9
John is a Very Good Doctor,9
Omegaverse,9
Transphobia,9
Canon Compliant,9
Urban Fantasy,9
Drugs,9
Doctor!John,9
PWP,8
Male Lactation,8
Implied/Referenced Child Abuse,8
Homophobic Language,8
,8
PTSD,8
Asexual Sherlock Holmes,8
221B Baker Street,8
Psychological Trauma,8
Mystery,8
John Watson is a Saint,8
Bottom Sherlock,8
BBC Sherlock - Freeform,8
Alternate Universe - Vampire,8
Triggers,8
Angst and Fluff and Smut,8
John Whump,8
Posted to AO3,8
PTSD John,8
Infidelity,8
UST,8
Anal Plug,8
Sad Sherlock,8
Don't copy work to another site,8
Illness,8
Worried Sherlock,8
Drug Addiction,8
Fluff and Humor,8
Mental Health Issues,8
Aftermath of Torture,8
Miscommunication,8
Alternate Universe - Magical Realism,8
BDSM,8
Episode: s03e02 The Sign of Three,8
Past Drug Use,8
mild AU,8
Oblivious John,7
Sherlock Holmes Needs a Hug,7
Hurt Sherlock Holmes,7
Bottom John,7
Post-Episode: s04e03 The Final Problem,7
Drunk Sherlock,7
Time Travel,7
Coming Out,7
Self-Harm,7
TJLC | The Johnlock Conspiracy,7
Topping from the Bottom,7
Healing,7
Kid John,7
Vampires,7
Porn With Plot,7
BAMF Sherlock Holmes,7
Dubious Consent,7
Alternate Universe - Magic,7
Holding Hands,7
Retirement,7
Orgasm Delay/Denial,7
Rape,7
Military Kink,7
Intercrural Sex,7
Character Death,7
Secret Relationship,7
Christmas Fluff,7
Sort Of,7
Drunken Confessions,7
Eventual Romance,7
Edgeplay,7
Post-Season/Series 03,7
Vibrators,7
Medical Realism,7
John is a Saint,7
Mildly Dubious Consent,7
casefic,7
Work In Progress,7
Arranged Marriage,7
Drabble,6
Angst and Feels,6
Original Character(s),6
Eating Disorders,6
Consensual Kink,6
Sherlock Holmes and Drug Use,6
Spanking,6
Forgiveness,6
Victorian Sherlock Holmes,6
Teasing,6
Johnlock Smut,6
Blood Drinking,6
Hospitalization,6
Marriage,6
(ಠ‿↼),6
Whump,6
Enemies to Friends to Lovers,6
Kitchen Sex,6
Implied/Referenced Suicide,6
POV Alternating,6
Domestic,6
Nipple Play,6
Snogging,6
SO MUCH FLUFF,6
Possessive John,6
John is a Mess,6
A Study in Pink,6
Body Dysphoria,6
Teenagers,6
Pregnancy Kink,6
Table Sex,6
Gen or Pre-Slash,6
His Last Vow Spoilers,6
Recreational Drug Use,6
Alternate Universe - Werewolf,6
Age Difference,6
Love at First Sight,6
POV First Person,6
Not Actually Unrequited Love,6
Non-Consensual Drug Use,6
idiots to lovers,6
Greg Lestrade & John Watson Friendship,6
Arguing,6
Mycroft's Meddling,6
Alpha!Sherlock,6
Omega!John,6
Parenthood,6
Platonic Romance,6
Best Friends,6
Awkward Sexual Situations,6
Forced Orgasm,6
Aftercare,6
Murder,6
Trans Male Character,6
Sensory Deprivation,6
Sad John,6
Asexual Sherlock,6
Bromance,6
BAMF Sherlock,6
Dog Tags,6
Premature Ejaculation,6
Sexual Fantasy,6
Alternate Universe - High School,6
Explicit Consent,6
Naked Cuddling,6
Synesthesia,6
Autism Spectrum,6
Big Brother Mycroft,6
Tea,5
BAMF Mycroft Holmes,5
Mental Breakdown,5
Married Sherlock Holmes/John Watson,5
Fingering,5
Q is a Holmes,5
Not Beta Read,5
Post-His Last Vow,5
True Love,5
Non-Graphic Violence,5
Romantic Fluff,5
Past Drug Addiction,5
Podfic Available,5
Hugs,5
Poor John,5
John Watson in Afghanistan,5
Tumblr Prompt,5
Sherlock Holmes and John Watson Being Idiots,5
Season/Series 01,5
Wingfic,5
Character Study,5
Massage,5
