value,count
Fluff,140
Romance,106
,103
Alternate Universe,87
Angst,86
Smut,82
Alternate Universe - Canon Divergence,62
Slow Burn,56
swanqueen - Freeform,53
Swan-Mills Family,48
Swan Queen - Freeform,47
Humor,46
Lesbian Sex,45
Fluff and Smut,45
Hurt/Comfort,44
Oral Sex,43
Swan Queen Week,41
Fluff and Angst,36
Girl Penis,34
Idiots in Love,32
Angst with a Happy Ending,32
Family,31
Sex,29
Magic Cock,29
AU,29
Friends to Lovers,28
Explicit Sexual Content,27
Alternate Universe - Modern Setting,26
Emotional Hurt/Comfort,25
G!P,24
Dirty Talk,23
Rough Sex,22
Plot What Plot/Porn Without Plot,21
Girl Penis Emma Swan,21
Femslash,20
Drama,20
Sharing a Bed,20
Spanking,19
Shameless Smut,19
Time Travel,19
Eventual Smut,19
Happy Ending,18
BDSM,18
Strap-Ons,17
Anal Sex,17
Alpha/Beta/Omega Dynamics,17
Masturbation,17
Domestic Fluff,16
Cunnilingus,16
Magic,16
First Time,15
True Love,15
Implied/Referenced Child Abuse,15
Alternate Universe - Soulmates,15
Jealousy,15
Fake/Pretend Relationship,15
Light BDSM,14
Friendship,14
Vaginal Fingering,14
Anal Fingering,14
Eventual Romance,14
Sexual Content,13
Unplanned Pregnancy,13
Alternate Universe - College/University,12
NSFW,12
Age Difference,12
Established Relationship,12
Tropes,12
Jealous Evil Queen | Regina Mills,12
Romantic Comedy,12
Christmas,12
Praise Kink,12
Top Emma Swan,12
Explicit Language,12
Fluff and Humor,11
Enemies to Friends to Lovers,11
Angst and Fluff and Smut,11
Dom/sub,11
Age Play,11
Porn with Feelings,11
Age Regression/De-Aging,11
Established Evil Queen | Regina Mills/Emma Swan,11
Blow Jobs,11
Violence,11
Implied/Referenced Rape/Non-con,11
magic baby,11
Past Child Abuse,11
Pregnancy,11
Vaginal Sex,11
Christmas Fluff,10
Endgame Evil Queen | Regina Mills/Emma Swan,10
Teasing,10
Flirting,10
Mating Cycles/In Heat,10
One Shot,10
Female Ejaculation,10
Alternate Universe - Non-Magical,10
Bondage,10
Magical Pregnancy,10
Sex Magic,9
Angst and Hurt/Comfort,9
Anal Play,9
Post-Traumatic Stress Disorder - PTSD,9
Love,9
Soulmates,9
mdlg,9
Light Angst,9
Alpha/Omega,9
Futanari,9
Alternate Universe - No Curse,9
Pining,9
Orgasm Denial,9
Attempt at Humor,9
Minor Character Death,9
Past Rape/Non-con,9
Falling In Love,8
magic!cock,8
Amnesia,8
Light Dom/sub,8
Healing,8
Young Evil Queen | Regina Mills,8
Daddy Kink,8
Power Play,8
Alternate Universe - Enchanted Forest,8
Omega Verse,8
Swan-Mills Family (Once Upon a Time),8
Porn With Plot,8
Mildly Dubious Consent,8
Sub Evil Queen | Regina Mills,8
Bottom Evil Queen | Regina Mills,8
Dom Emma Swan,8
Smuff,8
Soulmate-Identifying Marks,8
Future Fic,8
Mommy Kink,7
Fisting,7
Trauma,7
Family Fluff,7
Complete,7
Girl Penis Evil Queen | Regina Mills,7
Truth Serum,7
True Love's Kiss,7
Little Space,7
Knotting,7
Swan Queen Week 2015,7
Lesbian Character,7
Jealous Emma Swan,7
Semi-Public Sex,7
Dominance,7
Voyeurism,7
Torture,7
Rape/Non-con Elements,7
Mild Language,7
g!p Emma,7
4B,7
Emma Swan Has a Penis,7
slowburn,7
Coming Out,7
post 3b,7
Tattoos,6
Biting,6
Choking,6
Alternate Universe - High School,6
Season 1,6
Swan Queen Week Summer 2015,6
Canon Divergence,6
Alpha Evil Queen | Regina Mills,6
Dark Emma,6
Crossover,6
Character Death,6
Magical Accidents,6
Caretaking,6
Sexual Tension,6
New York City,6
Evil Queen | Regina Mills/Emma Swan Smut,6
Dom/sub Undertones,6
Eventual Happy Ending,6
Child Abuse,6
Physical Abuse,6
Psychological Trauma,6
Enemies to Lovers,6
Domestic Violence,6
Drug Use,6
Dubious Consent,6
Humour,6
Suicidal Thoughts,6
Submission,6
G!P Regina,6
Not Canon Compliant,6
s2,6
Crack,6
Feels,6
Sex Toys,6
Alternate Universe - Hogwarts,6
Office Sex,6
Road Trips,6
Slow Build,6
Sub Emma Swan,5
Vacation,5
Romantic Fluff,5
Comfort,5
Adventure,5
emma swan - Freeform,5
Fix-It,5
Aftermath of Torture,5
Rape,5
Fake Marriage,5
Homophobia,5
SwanQueen Fanfiction Facebook Group (Once Upon a Time),5
Swan Queen Week Winter 2017,5
Omega Emma Swan,5
Swen - Freeform,5
Angst and Humor,5
Family Feels,5
alternative universe,5
s7,5
Novel,5
Swan Queen AU,5
Emotional/Psychological Abuse,5
Drama & Romance,5
Top Evil Queen | Regina Mills,5
Face-Sitting,5
Hair-pulling,5
Rope Bondage,5
Kidnapping,5
MD/LG,5
Older Woman/Younger Woman,5
Wordcount: Over 100.000,5
Tooth-Rotting Fluff,5
Graphic Description,5
Denial of Feelings,5
Self-Harm,5
Mutual Pining,5
Arranged Marriage,5
Post-Canon,5
Dark Emma Swan,5
The Enchanted Forest,5
Comedy,5
Prompt Fic,5
Name-Calling,5
Porn,5
Angst and Feels,5
Friendship/Love,5
Boss/Employee Relationship,5
Double Penetration,5
no magic,5
Alternate Universe - Roommates/Housemates,5
Alternate Universe - Teachers,5
Jealous Regina,4
Action/Adventure,4
Panic Attacks,4
Dom Evil Queen | Regina Mills,4
Nipple Clamps,4
Forced Orgasm,4
Threesome - F/F/F,4
Slow Build Evil Queen | Regina Mills/Emma Swan,4
Regina Mills - Freeform,4
Pre-Evil Queen | Regina Mills/Emma Swan,4
Dominant Emma Swan,4
Polyamory,4
Bisexuality,4
sexual age play,4
Mommy Domme,4
Vaginal Fisting,4
Aftercare,4
trapped together,4
Pregnant Evil Queen | Regina Mills,4
Protective Evil Queen | Regina Mills,4
Mating Bites,4
Past Abuse,4
Blood and Torture,4
Swan Queen Week Summer 2017,4
Meta,4
Holidays,4
Bisexual Evil Queen | Regina Mills,4
Anti-Hook,4
Grief/Mourning,4
Verbal Humiliation,4
Soulmate AU,4
Dating,4
Novella,4
Friends With Benefits,4
Minor Violence,4
Swan Mills Family,4
Alternate Universe - No Powers,4
Developing Relationship,4
Some Humor,4
Forbidden Love,4
Light Bondage,4
Girl Penis Emma,4
Mistletoe,4
Meet-Cute,4
Drinking,4
Deepthroating,4
Young Emma Swan,4
Fluff and Crack,4
Swan Queen Week Summer 2016,4
Post-Series,4
Humiliation,4
Orgasm Control,4
Suicide Attempt,4
Attempted Rape/Non-Con,4
Phone Sex,4
Alternate Universe - School,4
Regal Believer,4
Family Drama,4
true love baby,4
Alpha Emma Swan,4
Once Upon A Time,4
Accidental Marriage,4
Original Character(s),4
Hotel Sex,4
Dark One Emma,4
Alternate Universe - Actors,4
Fingering,4
Handcuffs,4
First Kiss,3
mommy Regina,3
Anal Plug,3
Gags,3
Squirting,3
Childhood Trauma,3
Emotions,3
jealous!Regina,3
Consensual Kink,3
Self-Hatred,3
eventually,3
SQ - Freeform,3
Coming of Age,3
Implied/Referenced Domestic Violence,3
Kissing,3
Breathplay,3
Sexy Times,3
post 4b,3
Texting,3
The Enchanted Forest (Once Upon a Time),3
Evil Queen | Regina Mills Has a Penis,3
Day 1,3
Mutual Masturbation,3
domestic abuse,3
Swan Queen Supernova,3
D/s,3
Collars,3
Lesbian Romance,3
New York,3
Motorcycles,3
Eventual Evil Queen | Regina Mills/Emma Swan,3
Evil Queen | Regina Mills/Emma Swan Fluff,3
Flashbacks,3
Motherhood,3
Secret Relationship,3
Feelings,3
Desk Sex,3
Seduction,3
Face-Fucking,3
Face Slapping,3
BDSM Scene,3
Sort of? - Freeform,3
kind of,3
Heartache,3
Minor Belle/Red Riding Hood | Ruby,3
