value,count
Tony Stark Has A Heart,244
Tony Stark Acting as Peter Parker's Parental Figure,223
Peter Parker Needs a Hug,171
Precious Peter Parker,143
Fluff,134
Parent Tony Stark,112
Protective Tony Stark,111
Tony Stark Needs a Hug,106
Hurt/Comfort,94
Angst,90
Hurt Peter Parker,78
Irondad,69
Alternate Universe - Canon Divergence,69
Civil War Team Iron Man,63
Not Avengers: Endgame (Movie) Compliant,63
Emotional Hurt/Comfort,62
Peter Parker is a Little Shit,58
Peter Parker is Tony Stark's Biological Child,57
Angst with a Happy Ending,48
Peter Parker is a Mess,48
Fluff and Angst,47
Peter Parker Whump,46
Post-Captain America: Civil War (Movie),46
BAMF Peter Parker,46
BAMF Pepper Potts,44
Humor,42
Peter Parker's Field Trip to Stark Industries,41
Panic Attacks,40
BAMF Tony Stark,40
Not Avengers: Infinity War Part 1 (Movie) Compliant,40
Protective Peter Parker,40
Domestic Avengers,40
Ned Leeds is a Good Bro,38
Pepper Potts Acting as Peter Parker's Parental Figure,37
Identity Reveal,36
spiderson,36
Protective Pepper Potts,35
Field Trip,34
Social Media,33
Fix-It,33
Parent Pepper Potts,33
Not Steve Friendly,32
Father-Son Relationship,32
Hurt Tony Stark,32
Post-Avengers: Infinity War Part 1 (Movie),31
Avengers Family,31
Canon-Typical Violence,31
Awesome Pepper Potts,30
Post-Spider-Man: Homecoming,28
Slow Burn,27
Twitter,27
Time Travel,27
Alternate Universe,27
Other Additional Tags to Be Added,27
Kidnapping,27
Bisexual Peter Parker,27
Post-Traumatic Stress Disorder - PTSD,26
Not Captain America: Civil War (Movie) Compliant,25
not team Cap friendly,25
Not Canon Compliant,24
Team as Family,24
Found Family,24
Protective Avengers,24
Time Travel Fix-It,23
Domestic Fluff,23
Howard Stark's A+ Parenting,23
Team Tony,23
Friendship,22
Whump,22
Tony Stark Feels,22
Tony Stark is Good With Kids,21
Swearing,21
Post-Avengers: Endgame (Movie),21
Family Feels,20
Tony Stark Lives,20
Implied/Referenced Child Abuse,20
Happy Ending,19
Secret Identity,19
Not Steve Rogers Friendly,19
Peter Parker Gets a Hug,19
May Parker (Spider-Man) & Tony Stark Coparenting Peter Parker,19
Tony Stark Has Issues,19
Teen Peter Parker,19
Peter is a Little Shit,19
Bullying,18
Depression,18
Peter Parker Calls Tony Stark "Dad",18
Peter Parker Has a Family,18
Family Fluff,18
Genius Peter Parker,18
Nightmares,17
Platonic Cuddling,17
Tooth-Rotting Fluff,17
Kid Peter Parker,17
Not Spider-Man: Far From Home Compliant,17
Kidnapped Peter Parker,17
Don't copy to another site,17
Grief/Mourning,16
Fluff and Humor,16
Crack Treated Seriously,16
no beta we die like men,16
Flash Thompson Being A Jerk,16
Avengers: Endgame (Movie) Spoilers,16
Misunderstandings,15
Tony Stark Does What He Wants,15
Avengers Tower,15
Canon Divergence - Avengers: Endgame (Movie),15
James "Rhodey" Rhodes & Tony Stark Friendship,15
Protective Steve Rogers,15
Precious Morgan Stark (Marvel Cinematic Universe),15
Alternate Universe - Soulmates,15
Soulmate-Identifying Marks,15
Fix-It of Sorts,14
Peter Parker Meets the Avengers,14
Torture,14
Protective Bucky Barnes,14
Tony Feels,14
Angst and Hurt/Comfort,14
Michelle Jones Is a Good Bro,14
Light Angst,14
Iron Dad,14
Minor Character Death,13
Tony Stark-centric,13
Past Child Abuse,13
James "Rhodey" Rhodes Is a Good Bro,13
Foster Care,13
Homeless Peter Parker,13
5+1 Things,13
Not Beta Read,13
Stark Industries,13
Tony Stark Gets a Hug,12
IronDad and SpiderSon,12
Natasha Romanov Is a Good Bro,12
Tony Stark Is a Good Bro,12
Peter Parker Has Panic Attacks,12
Avengers: Infinity War Part 1 (Movie) Spoilers,12
Anxiety,12
Kid Fic,12
Peter Parker is a Good Bro,12
Trans Peter Parker,12
Mental Health Issues,12
Deaf Clint Barton,12
Protective Natasha Romanov,12
Post-Captain America: The Winter Soldier,12
Pepper Potts Is a Good Bro,12
Intern Peter Parker,12
Crossover,12
Civil War Fix-It,12
Alternate Universe - No Powers,11
Magic,11
Dead May Parker (Spider-Man),11
Implied/Referenced Torture,11
Adorable Morgan Stark (Marvel Cinematic Universe),11
How Do I Tag,11
Sensory Overload,11
Suicidal Thoughts,11
Peter Parker Needs a Break,10
Peter Parker is Trying His Best,10
Flash Thompson Redemption,10
Established Relationship,10
Not Natasha Friendly,10
Darcy Lewis is Tony Stark's Daughter,10
Pining,10
Sort Of,10
BAMF Michelle Jones,10
I Wrote This Instead of Sleeping,10
Memes,10
Hydra (Marvel),10
Awesome May Parker (Spider-Man),10
Crack,10
Peter says Fuck,10
Healing,10
Canonical Character Death,9
First Kiss,9
Alternate Universe - Time Travel,9
POV Outsider,9
Peter Parker has PTSD,9
Sick Peter Parker,9
Romance,9
Secrets,9
Natasha Romanov Is Not A Robot,9
Hydra Peter Parker,9
Good Friend Ned Leeds,9
Peter Parker & Morgan Stark are Siblings (Marvel Cinematic Universe),9
Miscommunication,9
Captain America: Civil War (Movie) Spoilers,9
Aftermath of Torture,9
Complete,9
Family,9
Minor Pepper Potts/Tony Stark,9
The Avengers Are Good Bros,9
Smart Peter Parker,9
Implied/Referenced Rape/Non-con,8
Attempt at Humor,8
Fluff and Crack,8
Temporary Character Death,8
Adoption,8
Suicide Attempt,8
Platonic Soulmates,8
Worried Tony Stark,8
Slow Build,8
Not Wanda Maximoff Friendly,8
Pepperony - Freeform,8
Anxiety Attacks,8
Child Abuse,8
Avengers: Endgame (Movie),8
Protective Happy Hogan,8
Eventual Happy Ending,8
Crying,8
Age Regression/De-Aging,8
Violence,8
Peter Parker Acts Like a Spider,8
Hurt Peter,8
Vomiting,8
Polyamory,8
PTSD,8
Team Bonding,8
Everyone Needs A Hug,8
BAMF Harry Potter,7
Anal Sex,7
Spider-Man Identity Reveal,7
Canon Divergence - Avengers: Infinity War Part 1 (Movie),7
Cuddling & Snuggling,7
Infinity Gems,7
Bucky Barnes Needs a Hug,7
Flash Thompson Bullies Peter Parker,7
Iron Family,7
Tony Stark Acting as Harley Keener's Parental Figure,7
Bully Flash Thompson,7
Everyone Loves Peter Parker,7
Mutual Pining,7
Comic Book Science,7
Tony Stark Has Post-Traumatic Stress Disorder,7
Peter Parker Angst,7
BAMF Darcy Lewis,7
Self-Harm,7
BAMF Natasha Romanov,7
Post-Spider-Man: No Way Home (Movie),7
Peter Parker-centric,7
Bucky Barnes Feels,7
Uncle Happy Hogan,7
Character Death,7
First Meetings,7
Clint Barton & Natasha Romanov Friendship,7
Guilt,7
Sleepy Peter Parker,7
Touch-Starved,7
Sassy Peter,7
Peter Parker Feels,7
Sad Peter Parker,6
Tony-centric,6
Not Avengers: Age of Ultron (Movie) Compliant,6
Hurt Tony,6
Press and Tabloids,6
YouTube,6
Pre-Avengers: Infinity War Part 1 (Movie),6
Domestic,6
Mild Hurt/Comfort,6
Interviews,6
Not SHIELD Friendly,6
Not Wanda Friendly,6
Female Peter Parker,6
Past Rape/Non-con,6
Steve Rogers Needs a Hug,6
Alpha/Beta/Omega Dynamics,6
Pre-Serum Steve Rogers,6
Alternate Universe - Everyone Lives/Nobody Dies,6
Explicit Sexual Content,6
Past Torture,6
Flashbacks,6
Implied/Referenced Suicide,6
Friends to Lovers,6
Action/Adventure,6
News Media,6
Science Bros,6
Abandoned Work - Unfinished and Discontinued,6
Sam Wilson Is a Good Bro,6
Protective May Parker (Spider-Man),6
Insecure Peter Parker,6
Don't Like Don't Read,6
Peter Parker is the heir of Stark Industries,6
Author Is Sleep Deprived,6
eventually,6
Protective Harley Keener,6
Gay Harley Keener,6
Cute Morgan Stark (Marvel Cinematic Universe),6
Bisexual Steve Rogers,6
Protective Ned Leeds,6
Physical Abuse,6
Angst and Feels,6
Explicit Language,6
Post-Iron Man 3,6
Peter Parker is Pepper Potts's Biological Child,6
Team Iron Man,5
Implied/Referenced Self-Harm,5
Twitter Fic,5
I Don't Even Know,5
Reunions,5
Implied/Referenced Character Death,5
Soft Peter Parker,5
Coming Out,5
Post-Endgame,5
Christmas Fluff,5
Meet-Cute,5
SO MUCH FLUFF,5
Everyone Is Gay,5
Soft Tony Stark,5
High School,5
Good Peter,5
POV Tony Stark,5
Implied/Referenced Alcohol Abuse/Alcoholism,5
Crushes,5
Canon Divergence - Captain America: Civil War (Movie),5
Orphan Peter Parker,5
Mpreg,5
Recovery,5
Protective Jarvis (Iron Man movies),5
Memory Loss,5
Past Abuse,5
Trauma,5
Self-Esteem Issues,5
Drama,5
Peter Parker Has Nightmares,5
Action,5
I'm Bad At Tagging,5
Worried May Parker (Spider-Man),5
Precious Ned Leeds,5
kind of,5
Italian Tony Stark,5
Kinda,5
Interns & Internships,5
Cross-Posted on Wattpad,5
Soulmates,5
Pepper Potts Needs a Hug,5
Peter Parker & Morgan Stark Friendship (Marvel Cinematic Universe),5
One Shot,5
Protective James "Rhodey" Rhodes,5
Harry Potter is Tony Stark's Child,5
Families of Choice,5
Blow Jobs,5
Canon Compliant,5
Paparazzi,5
Past Sexual Abuse,5
Master of Death Harry Potter,5
Sassy Peter Parker,5
Extremis,5
First Time,5
Team Dynamics,5
Post-Avengers: Age of Ultron (Movie),5
Moderated,5
Post-Civil War (Marvel),5
Kid Morgan Stark (Marvel Cinematic Universe),5
The Author Regrets Nothing,5
Heavy Angst,5
Getting Together,5
Dad!Tony,5
Sorry Not Sorry,5
Big Brother Peter Parker,5
Stark Tower,5
Adopted Peter Parker,5
Peter Parker & Shuri Friendship,5
Dirty Talk,5
Extremis Tony Stark,5
Peter Parker Has Issues,5
Oral Sex,4
Developing Relationship,4
Developing Friendships,4
Humour,4
Bisexual Bucky Barnes,4
Tony Being Tony,4
Dysfunctional Family,4
Protective Nick Fury,4
Bucky Barnes Recovering,4
Villain Tony Stark,4
Protective Michelle Jones,4
Not Clint Friendly,4
Mind Control,4
Not Natasha Romanoff Friendly,4
Harley Keener & Peter Parker are Siblings,4
Psychological Torture,4
Protective Clint Barton,4
Brainwashing,4
BAMF Peggy Carter,4
WinterShieldShock - Freeform,4
Steve Rogers Feels,4
Dimension Travel,4
Anxiety Disorder,4
Alcohol Abuse/Alcoholism,4
#coulsonlives,4
Slice of Life,4
Poor Peter Parker,4
Dark Tony Stark,4
Everyone Is Alive,4
Spider-Man: No Way Home (Movie) Spoilers,4
Post-Spider-Man: Far From Home,4
Human Experimentation,4
Temporary Amnesia,4
Artificial Intelligence,4
Protectiveness,4
Howard Stark's Bad Parenting,4
Genderfluid Loki (Marvel),4
Ableism,4
The Author Regrets Everything,4
Clint Barton Is a Good Bro,4
Clint Barton Needs a Hug,4
Peter Parker Can Wield Mjolnir,4
Team Cap friendly,4
Frottage,4
Prompt Fill,4
Happy Hogan is a Good Bro,4
Steve Rogers Is a Good Bro,4
Peter-centric,4
Christmas,4
spider son,4
Post-Avengers (2012),4
Unreliable Narrator,4
Not Spider-Man: Homecoming Compliant,4
Alternate Universe - Modern Setting,4
Instagram,4
Tags May Change,4
Blood,4
Worried Ned Leeds,4
Peter Needs a Hug,4
AU,4
Road Trips,4
Nick Fury Knows All,4
Abused Peter Parker,4
Non-Consensual Drug Use,4
Harley Keener is a little shit,4
Podfic Available,4
Women Being Awesome,4
Gun Violence,4
Jealousy,4
Peter Stark - Freeform,4
Spider-Man: No Way Home (Movie),4
Sick Character,4
Hydra,4
Peter Parker is the heir to Stark Industries,4
Oblivious Peter Parker,4
Pre-Relationship,4
Adorable Peter Parker,4
Sleepy Cuddles,4
Fluff and Hurt/Comfort,4
Homophobic Language,4
Emotional Manipulation,4
Starvation,4
Sokovia Accords,4
Loki is a Good Bro (Marvel),4
Female Harry Potter,4
No Avengers: Endgame (Movie) Spoilers,4
Blood and Injury,4
Anal Fingering,4
Secret Relationship,4
Illnesses,4
,4
Bromance,3
Not Captain America: The Winter Soldier Compliant,3
I'm Bad At Summaries,3
Harley Keener as Iron Lad,3
Platonic Relationships,3
Asexual Character,3
Asexual Peter Parker,3
Sickfic,3
Assault,3
Tony Stark is a Good Dad,3
Heart-to-Heart,3
Post-Serum Steve Rogers,3
Depressed Peter Parker,3
No Plot/Plotless,3
De-Aged Peter Parker,3
Avengers: Infinity War Part 1 (Movie),3
Chaos,3
Confusion,3
Soul Stone (Marvel),3
Mind Control Aftermath & Recovery,3
Rape Recovery,3
Shooting,3
Sex,3
Alternate Universe - Renegotiated Sokovia Accords,3
Amnesia,3
Good Tony Stark,3
Seizures,3
Surgery,3
Medical Procedures,3
Tony Stark is So Done,3
Spider-son,3
Dubious Consent,3
Hopeful Ending,3
BAMF Jarvis (Iron Man movies),3
Jarvis (Iron Man movies) Lives,3
Mental Instability,3
Abuse,3
Age Difference,3
Character Bashing,3
Awesome Michelle Jones,3
Female Loki,3
May Parker Has an Abusive Partner (Spider-Man),3
Mild Language,3
