value,count
Anal Sex,196
Hogwarts Eighth Year,178
Fluff,166
Humor,125
Anal Fingering,125
Angst,122
Rimming,121
Romance,109
Slow Burn,98
Pining,95
Blow Jobs,93
Harry Potter Epilogue What Epilogue | EWE,90
HP: EWE,87
Post-Hogwarts,85
Hurt/Comfort,85
First Time,77
Alternate Universe - Canon Divergence,77
Falling In Love,72
Auror Harry Potter,72
Getting Together,71
Oral Sex,69
Smut,68
Bottom Draco,60
Angst with a Happy Ending,59
Dirty Talk,59
Friends to Lovers,57
Happy Ending,54
Post-War,54
Mpreg,52
Explicit Sexual Content,51
Time Travel,49
Enemies to Friends to Lovers,48
POV Draco Malfoy,47
Top Harry,46
Bottom Draco Malfoy,46
Masturbation,44
Semi-Public Sex,44
Post-Traumatic Stress Disorder - PTSD,44
Frottage,43
Hand Jobs,43
Enemies to Lovers,42
Mutual Pining,42
Top Harry Potter,42
Switching,41
Established Relationship,39
Alpha/Beta/Omega Dynamics,39
,39
Banter,37
Secret Relationship,36
Top Draco Malfoy,35
Soulmates,35
Fluff and Angst,34
Coming Out,34
Knotting,34
Loss of Virginity,33
Community: hd_erised,33
Rough Sex,31
Drama,31
Minor Hermione Granger/Ron Weasley,31
Bottom Harry Potter,31
Flirting,30
Light Angst,30
Praise Kink,29
First Kiss,29
Slash,29
Don't copy to another site,29
Jealousy,28
Unresolved Sexual Tension,28
Alternate Universe,28
Implied/Referenced Child Abuse,28
Magically Powerful Harry Potter,27
Alternate Universe - Soulmates,27
Sharing a Bed,27
Kissing,27
Bisexual Harry Potter,27
Drinking,26
Veela Draco Malfoy,26
Creature Fic,26
Slytherin Harry Potter,26
Manipulative Albus Dumbledore,26
Minor Character Death,26
Bonding,25
POV Harry Potter,25
Not Epilogue Compliant,24
Emotional Hurt/Comfort,24
Voyeurism,24
Mating Cycles/In Heat,24
Violence,23
Albus Dumbledore Bashing,23
Auror Partners,23
UST,22
AU,22
Dubious Consent,22
Hogwarts,22
Fake/Pretend Relationship,22
Omega Draco Malfoy,22
Past Child Abuse,22
Good Slytherins,22
Bottom Harry,21
Mildly Dubious Consent,21
Ron Weasley Bashing,21
Alpha Harry Potter,21
Drarry,20
Misunderstandings,20
Dom/sub,20
Soulmate-Identifying Marks,20
Forced Proximity,20
Child Abuse,20
Quidditch,20
Oblivious Draco Malfoy,20
Wandless Magic,19
Explicit Language,19
Plot What Plot/Porn Without Plot,19
Shower Sex,19
Canon-Typical Violence,19
Friendship,19
Magical Theory,18
POV Alternating,18
Depression,18
Panic Attacks,18
Soul Bond,18
Post-Second War with Voldemort,18
Parseltongue,18
Sexual Tension,18
Hogwarts Sixth Year,18
Pining Draco Malfoy,18
Nightmares,18
wanking,18
Powerful Harry,18
Redeemed Draco Malfoy,18
Good Draco Malfoy,17
Torture,17
Slow Build,17
Domestic Fluff,17
Tooth-Rotting Fluff,17
Auror Harry,17
Snark,17
Size Kink,17
Friends With Benefits,16
Healer Draco Malfoy,16
Draco Malfoy Needs a Hug,16
Potions,15
Grief/Mourning,15
Bickering,15
Gay Draco Malfoy,15
Hogwarts Era,15
Podfic Available,15
Post-Battle of Hogwarts,15
Oblivious Harry Potter,15
Draco Malfoy in the Muggle World,15
Eventual Smut,14
Mystery,14
Kid Fic,14
Dark Harry Potter,14
BAMF Harry Potter,14
Past Harry Potter/Ginny Weasley,14
Sexual Content,14
Fluff and Smut,14
Humour,14
Auror Draco Malfoy,14
Accidental Bonding,14
BDSM,13
Art,13
Christmas,13
Gift Fic,13
flangst,13
Good Severus Snape,13
Hermione Granger Bashing,13
One Shot,13
Dom/sub Undertones,13
Exhibitionism,13
Alpha/Omega,13
Multiple Orgasms,13
Animagus,13
Creature Inheritance,13
Other Additional Tags to Be Added,13
Slytherins Being Slytherins,13
Cuddling & Snuggling,13
Oblivious Harry,12
Face-Fucking,12
Ron Weasley is a Good Friend,12
Hung!Harry,12
Digital Art,12
Bullying,12
Light Dom/sub,12
Politics,12
Aurors,12
Boys In Love,12
Bad Albus Dumbledore,12
Top Draco,12
Case Fic,12
Roommates,12
Potions Accident,12
Powerful Harry Potter,12
Healing,12
Hung Harry Potter,12
Porn With Plot,12
Spanking,12
Veela Draco,12
Resolved Sexual Tension,12
Kink Negotiation,12
Ginny Weasley Bashing,11
Werewolves,11
Grimmauld Place,11
Light BDSM,11
Mutual Masturbation,11
Found Family,11
Crack,11
Alcohol,11
Snarky Draco Malfoy,11
Porn,11
Arranged Marriage,11
Intergluteal Sex,11
Bars and Pubs,11
Forced Bonding,11
Unreliable Narrator,11
Party Games,10
Light Bondage,10
Pet Names,10
Dark Magic,10
Homophobia,10
Veritaserum,10
Molly Weasley Bashing,10
Porn with Feelings,10
Pregnant Draco Malfoy,10
eighth year,10
Intercrural Sex,10
Pureblood Culture (Harry Potter),10
Time Travel Fix-It,10
Fluff and Humor,10
Clubbing,10
Eventual Romance,10
Hogwarts Fifth Year,10
Slytherin Harry,10
Suicidal Thoughts,10
H/D Erised 2018,10
Implied Mpreg,10
Mythical Beings & Creatures,10
Minor Luna Lovegood/Ginny Weasley,10
Domestic,10
Veela,10
EWE,10
Internalized Homophobia,9
Mental Health Issues,9
Orgasm Delay/Denial,9
Accidental Voyeurism,9
Manipulative Dumbledore,9
Sirius Black Lives,9
Sexual Fantasy,9
