value,count
Fluff,205
SuperCorp,151
Angst,117
Alternate Universe - No Powers,108
Slow Burn,108
Smut,98
Angst with a Happy Ending,88
Lena Luthor Knows Kara Danvers Is Supergirl,75
Alpha/Beta/Omega Dynamics,71
Friends to Lovers,69
Alternate Universe - Canon Divergence,65
Lena Luthor Needs a Hug,63
Hurt/Comfort,52
Alpha Kara Danvers,50
Alpha/Omega,50
Alternate Universe,47
Omega Lena Luthor,45
Fluff and Angst,43
Mutual Pining,38
Eventual Smut,37
Humor,37
Happy Ending,37
First Kiss,33
Strap-Ons,33
Oral Sex,32
Kara Danvers Needs a Hug,32
Fake/Pretend Relationship,32
Idiots in Love,31
Alternate Universe - College/University,29
Established Relationship,29
Pining,29
Slow Burn Kara Danvers/Lena Luthor,28
Lena Luthor Finds Out Kara Danvers is Supergirl,27
Emotional Hurt/Comfort,26
Vaginal Fingering,25
Praise Kink,25
Fluff and Smut,25
,24
Domestic Fluff,24
Romance,24
Light Angst,23
Protective Kara Danvers,23
Identity Reveal,23
Mating Cycles/In Heat,23
Getting Together,22
Kid Fic,22
Knotting,22
Soulmates,22
Love Confessions,20
Enemies to Lovers,20
Friends With Benefits,20
Dirty Talk,20
Sharing a Bed,19
Fluff and Humor,19
Alternate Universe - Soulmates,19
Soulmate-Identifying Marks,19
Pregnancy,18
Endgame Kara Danvers/Lena Luthor,17
Protective Lena Luthor,17
karlena,17
First Time,17
Masturbation,17
Minor Alex Danvers/Maggie Sawyer,16
Alpha Kara,16
Supercorp endgame,16
Office Sex,16
Omega Lena,15
Girl Penis Kara Danvers,15
Top Kara Danvers,14
Girl Penis,14
Canon Compliant,14
Bisexual Kara Danvers,14
Enemies to Friends to Lovers,14
AU,14
Falling In Love,14
Kara Danvers Has a Penis,13
G!P,13
Angst and Feels,13
Lesbian Lena Luthor,13
Shameless Smut,13
Lena Luthor Doesn't Know Kara Danvers is Supergirl,13
post-reveal,13
Sanvers - Freeform,12
Eventual Happy Ending,12
Plot What Plot/Porn Without Plot,12
Canon-Typical Violence,12
Rough Sex,12
Lesbian Sex,12
Alternate Universe - High School,12
One Shot,12
Protective Alex Danvers,12
Lena Luthor-centric,11
Character Study,11
Bottom Lena Luthor,11
Jealous Kara Danvers,11
Soulmate AU,11
Alien Biology,11
Tumblr Prompt,10
Alternate Universe - Human,10
Angst and Hurt/Comfort,10
Love,10
Cunnilingus,10
Sex,10
Heavy Angst,10
Semi-Public Sex,9
G!P Kara,9
Heartbreak,9
Alex Danvers & Lena Luthor Friendship,9
SO MUCH FLUFF,9
Violence,9
First Meetings,9
Spanking,8
Some angst,8
College AU,8
POV Lena Luthor,8
Minor Alex Danvers/Kelly Olsen,8
Pre-Relationship,8
Comedy,8
Blood and Violence,8
PWP,8
Alien Culture,8
Minor Samantha "Sam" Arias/Alex Danvers,8
Meet-Cute,8
Non-Traditional Alpha/Beta/Omega Dynamics,8
Daddy Kink,8
Eventual Romance,8
Blow Jobs,8
Miscommunication,8
Anal,8
Fake Marriage,8
Jealous Lena Luthor,8
Oral,8
bed sharing,7
Fingerfucking,7
Breeding,7
Light BDSM,7
Complete,7
Sort Of,7
Post-Traumatic Stress Disorder - PTSD,7
Size Kink,7
Minor Character Death,7
Death,7
Alpha Lena Luthor,7
Omega Kara Danvers,7
Anal Sex,7
Tooth-Rotting Fluff,7
Oblivious Kara Danvers,7
Alcohol,7
Drama,7
Family Fluff,7
Secret Identity,7
lots of fluff,7
