value,count
Fluff,219
,162
Angst,125
Alternate Universe,76
Romance,76
Smut,50
Fluff and Angst,49
Friends to Lovers,45
Fluff and Smut,42
Angst with a Happy Ending,39
Love,37
Light Angst,36
AU,36
Domestic Fluff,35
Future Fic,34
Slow Burn,30
Ice Skating,29
One Shot,27
Friendship,24
Eventual Romance,23
Best Friends,23
Established Relationship,20
Family Feels,18
Mutual Pining,18
VirtueMoir - Freeform,17
Fluff and Humor,17
Pregnancy,17
Sex,16
Tooth-Rotting Fluff,16
Oral Sex,16
Jealousy,15
Friendship/Love,15
Childhood Friends,15
Kid Fic,15
Happy Ending,14
Hurt/Comfort,14
Songfic,13
Angst and Hurt/Comfort,13
Developing Relationship,12
Flashbacks,12
Drama,12
Secret Relationship,12
RPF,12
Family Fluff,11
5+1 Things,11
Olympics,11
Heartbreak,11
Thank You Canada Tour,11
Falling In Love,11
Idiots in Love,11
Christmas,10
Family,10
Plot What Plot/Porn Without Plot,10
Eventual Happy Ending,10
Fix-It,10
Pining,10
Alternate Universe - College/University,10
Alternate Universe - Soulmates,10
Christmas Fluff,9
Partners to Lovers,9
Minor Character Death,9
Post-Olympics,9
Married Couple,9
Angst and Feels,9
TTYCT,9
TYCT,9
Friends With Benefits,9
2018 Winter Olympics,8
Soulmates,8
Eventual Smut,8
Inspired by Scott Moir and Tessa Virtue,7
Song Lyrics,7
Shameless Smut,7
Humor,7
Pain,7
Unplanned Pregnancy,7
Partnership,7
Cheating,7
Sad,7
Fix-It of Sorts,7
Original Character(s),7
figure skating,7
Marriage Proposal,7
Enemies to Friends to Lovers,7
Masturbation,7
Flirting,7
Family Drama,6
Implied Relationships,6
Light Dom/sub,6
ice dance,6
Baby,6
Canada,6
Romantic Fluff,6
Song fic,6
Sexy Times,6
Meet-Cute,6
Childhood Sweethearts,6
SO MUCH FLUFF,6
Love Confessions,6
post-Sochi,6
Memories,5
Musicality,5
I'm Sorry,5
Explicit Sexual Content,5
Eventual Fluff,5
Death,5
Unrequited Love,5
Dancing,5
Sweet,5
Infidelity,5
Sexual Tension,5
Parenthood,5
Socialite Tessa,5
Skating,5
Emotional Hurt/Comfort,5
Married Life,5
Weddings,5
Sharing a Bed,5
Dirty Talk,5
Fluffy,5
Adoption,5
Domestic,5
Pre-Relationship,4
Light Bondage,4
Drama & Romance,4
tessa and scott - Freeform,4
Platonic Soulmates,4
Retirement,4
Slow Romance,4
pure fluff,4
Other Additional Tags to Be Added,4
Self-Reflection,4
One-Shot,4
Alternate Universe - Fantasy,4
vm - Freeform,4
Platonic Relationships,4
Anxiety,4
Ballet Dancer Tessa Virtue,4
Hockey,4
Alternate Universe - High School,4
Spanking,4
alternative universe,4
Grief/Mourning,4
Secrets,4
throwback week,4
Growing Up Together,4
Singer/Musician Scott,4
First Meetings,4
Marriage,4
Music,4
First Kiss,4
Morning Sex,4
Enemies to Lovers,4
Fake/Pretend Relationship,4
Slow Build,4
Snowed In,4
Fix-it fic,4
Stars on Ice,4
So much angst,4
bed sharing,4
Miscommunication,3
Complicated Relationships,3
Valentine's Day,3
Fights,3
I Don't Even Know,3
Single Parents,3
Scott Moir & Tessa Virtue's Comeback Era,3
Love Letters,3
Eventual Relationships,3
Break Up,3
Dorks in Love,3
Sparkling Moments Challenge,3
Kissing,3
Mentions of Cancer,3
happy birthday winnie,3
Wedding,3
Emotional Hurt,3
Angst and Fluff,3
Hopeful Ending,3
2014 Winter Olympics,3
Team Canada,3
PyeongChang,3
Life Partners,3
sandman au,3
Based on Neil Gaiman's The Sandman,3
Singles Skater Scott Moir,3
Porn,3
Love at First Sight,3
BDSM,3
Bondage,3
Sexy,3
Matchmaking,3
I Wrote This Instead of Sleeping,3
Hurt,3
Romantic Soulmates,3
Growing Up,3
Children,3
Alternate Universe - Bar/Pub,3
Healing,3
No Angst,3
Cute Kids,3
NSFW,3
Wedding Fluff,3
Post-Break Up,3
Christmas Eve,3
Birthday Fluff,3
Sad with a Happy Ending,3
Phone Sex,3
Anniversary,3
Implied/Referenced Abortion,3
coffee shop AU,3
First Time,3
New Year's Eve,3
Quarantine,3
Fluff and Hurt/Comfort,3
baby vm,3
Prompt Fic,3
Alternate Universe - Modern Setting,3
Drunken Shenanigans,3
