value,count
Fluff,282
Angst,187
Hurt/Comfort,113
yoonkook,113
Jeon Jungkook-centric,90
Fluff and Angst,90
Canon Compliant,90
Angst with a Happy Ending,82
Min Yoongi | Suga Is Whipped,77
Jeon Jungkook is Whipped,76
Alternate Universe - College/University,75
Soft Min Yoongi | Suga,75
Smut,72
Anal Sex,65
Light Angst,65
Domestic Fluff,63
Sugakookie,61
Min Yoongi | Suga is Bad at Feelings,58
Cute Jeon Jungkook,56
Top Jeon Jungkook,53
Bottom Min Yoongi | Suga,53
Emotional Hurt/Comfort,52
Friendship,51
Bottom Jeon Jungkook,49
Top Min Yoongi | Suga,46
Depression,45
Alternate Universe,45
Slow Burn,44
Anxiety,44
Alpha/Beta/Omega Dynamics,44
Friends to Lovers,42
Happy Ending,42
Min Yoongi | Suga-centric,41
Platonic Relationships,41
Jeon Jungkook is a Little Shit,40
Jeon Jungkook is Bad at Feelings,40
Established Relationship,40
Fluff and Smut,40
Hurt Jeon Jungkook,38
Shy Jeon Jungkook,38
Cute Min Yoongi | Suga,38
Alternate Universe - Canon Divergence,38
Oral Sex,37
Drabble,36
Protective Min Yoongi | Suga,34
One Shot,34
Jeon Jungkook & Min Yoongi | Suga are Best Friends,34
Anal Fingering,31
OT7,31
Explicit Sexual Content,31
Sad Jeon Jungkook,30
Jeon Jungkook/Min Yoongi | Suga-centric,30
Romance,29
Short One Shot,29
Producer Min Yoongi | Suga,28
Depressed Min Yoongi | Suga,28
Jeon Jungkook is a Sweetheart,28
Jeon Jungkook Needs a Hug,28
Crying Jeon Jungkook,28
Bangtan Boys | BTS is a Family,28
Slice of Life,28
Violence,28
Crying,28
Suicidal Thoughts,27
Alpha/Omega,27
Falling In Love,26
Rough Sex,25
Omega Min Yoongi | Suga,25
Blow Jobs,25
Mating Cycles/In Heat,25
Misunderstandings,24
Heavy Angst,24
Sub Jeon Jungkook,23
Other Additional Tags to Be Added,23
Alternate Universe - Idols,23
Sad Min Yoongi | Suga,23
Unrequited Love,23
Kim Taehyung | V & Park Jimin are Best Friends,23
Canon Universe,23
Alternate Universe - High School,23
Mutual Pining,23
Self-Esteem Issues,23
Soft Jeon Jungkook,22
Jeon Jungkook is a Brat,22
Idols,22
References to Depression,22
Angst and Hurt/Comfort,22
Alternate Universe - Soulmates,22
Tooth-Rotting Fluff,22
Magic,22
Mental Health Issues,22
Panic Attacks,22
Attempt at Humor,21
Alternate Universe - Fantasy,21
Self-Hatred,21
Dom Min Yoongi | Suga,20
Polyamory,20
Alpha Jeon Jungkook,20
Alternate Universe - Modern Setting,20
Eventual Smut,20
Friendship/Love,20
Humor,19
Swearing,19
Love,19
Kissing,19
Cute,19
I Wrote This Instead of Sleeping,18
Implied/Referenced Suicide,18
Character Death,18
Love Confessions,18
Implied/Referenced Self-Harm,18
Daddy Kink,18
Kidnapping,17
Jeon Jungkook & Kim Taehyung | V are Best Friends,17
Ambiguous/Open Ending,17
Implied/Referenced Child Abuse,17
Platonic Cuddling,17
Domestic,17
Explicit Language,17
Suicide Attempt,17
Coming Out,17
Mpreg,17
Knotting,17
Soulmates,16
Feelings,16
Idol Jeon Jungkook,16
Drinking,16
Mild Hurt/Comfort,16
Jealousy,16
Porn With Plot,16
Protective Bangtan Boys | BTS,16
Omega Park Jimin (BTS),16
Not Beta Read,15
Spanking,15
Alternate Universe - The Most Beautiful Moment In Life | HYYH,15
,15
How Do I Tag,15
Plot What Plot/Porn Without Plot,15
Porn with Feelings,15
Bunny Hybrid Jeon Jungkook,15
Canon Related,15
Cuddling & Snuggling,15
Pining,15
Anxiety Attacks,15
Dirty Talk,15
Yoonkook Week,15
Canon Era,15
Hand Jobs,15
Kid Jeon Jungkook,15
Self-Lubrication,15
Angst and Feels,14
Internalized Homophobia,14
Inspired by The Most Beautiful Moment In Life | HYYH,14
Homophobia,14
Min Yoongi | Suga is So Done,14
bts - Freeform,14
Sad Ending,14
Comfort,14
Protective Jeon Jungkook,14
Suicide,14
Minor Character Death,14
Alpha Jung Hoseok | J-Hope,14
Developing Relationship,14
Self-Harm,14
Established Jeon Jungkook/Min Yoongi | Suga,14
Depressed Jeon Jungkook,14
Sexual Tension,14
Rimming,14
literal baby jeongguk,14
Shameless Smut,14
Rape/Non-con Elements,13
Min Yoongi | Suga is Good at Feelings,13
Alternate Universe - Magic,13
Cheating,13
Romantic Fluff,13
Min Yoongi | Suga Needs a Hug,13
The Most Beautiful Moment In Life | HYYH,13
Pre-Relationship,13
Blood and Injury,13
Non-Sexual Age Play,13
Blood and Violence,13
Found Family,13
Good Hyung Min Yoongi | Suga,13
Everyone Loves Jeon Jungkook,13
Implied Sexual Content,13
