value,count
Bakugou Katsuki Swears A Lot,296
Bakugou Katsuki is Bad at Feelings,241
Fluff,237
Angst,157
Aged-Up Character(s),133
Hurt/Comfort,111
Protective Bakugou Katsuki,110
Soft Bakugou Katsuki,103
Uraraka Ochako is a Good Friend,103
Slow Burn,99
Bakugou Katsuki is a Good Friend,87
BAMF Uraraka Ochako,86
kacchako,81
Fluff and Angst,80
Angst with a Happy Ending,77
Alternate Universe - Canon Divergence,70
Characters Are Pro Heroes (My Hero Academia),62
Smut,61
Pro Hero Bakugou Katsuki,61
Light Angst,60
Friendship,60
Alternate Universe - No Quirks (My Hero Academia),59
Established Relationship,58
Bakusquad (My Hero Academia),58
Other Additional Tags to Be Added,56
Pro Hero Uraraka Ochako,55
Pining Bakugou Katsuki,54
Mutual Pining,54
Kirishima Eijirou is a Good Friend,53
Emotional Hurt/Comfort,53
Fluff and Humor,49
Bakugou Katsuki-centric,47
Friends to Lovers,47
Humor,46
One Shot,45
Domestic Fluff,44
Romance,44
Parental Aizawa Shouta | Eraserhead,44
Bakugou Katsuki Needs a Hug,42
Pining,41
Quirkless Midoriya Izuku,40
Tsundere Bakugou Katsuki,40
Protective Uraraka Ochako,40
Midoriya Izuku Needs A Hug,40
BAMF Midoriya Izuku,40
Uraraka Ochako-centric,39
Cute Uraraka Ochako,39
Bakugou Katsuki is a Dork,38
Canon-Typical Violence,38
Class 1-A Shenanigans (My Hero Academia),35
Future Fic,35
Midoriya Izuku Does Not Have One for All Quirk,35
Fluff and Smut,35
Angst and Hurt/Comfort,33
First Kiss,33
Shinsou Hitoshi is in Class 1-A,32
Eventual Smut,32
Class 1-A as Family (My Hero Academia),32
Oral Sex,31
Midoriya Izuku is a Good Friend,31
Shinsou Hitoshi Replaces Mineta Minoru,30
Angry Bakugou Katsuki,29
Love Confessions,29
Getting Together,29
Post-Traumatic Stress Disorder - PTSD,29
Midoriya Izuku is a Dork,28
Protective Aizawa Shouta | Eraserhead,28
Falling In Love,28
Alternate Universe - College/University,28
Bakugou Katsuki & Uraraka Ochako Friendship,27
Tooth-Rotting Fluff,27
Midoriya Izuku Has a Quirk,26
Midoriya Izuku is a Ray of Sunshine,26
Kirishima Eijirou is a Ray of Sunshine,26
Canon Compliant,25
Panic Attacks,25
Hurt Bakugou Katsuki,25
Heavy Angst,25
Villain Midoriya Izuku,25
Boku no Hero Academia | My Hero Academia Manga Spoilers,25
Unrequited Love,24
Happy Ending,24
Alternate Universe,24
Character Death,24
Vaginal Sex,24
Bakugou Mitsuki's Bad Parenting,23
Uraraka Ochako is Bad at Feelings,23
Pro Hero Midoriya Izuku,23
Shameless Smut,23
Not Beta Read,23
Blow Jobs,23
Sexual Tension,23
Protective Midoriya Izuku,23
Cute Midoriya Izuku,22
Eventual Romance,22
Ashido Mina is a Good Friend,21
Jealous Bakugou Katsuki,20
Post-Canon,20
Alternate Universe - Pro Heroes (My Hero Academia),20
Male-Female Friendship,20
Platonic Relationships,19
Todoroki Enji | Endeavor's Bad Parenting,19
Plot What Plot/Porn Without Plot,19
Misunderstandings,19
Crack Treated Seriously,19
Fake/Pretend Relationship,19
Anxiety,18
no beta we die like men,18
Character Study,18
Supportive Class 1-A (My Hero Academia),18
Dekusquad (My Hero Academia),18
Hurt Midoriya Izuku,18
Alpha/Beta/Omega Dynamics,18
Class 1-A Friendship (My Hero Academia),18
Suicidal Thoughts,17
Enemies to Friends to Lovers,17
Supportive Bakusquad (My Hero Academia),17
Bullying,17
Idiots in Love,17
Jealousy,17
Alternate Universe - Fantasy,16
Anal Sex,16
Bottom Bakugou Katsuki,16
Swearing,16
Mental Health Issues,16
Good Parent Bakugou Mitsuki,16
Developing Relationship,16
Implied/Referenced Child Abuse,16
First Time,16
Vaginal Fingering,16
Bakugou Katsuki is a Little Shit,16
Secret Relationship,16
Porn With Plot,16
Crack,16
Comedy,16
Aizawa Shouta | Eraserhead is So Done,15
Midoriya Izuku is Bad at Feelings,15
Nightmares,15
Sparring,15
I Wrote This Instead of Sleeping,15
Vigilante Midoriya Izuku,15
Kissing,15
Alternate Universe - Modern Setting,15
Uraraka Ochako Needs a Hug,15
Supportive Uraraka Ochako,15
Grief/Mourning,15
Protective Class 1-A (My Hero Academia),15
Dadzawa,15
Bakugou Katsuki & Midoriya Izuku Friendship,15
Rough Sex,15
Parental Yagi Toshinori | All Might,14
Trans Bakugou Katsuki,14
Implied Sexual Content,14
Explicit Sexual Content,14
Todoroki Shouto is a Dork,14
Slice of Life,14
Midoriya Izuku Has One for All Quirk,14
Asui Tsuyu is a Good Friend,14
Kacchako Week,14
bakuraka,14
Jirou Kyouka is in the Bakusquad,14
Pining Uraraka Ochako,14
Protective Kirishima Eijirou,14
Romantic Comedy,14
Flirting,13
Developing Friendships,13
Bakugou Katsuki Redemption,13
Cute,13
Angst and Feels,13
Kinda,13
Dorks in Love,13
Platonic Cuddling,13
Good Parent Midoriya Inko,13
Blood and Injury,13
Minor Character Death,12
Self-Harm,12
Family Fluff,12
Pro Hero Kirishima Eijirou,12
Crushes,12
Feelings Realization,12
Iida Tenya is a Good Friend,12
Kaminari Denki is a Good Friend,12
Bakugou Katsuki is a Mess,12
Top Bakugou Katsuki,12
Sort Of,12
Kacchako Week 2020,12
Quirkless Discrimination (My Hero Academia),12
Time Travel,12
Implied/Referenced Suicide,12
Aizawa Shouta | Eraserhead is a Good Teacher,12
Major Character Injury,12
BAMF Bakugou Katsuki,12
Midoriya Izuku is a Little Shit,12
Pining Midoriya Izuku,12
