value,count
Love at First Sight,8
Protective Park Jimin (BTS),8
Park Jimin (BTS) is a Little Shit,8
Comedy,8
Past Child Abuse,8
Feelings,8
Protective Min Yoongi | Suga,8
Death,8
Park Jimin Needs a Hug (BTS),8
Late Night Conversations,8
Gay Male Character,8
Insecurity,8
Sweet Kim Seokjin | Jin,8
Sort Of,8
Hufflepuff Kim Taehyung | V,8
Sad Jeon Jungkook,8
Thriller,8
Sickfic,8
Anorexia,8
Kim Seokjin | Jin is a Good Hyung,8
Sad Min Yoongi | Suga,8
Slow Romance,8
Kinda,8
Alternate Universe - Modern with Magic,8
Dancer Park Jimin,8
Kid Park Jimin (BTS),8
Communication,8
Park Jimin is Whipped (BTS),8
Science Fiction,8
Spanking,8
Park Jimin-centric,8
Bottom Park Jimin,8
Past Relationship(s),7
namjin - Freeform,7
Marriage,7
Vmin Bingo 2020,7
Time Skips,7
jimin - Freeform,7
Boyfriends,7
Top Kim Namjoon | RM,7
POV First Person,7
Alternate Universe - Vampire,7
Vampire Min Yoongi | Suga,7
Childhood Trauma,7
Angst and Humor,7
Prince Park Jimin (BTS),7
Drinking,7
Car Accidents,7
Implied/Referenced Drug Use,7
Psychological Horror,7
Alternate Universe - Supernatural Elements,7
Explicit Language,7
Alternate Universe - Gangsters,7
Injury Recovery,7
Switch Park Jimin (BTS),7
Mystery,7
Park Jimin (BTS) is Bad At Feelings,7
Internalized Homophobia,7
Male Friendship,7
Park Jimin (BTS) is Whipped,7
Alternate Universe - Angels & Demons,7
Depressed Kim Taehyung | V,7
Mild Language,7
Alternate Universe - Gender Changes,7
no beta we die like men,7
Jung Hoseok | J-Hope & Min Yoongi | Suga are Best Friends,7
I'm Sorry,7
Rape,7
Slytherin Park Jimin (BTS),7
Slytherin Min Yoongi | Suga,7
Family Fluff,7
Jeon Jungkook/Park Jimin Fluff,7
Friends With Benefits Kim Taehyung | V/Park Jimin,7
Getting Together,7
Dark,7
Alternate Universe - Hogwarts,7
Hurt,7
Non-Consensual Touching,7
Beta Jung Hoseok | J-Hope,7
Betrayal,7
Cheating,7
Loss of Virginity,7
Sub Jeon Jungkook,7
Park Jimin Needs a Hug,7
Abuse,7
Aliens,7
Vaginal Fingering,7
Nipple Play,7
Mentioned Bangtan Boys | BTS Member(s),7
Alternate Universe - Not K-Pop Idols,7
Werewolves,7
Dialogue Heavy,7
Min Yoongi | Suga is So Done,7
kind of,7
Family Feels,7
Praise Kink,7
Sharing a Bed,7
Crying Kim Taehyung | V,7
Rough Oral Sex,7
Come Swallowing,7
Comfort,7
Park Jimin Has a Vagina (BTS),7
Creampie,7
Parent/Child Incest,7
Meet-Cute,7
Alternative Universe - Kingdom,6
Songfic,6
Yaoi,6
Self-Acceptance,6
taehyung - Freeform,6
Post-Break Up,6
Guilt,6
Non-Consensual Drug Use,6
Actor Kim Taehyung | V,6
Consensual Underage Sex,6
Artist Kim Taehyung | V,6
Feels,6
Gun Violence,6
Vampire Kim Seokjin | Jin,6
Human Park Jimin (BTS),6
Heartbreak,6
Idol Jeon Jungkook,6
Author Is Sleep Deprived,6
Switch Kim Taehyung | V,6
Self-Discovery,6
mafia,6
Mentioned Kim Seokjin | Jin,6
Jealous Park Jimin (BTS),6
Alternate Universe - Historical,6
Hugs,6
Park Jimin (BTS) is a Good Friend,6
Protective Kim Seokjin | Jin,6
Child Neglect,6
Temporary Character Death,6
Eating Disorder Not Otherwise Specified,6
Hufflepuff Jung Hoseok | J-Hope,6
Alternate Universe - Harry Potter Setting,6
First Love,6
Hybrids,6
Polyamorous Character,6
Non-Sexual Age Play,6
Jeon Jungkook/Park Jimin Smut,6
Loneliness,6
Jeon Jungkook Needs a Hug,6
Arguing,6
War,6
Angst and Tragedy,6
Porn With Plot,6
Complete,6
Unresolved Sexual Tension,6
Denial of Feelings,6
Soft Jeon Jungkook,6
Park Jimin is Bad at Feelings (BTS),6
Halloween,6
Alternate Universe - The Most Beautiful Moment In Life | HYYH,6
Min Yoongi | Suga-centric,6
Depressed Min Yoongi | Suga,6
Eventual Romance,6
Age Difference,6
No Angst,6
Making Out,6
Major character death - Freeform,6
Model Kim Taehyung | V,6
Bisexual Male Character,6
I'm Bad At Tagging,6
Hate to Love,6
Major Character Injury,6
I Can't Believe I Wrote This,6
Kim Taehyung | V is a Good Friend,6
Protective Jeon Jungkook,6
Witch Kim Taehyung | V,6
Why Did I Write This?,6
Canon Related,6
Spelling Jeon Jungkook as Jeon Jeongguk,6
Kim Taehyung | V is Trying his Best,6
Shy Park Jimin,6
Min Yoongi | Suga is Good at Feelings,6
Drugs,6
Crying Jeon Jungkook,6
Min Yoongi | Suga & Park Jimin Are Best Friends,6
Park Jimin is a Tease (BTS),6
Omega Min Yoongi | Suga,6
Protective Kim Namjoon | RM,6
Cunnilingus,6
Dry Humping,6
Fainting,6
Degradation,6
Extremely Underage,6
Underage Kissing,6
Father/Son Incest,6
Witches,5
Roommates,5
Jeon Jungkook is a Sweetheart,5
jungkook - Freeform,5
Semi-Public Sex,5
Threesome,5
Drunken Kissing,5
Childhood Memories,5
Organized Crime,5
Near Death Experiences,5
Established Min Yoongi | Suga/Park Jimin,5
Kim Seokjin | Jin is So Done,5
Unreliable Narrator,5
Kim Seokjin | Jin-centric,5
Developing Friendships,5
Dancing,5
Alternate Universe - Office,5
First Time Blow Jobs,5
Alcohol Abuse/Alcoholism,5
Mild Gore,5
Sweet Kim Namjoon | RM,5
Sick Character,5
Idol Min Yoongi | Suga,5
Drunken Confessions,5
Porn with Feelings,5
Jeon Jungkook & Kim Taehyung | V & Park Jimin are Best Friends,5
Sad Jung Hoseok | J-Hope,5
Murder Mystery,5
Fanfiction,5
Family,5
Marriage Proposal,5
Tags Are Hard,5
Amnesia,5
Minor Kim Taehyung | V/Park Jimin,5
I Tried,5
Sleepy Cuddles,5
Park Jimin (BTS) Needs a Hug,5
Jeon Jungkook & Min Yoongi | Suga are Siblings,5
Mental Anguish,5
Sad with a Happy Ending,5
Mild Sexual Content,5
Alternate Universe - Dystopia,5
Drama & Romance,5
soft,5
Mentioned Kim Namjoon | RM,5
Open to Interpretation,5
The Author Regrets Everything,5
Pregnancy,5
Age Play,5
Sadism,5
Gryffindor Jeon Jungkook,5
One Shot Collection,5
Psychological Trauma,5
Min Yoongi | Suga Needs a Hug,5
Stalking,5
Hopeful Ending,5
Politics,5
Depressed Park Jimin (BTS),5
Kinky,5
Not Actually Unrequited Love,5
Extremely Dubious Consent,5
Beta Kim Taehyung | V,5
Alternate Universe - Coffee Shops & Cafés,5
Public Sex,5
Crack Treated Seriously,5
Human/Vampire Relationship,5
Banter,5
Secrets,5
Regret,5
Alternate Universe - Arranged Marriage,5
Photography,5
Adoption,5
Trans Male Character,5
Sexual Humor,5
Dom Min Yoongi | Suga,5
Non-Consensual Kissing,5
Fluff and Crack,5
Bad Parenting,5
Feelings Realization,5
yoonmin,5
Alternate Universe - Urban Fantasy,5
Recreational Drug Use,5
vkook,5
Aftercare,5
Drug Use,5
Poverty,5
Ravenclaw Kim Namjoon | RM,5
Mild Blood,5
Past Character Death,5
Fake/Pretend Relationship,5
Angry Park Jimin (BTS),5
Everyone Needs A Hug,5
Injury,5
The Most Beautiful Moment In Life | HYYH,5
Possessive Behavior,5
Dead Dove: Do Not Eat,5
Scenting,5
Bad Boy Jeon Jungkook,5
Park Jimin is a Mess (BTS),5
Alternate Universe - Slavery,5
Alien Invasion,5
Jeon Jungkook/Min Yoongi | Suga-centric,5
Watersports,5
Flirting,5
Park Jimin is a Brat (BTS),5
Trans Character,5
Penis In Vagina Sex,5
Sick Kim Taehyung | V,5
Temporarily Unrequited Love,5
Begging,5
Pet Names,5
Alpha Kim Seokjin | Jin,5
Cute Park Jimin,5
Sex Toys,5
Come Eating,5
Pregnancy Kink,5
Minv,4
Asexual Park Jimin (BTS),4
College,4
Growing Up Together,4
Therapy,4
I Don't Even Know,4
Lack of Communication,4
Nightmares,4
University Student Jung Hoseok | J-Hope,4
Chef Kim Seokjin | Jin,4
This Is STUPID,4
Vampire Jeon Jungkook,4
Daddy Issues,4
Kim Namjoon | RM is Whipped,4
Mentioned Other K-pop Artist(s),4
Alternate Universe - Roommates/Housemates,4
Implied/Referenced Incest,4
Enemies to Friends,4
Scared Kim Taehyung | V,4
Scared Park Jimin (BTS),4
Possessive Kim Taehyung | V,4
Idol Kim Taehyung | V,4
Idol Kim Seokjin | Jin,4
Idol Jung Hoseok | J-Hope,4
Weird Plot Shit,4
Oblivious Kim Taehyung | V,4
Demon/Human Relationships,4
Bisexuality,4
LGBTQ Themes,4
Male Homosexuality,4
Dance Instructor Jung Hoseok | J-Hope,4
Army,4
Alternate Universe - Idols,4
Getting to Know Each Other,4
Photography Major Kim Taehyung | V,4
Platonic Romance,4
Cross-Posted on Wattpad,4
Model Kim Seokjin | Jin,4
Jeon Jungkook is a Brat,4
Kim Namjoon | RM is a Dork,4
Min Yoongi | Suga Is a Little Shit,4
Music,4
Kim Taehyung | V is a Ray of Sunshine,4
Emotional Hurt,4
Revenge,4
Verbal Humiliation,4
POV Alternating,4
No Romance,4
Alternate Universe - Hunger Games Setting,4
Alternate Universe - Magical Realism,4
Cute Jung Hoseok | J-Hope,4
Human Jung Hoseok | J-Hope,4
Human Kim Taehyung | V,4
Double Penetration,4
Kim Seokjin | Jin is a Sweetheart,4
Dark Fantasy,4
Dark Magic,4
Tragedy,4
CEO Kim Taehyung | V,4
Kim Taehyung | V is a Mess,4
Established Jeon Jungkook/Kim Taehyung | V,4
Miscommunication,4
Possessive Jeon Jungkook,4
One-Sided Kim Taehyung | V/Park Jimin,4
Sad Park Jimin,4
Ambiguous Relationships,4
Sweet Park Jimin (BTS),4
Asexuality Spectrum,4
Aromantic,4
Corruption,4
Vomiting,4
Major Illness,4
Sexual Abuse,4
Orgasm Delay/Denial,4
Cats,4
Love/Hate,4
Plot Twists,4
Emotional Baggage,4
Time Loop,4
Party,4
Asexuality,4
Teacher-Student Relationship,4
Jeon Jungkook & Park Jimin are Siblings,4
Cute Min Yoongi | Suga,4
Song Lyrics,4
Alternate Universe - Werewolf,4
Nipple Licking,4
Neck Kissing,4
Rough Kissing,4
Mild Angst,4
Chatting & Messaging,4
Implied Relationships,4
Angel Kim Taehyung | V,4
Caring Kim Taehyung | V,4
Fluff without Plot,4
Mentioned Min Yoongi | Suga,4
Long-Distance Relationship,4
Protective Jung Hoseok | J-Hope,4
Original Character(s),4
Vampire Kim Taehyung | V,4
Triggers,4
Dom Jung Hoseok | J-Hope,4
Dom Kim Seokjin | Jin,4
Dom Jeon Jungkook,4
One Night Stands,4
Face-Fucking,4
Sick Park Jimin (BTS),4
Abusive Relationships,4
Tags May Change,4
Bangtan Boys | BTS are Best Friends,4
vmin angst,4
vmin fluff,4
Mildly Dubious Consent,4
Christmas,4
Christmas Fluff,4
Hogwarts,4
Alpha Park Jimin (BTS),4
Shy Park Jimin (BTS),4
Dubious Morality,4
Prequel,4
Vampire Bites,4
Switching,4
Reunions,4
Concerts,4
Gentle Kissing,4
Platonic Male/Male Relationships,4
Dancer Jeon Jungkook,4
Unresolved Romantic Tension,4
Insecure Park Jimin (BTS),4
Secret Crush,4
Kim Taehyung | V/Park Jimin Fluff,4
School,4
Whump,4
Angry Kim Taehyung | V,4
Sweet,4
Intercrural Sex,4
Minor Jeon Jungkook/Kim Taehyung | V,4
Awkward Romance,4
Minor Min Yoongi | Suga/Park Jimin,4
Crying Park Jimin (BTS),4
Soulmate-Identifying Marks,4
Soft Kim Seokjin | Jin,4
Slaves,4
Alien Culture,4
humankind is treated like animals by an invading alien race,4
that eats and enslaves them,4
Alien Technology,4
Self Confidence Issues,4
Sope,4
Barebacking,4
Mutual Masturbation,4
Baby Jeon Jungkook,4
Gryffindor Kim Seokjin | Jin,4
Awkwardness,4
Clubbing,4
Confessions,4
Virgin Park Jimin (BTS),4
Trans Park Jimin (BTS),4
Vaginal,4
Overstimulation,4
platonic vmin,4
Insecure Park Jimin,4
Park Jimin Is a Little Shit,4
Hyung Kink,4
Face-Sitting,4
Producer Kim Namjoon | Rap Monster,4
Omorashi,4
Kim Seokjin | Jin Being a Mom,4
Omega Jeon Jungkook,4
Park Jimin Is Bad at Feelings,4
Frottage,4
Blowjobs,4
Broken Bones,4
Biting,4
Underage - Freeform,4
Incest Kink,4
Knotting,4
Angels,3
Afterlife,3
Inspired by Music,3
BoyxBoy,3
Lemon,3
King Kim Namjoon | RM,3
Spies & Secret Agents,3
Trust Issues,3
University Student Min Yoongi | Suga,3
University Student Kim Namjoon | RM,3
Minor Original Character(s),3
Fashion Designer Park Jimin (BTS),3
Fairy Park Jimin (BTS),3
Anal,3
Drunken Flirting,3
Blood and Torture,3
Action & Romance,3
Family Issues,3
Demons,3
Bipolar Disorder,3
Borderline Personality Disorder,3
Teen Angst,3
Kim Seokjin | Jin is Trying His Best,3
Jeon Jungkook & Kim Seokjin | Jin are Siblings,3
Other Ships Not Mentioned in Tags,3
Bromance,3
Crushes,3
Intrusive Thoughts,3
Childhood,3
Rich Park Jimin (BTS),3
Tattoo Artist Jeon Jungkook,3
Top Jeon Jungkook/Bottom Kim Taehyung | V,3
Complicated Relationships,3
Self-Reflection,3
Survival,3
Being Lost,3
Werewolf Jeon Jungkook,3
Body Horror,3
Poisoning,3
Obsession,3
Gang Violence,3
Alternate Universe - Reincarnation,3
Tragic Romance,3
Bittersweet Ending,3
End of the World,3
I Love You,3
Idol Kim Namjoon | RM,3
Nerd Park Jimin (BTS),3
Rape Recovery,3
Non-Graphic Rape/Non-Con,3
bangtan boys - Freeform,3
Aged-Up Character(s),3
Eventual Relationships,3
Oneshot,3
Travel,3
Short Story,3
Gangsters,3
Jeon Jungkook is a Mess,3
What Have I Done,3
Alternate Universe - Normal Life,3
Memories,3
Babysitting,3
Reincarnation,3
Fallen Angel Kim Taehyung | V,3
Hanahaki Disease,3
bts fanfiction,3
Jeon Jungkook & Kim Yugyeom are Best Friends,3
Drabble Collection,3
Married Kim Taehyung | V/Park Jimin,3
Fights,3
Loss of Parent(s),3
Romantic Friendship,3
sorta - Freeform,3
Families of Choice,3
Prince Jeon Jungkook,3
Guns,3
Discrimination,3
Weapons,3
Intimacy,3
? - Freeform,3
Nature Magic,3
Witchcraft,3
Married Couple,3
Children,3
Kim Seokjin | Jin & Min Yoongi | Suga are Best Friends,3
Human Jeon Jungkook,3
Sugar Daddy,3
Age Regression/De-Aging,3
Masochism,3
Jeon Jungkook & Kim Namjoon | RM are Best Friends,3
Nymphs & Dryads,3
Double Anal Penetration,3
Kim Taehyung | V & Park Jimin are Roommates,3
Kim Taehyung | V & Park Jimin are Childhood Friends,3
Alternate Universe - America,3
Minor Jeon Jungkook/Park Jimin,3
Like,3
Cannibalism,3
Post-Zombie Apocalypse,3
Disturbing Themes,3
Protective Hyungs,3
References to Drugs,3
Student Park Jimin (BTS),3
Slytherin Park Jimin,3
Alternate Universe - Criminals,3
Men Crying,3
Attempted Murder,3
University Student Kim Seokjin | Jin,3
Kim Seokjin | Jin Needs a Hug,3
Brothers,3
Rich Min Yoongi | Suga,3
Moral Ambiguity,3
Additional Warnings In Author's Note,3
Rich Kim Taehyung | V,3
Detective Kim Seokjin | Jin,3
Jimin cries,3
Forced Relationship,3
Hurt Kim Namjoon | RM,3
Child Abandonment,3
Dom Park Jimin,3
Non-Linear Narrative,3
Alternate Universe - Dark,3
Kim Taehyung | V Has a Vagina,3
Multiverse,3
Character Development,3
Past Abuse,3
Temporary Amnesia,3
Bickering,3
Switch Jeon Jungkook,3
Teenagers,3
vmin are best friends,3
Asexual Kim Taehyung | V,3
My First Fanfic,3
Min Yoongi | Suga/Park Jimin Angst,3
Angel Jeon Jungkook,3
Monster Kim Taehyung | V,3
Vore,3
safe vore,3
Soft Vore,3
Non-sexual vore,3
Cancer,3
Military,3
Kim Taehyung | V Smut,3
Park Jimin Smut (BTS),3
Moaning,3
Model Park Jimin,3
Chance Meetings,3
Drunkenness,3
Implied Mpreg,3
Pianist Min Yoongi | Suga,3
Crime Scenes,3
Sexual Harassment,3
Alternate Universe - Medieval,3
Homosexuality,3
Supernatural - Freeform,3
Modeling,3
Park Jimin (BTS) is a Good Hyung,3
Paranormal,3
Alternate Universe - Pirate,3
Single Parent Kim Taehyung | V,3
Single Parents,3
Hunger Games,3
Serial Killers,3
CEO Kim Namjoon | RM,3
Dom Kim Namjoon | RM,3
Side Yoonseok,3
Adult Content,3
Wizards,3
Drug Abuse,3
It Gets Worse Before It Gets Better,3
Underground Rapper Min Yoongi | Suga,3
Jeon Jungkook is Trying His Best,3
Maybe - Freeform,3
Hate Sex,3
Lies,3
Art Student Jeon Jungkook,3
Bottom Jung Hoseok | J-Hope,3
Mind Manipulation,3
Secret Identity,3
Internalized Acephobia,3
Alternate Universe - Creatures & Monsters,3
Love Potion/Spell,3
True Love,3
Español | Spanish,3
Female Park Jimin (BTS),3
Everyone Is Gay,3
Wheelchairs,3
Ableism,3
Bangtan Boys | BTS Concert(s),3
Everyone Loves Kim Taehyung | V,3
blowjob,3
Living Together,3
Jikook Week,3
Action,3
Dark Past,3
vmin are soulmates,3
Awkward Conversations,3
Jeon Jungkook is Good at Feelings,3
Flirty Park Jimin (BTS),3
Anorexic Park Jimin (BTS),3
Pre-Slash,3
Mentioned Jeon Jungkook,3
Body Image,3
sorry - Freeform,3
OT7 Friendship,3
you choose,3
No Plot/Plotless,3
Sweet Min Yoongi | Suga,3
Genderbending,3
Gender or Sex Swap,3
Lesbian Sex,3
Yoongi Is Bad at Feelings,3
Kim Taehyung | V & Min Yoongi | Suga are Best Friends,3
Abusive Father,3
Sleepy Kisses,3
Kim Taehyung | V/Park Jimin-centric,3
Worried Bangtan Boys | BTS,3
Aromantic Character,3
Park Jimin is a Ray of Sunshine (BTS),3
Romantic Comedy,3
Scared Jeon Jungkook,3
Verbal Abuse,3
Vampire Park Jimin (BTS),3
Mild Smut,3
Hurt Min Yoongi | Suga,3
Implied/Referenced Underage Sex,3
Alien Biology,3
Infidelity,3
Internal Conflict,3
Park Jimin is a Little Shit (BTS),3
Kisses,3
Tattoos,3
thigh riding,3
Yoonseok - Freeform,3
First Time Bottoming,3
Brotherly Love,3
Jung Hoseok | J-Hope is a Sweetheart,3
Stripper Park Jimin (BTS),3
Established Jung Hoseok | J-Hope/Min Yoongi | Suga,3
one-sided namkook,3
Urination,3
Size Kink,3
kind of?,3
Caring Bangtan Boys | BTS,3
Trans Male Park Jimin (BTS),3
Park Jimin (BTS) is a Tease,3
Werewolf Kim Namjoon | RM,3
Comfort/Angst,3
Jeon Jungkook & Min Yoongi | Suga are Best Friends,3
namjin are married,3
Jeon Jungkook/Park Jimin-centric,3
Tension,3
Hurt Kim Seokjin | Jin,3
Somnophilia,3
Holding Hands,3
Park Jimin Is a Tease,3
Jung Hoseok | J-Hope is a Ray of Sunshine,3
Boypussy Kim Taehyung | V,3
Public Blow Jobs,3
Kim Namjoon | RM is a Good Hyung,3
Bad Boy Kim Taehyung | V,3
Hospitalization,3
Sugakookie,3
Platonic Life Partners,3
Hurt Park Jimin,3
Beta Kim Seokjin | Jin,3
Worried Jeon Jungkook,3
Nesting,3
Parent Min Yoongi | Suga,3
Forehead Kisses,3
PWP,3
Bondage,3
Hurt Jung Hoseok | J-Hope,3
Long Live Feedback Comment Project,3
Tears,3
Non-Binary Park Jimin,3
Snow,3
Anal Play,3
Self-Lubrication,3
Brother/Brother Incest,3
Top Park Jimin,3
Car Sex,3
Sibling Incest,3
Virtual Reality,2
Fae & Fairies,2
Aromantic Kim Taehyung | V,2
Moon,2
of course,2
Inspired by Spring Day (Music Video),2
Timeline What Timeline,2
Alternate Universe - Spies & Secret Agents,2
Please Don't Hate Me,2
Random & Short,2
v - Freeform,2
Alternate Universe - After College/University,2
Broken Promises,2
Alternate Universe - Bangtan Boys | BTS Outcast,2
Inspired by Boku no Hero Academia | My Hero Academia,2
Gangster Park Jimin (BTS),2
Prison,2
Fashion Designer Kim Taehyung | V,2
Inspired by Spring Day (BTS),2
Unhappy Ending,2
Vampire Hunters,2
Soul Bond,2
Werewolf Mates,2
Criminal Masterminds,2
Demon Jeon Jungkook,2
