value,count
Fluff,314
Alpha/Beta/Omega Dynamics,160
Omega Katsuki Yuuri,115
Angst,113
Alpha Victor Nikiforov,111
Humor,97
Slow Burn,97
Alternate Universe - Canon Divergence,87
Established Relationship,86
Romance,85
Mutual Pining,81
Anxiety,78
Social Media,78
Anal Sex,76
Alternate Universe,72
Domestic Fluff,68
Hurt/Comfort,60
Canon Compliant,59
Smut,59
Angst with a Happy Ending,58
Post-Canon,57
Mpreg,57
Mating Cycles/In Heat,52
Falling In Love,51
Fluff and Angst,50
Happy Ending,50
Alternate Universe - Soulmates,50
Fluff and Smut,49
Blow Jobs,47
Omega Verse,47
Explicit Sexual Content,47
Pining,45
Dirty Talk,43
Alpha/Omega,42
Rimming,40
Anal Fingering,39
Friends to Lovers,37
Other Additional Tags to Be Added,36
POV Outsider,35
Don't copy to another site,34
Tooth-Rotting Fluff,34
Light Angst,33
Misunderstandings,33
Miscommunication,33
First Time,33
Friendship,32
Character's Name Spelled as Viktor,32
Slow Build,32
Time Travel,31
Scenting,31
Praise Kink,30
VictUuri,30
Soulmates,29
Fluff and Humor,29
Knotting,29
Masturbation,28
Getting Together,28
Domestic,28
Emotional Hurt/Comfort,26
Nesting,26
Sexual Content,25
Drama,24
Frottage,24
Possessive Behavior,23
Hand Jobs,23
Anxious Katsuki Yuuri,23
Identity Reveal,23
Top Victor Nikiforov,22
Kissing,22
Confident Katsuki Yuuri,22
Rough Sex,21
Pining Victor Nikiforov,21
Jealousy,21
Plot What Plot/Porn Without Plot,21
Vicchan Lives,20
Bottom Katsuki Yuuri,20
Eventual Smut,20
Exhibitionism,19
Sex Toys,19
Oblivious Katsuki Yuuri,19
AU,19
Size Kink,19
Depression,19
Future Fic,19
Alternate Universe - College/University,19
Alternate Universe - Fantasy,18
Comedy,18
Riding,18
Soulmate-Identifying Marks,18
Protective Yuri Plisetsky,18
Spanking,17
Rape/Non-con Elements,17
Barebacking,17
Russian Mafia,17
Oral Sex,17
Established Katsuki Yuuri/Victor Nikiforov,16
First Kiss,16
Porn with Feelings,16
Minor Character Death,16
Alpha Victor,16
Omega Yuri Plisetsky,16
Alternate Universe - Royalty,16
Alternate Universe - Time Travel,16
Bonding,16
Switching,16
Crack,16
Multiple Orgasms,15
Bottom Victor Nikiforov,15
Panic Attacks,15
Texting,15
Anxiety Attacks,15
Protective Victor Nikiforov,15
Violence,15
Podium Family,15
Katsuki Yuuri and Victor Nikiforov are Yuri Plisetsky's Parents,15
Romantic Soulmates,15
viktuuri,15
Oblivious Heartbreaker Katsuki Yuuri,15
POV Victor Nikiforov,14
Daddy Kink,14
Victuri,14
Lingerie,14
Semi-Public Sex,14
Nipple Play,13
Explicit Language,13
Mental Health Issues,13
Implied Sexual Content,13
Alpha Yuri Plisetsky,13
Eventual Romance,13
Shower Sex,13
Canon Divergence,13
Retirement,13
Face-Fucking,12
Dark Victor Nikiforov,12
Pre-Canon,12
Cuddling & Snuggling,12
Supportive Victor Nikiforov,12
Possessive Victor Nikiforov,12
Omegaverse,12
Unreliable Narrator,12
Protective Katsuki Yuuri,12
5+1 Things,12
Ice Skating,12
Unresolved Sexual Tension,12
Slice of Life,12
Retirement AU,12
First Meetings,11
Dancing,11
Jealous Victor Nikiforov,11
Scent Marking,11
Making Out,11
Aged-Up Yuri Plisetsky,11
Eros Katsuki Yuuri,11
Heavy Angst,11
Suicidal Thoughts,11
Love Confessions,11
Alternate Universe - Modern Setting,11
Aftercare,11
Power Bottom Katsuki Yuuri,11
Mafia Victor Nikiforov,11
Humour,11
Insecurity,11
Crying,10
Teasing,10
Omega Victor Nikiforov,10
Long-Distance Relationship,10
mama yuuri,10
POV Alternating,10
Kid Fic,10
Mafia AU,10
Dom/sub,10
