value,count
Alternate Universe - Modern Setting,293
Fluff,191
Smut,176
Angst,170
Slow Burn,140
Alpha/Beta/Omega Dynamics,112
Clexa,104
Eventual Smut,85
Fluff and Smut,83
G!p Lexa,77
Alternate Universe - College/University,75
Romance,71
Omega Clarke,71
Alternate Universe - Canon Divergence,69
Alternate Universe,66
Fluff and Angst,65
Alpha Lexa,65
Alternate Universe - High School,64
Alpha/Omega,62
Mating Cycles/In Heat,61
Oral Sex,61
Girl Penis Lexa,58
Angst with a Happy Ending,58
Hurt/Comfort,53
G!P,51
Knotting,50
Friends to Lovers,47
Happy Ending,43
Humor,42
Violence,41
Clexa Endgame,39
Mutual Pining,34
,34
Falling In Love,33
Minor Character Death,33
Rough Sex,32
Omega Verse,31
Girl Penis,31
Emotional Hurt/Comfort,29
Soulmates,29
Love,28
Endgame Clarke Griffin/Lexa,28
Modern AU,28
Fake/Pretend Relationship,27
Alternate Universe - Soulmates,27
AU,26
Canon-Typical Violence,25
Fine Stud Lexa,25
Artist Clarke,25
Light Angst,25
Sexual Tension,24
Enemies to Lovers,23
Drama,23
Slow Burn Clarke Griffin/Lexa,23
Jealous Lexa,23
Omegaverse,22
Blow Jobs,22
Protective Lexa,22
Explicit Sexual Content,21
Strap-Ons,21
Arranged Marriage,20
Alpha Lexa (The 100),20
Loss of Virginity,20
Sexual Content,19
Pregnancy,19
Jealous Clarke,19
Other Additional Tags to Be Added,19
Post-Traumatic Stress Disorder - PTSD,18
Breeding,18
Shameless Smut,18
Unplanned Pregnancy,18
Domestic Fluff,18
Masturbation,17
Protective Clarke,17
Lesbian Sex,17
Anal Sex,17
Dirty Talk,17
Friends With Benefits,17
Best Friends,17
Fluff and Humor,16
Porn with Feelings,16
Eventual Romance,16
Fingering,15
Sex,15
Established Relationship,15
Character Death,15
Jealousy,15
Pining,15
Enemies to Friends to Lovers,15
Friendship,15
PWP,15
Omega Lexa,15
Futanari,15
Plot What Plot/Porn Without Plot,15
Torture,14
Daddy Kink,14
Mating Bites,14
Drama & Romance,14
Modern Setting Clarke Griffin/Lexa,14
Porn With Plot,13
Badass Clarke,13
Minor Violence,13
First Time,13
Alpha Anya (The 100),13
College AU,13
Mating,13
Angst and Hurt/Comfort,13
Fix-It,13
Vaginal Sex,13
Artist Clarke Griffin,13
Angst and Fluff and Smut,12
Vaginal Fingering,12
Mating Bond,12
Secret Relationship,12
Alpha Anya,12
Dubious Consent,12
Flashbacks,12
clexa au,12
Alpha!Lexa,11
Omega!Clarke,11
