value,count
Fluff,288
Hurt/Comfort,195
Angst,189
Alternate Universe - Modern Setting,186
Post-Canon,171
Smut,132
Slow Burn,118
Angst with a Happy Ending,108
Mutual Pining,97
Fluff and Angst,93
Canon Compliant,87
catradora,78
Alternate Universe - Canon Divergence,74
Implied/Referenced Child Abuse,69
Alternate Universe - College/University,68
Catra (She-Ra) Needs a Hug,62
Emotional Hurt/Comfort,60
Fluff and Smut,60
Alternate Universe - High School,54
Lesbian Disaster Adora (She-Ra),53
Friends to Lovers,52
Adora (She-Ra) Needs a Hug,50
Enemies to Lovers,50
Useless Lesbians,48
Shadow Weaver | Light Spinner (She-Ra)'s A+ Parenting,48
Pining,47
Vaginal Fingering,46
Established Relationship,45
Oral Sex,42
Catra (She-Ra) Redemption,42
Canon Lesbian Relationship,40
POV Catra (She-Ra),40
Happy Ending,40
Humor,40
Lesbian Catra (She-Ra),39
Alternate Universe,38
Human Catra (She-Ra),37
Post-Traumatic Stress Disorder - PTSD,36
Fluff and Humor,36
Childhood Friends,35
Eventual Smut,35
Cunnilingus,35
First Time,34
Lesbian Adora (She-Ra),34
Enemies to Friends to Lovers,34
Porn with Feelings,32
Domestic Fluff,32
Kissing,32
Praise Kink,31
POV Adora (She-Ra),31
Angst and Hurt/Comfort,31
Light Angst,30
Sexual Tension,30
Modern AU but still Canon Species,29
One Shot,28
Explicit Sexual Content,27
Lesbian Disaster Catra (She-Ra),26
Strap-Ons,25
Idiots in Love,25
Character Study,25
Romance,25
Tooth-Rotting Fluff,25
Future Fic,24
Biting,23
Mating Cycles/In Heat,23
Getting Together,23
Alternate Universe - Soulmates,23
Panic Attacks,23
Fingering,23
Post-Season/Series 05,22
Plot What Plot/Porn Without Plot,22
Alpha/Beta/Omega Dynamics,22
Oblivious Adora (She-Ra),21
First Kiss,21
Implied Sexual Content,21
Pregnancy,20
Cuddling & Snuggling,20
Top Adora (She-Ra),20
Lesbian Sex,19
Pre-Canon,18
Marriage Proposal,17
Healing,17
Nightmares,17
5+1 Things,16
Friendship,16
Princess Catra (She-Ra),16
Jock Adora (She-Ra),16
Swearing,16
Love Confessions,16
Bottom Catra (She-Ra),16
Flirting,16
Explicit Consent,15
Post-Season/Series 05 Finale,15
Light Dom/sub,15
Alternate Universe - Roommates/Housemates,15
Flashbacks,15
Masturbation,15
Violence,15
Alternate Universe - Coffee Shops & Cafés,15
Modern AU,15
Exes,15
Porn With Plot,14
Childhood Trauma,14
Child Abuse,14
Friends With Benefits,14
Friends to Enemies,14
POV Alternating,14
Bondage,14
Dom/sub,14
Shadow Weaver | Light Spinner's A+ Parenting,14
Other Additional Tags to Be Added,13
Fake/Pretend Relationship,13
Teasing,13
Alcohol,13
Time Travel,13
Roommates,13
Redemption,13
Love,13
Fingerfucking,13
Blood and Injury,13
Rough Sex,12
Romantic Fluff,12
Catra is Bad at Feelings (She-Ra),12
Friends to Enemies to Lovers,12
Angst and Feels,12
Minor Character Death,12
Homophobia,12
Falling In Love,12
Sexual Content,12
Knotting,12
Miscommunication,11
Not Beta Read,11
Shameless Smut,11
Post-War,11
Sharing a Bed,11
Unplanned Pregnancy,11
Horde Adora (She-Ra),11
Top Catra (She-Ra),11
Best Friend Squad (She-Ra),11
post s5,11
Soulmate-Identifying Marks,11
Jealousy,11
Slice of Life,11
Season 5 Spoilers,11
Catra (She-Ra)-centric,11
Scratching,11
Size Kink,11
Oral,11
She-Ra and the Princesses of Power (2018) Season 5 Spoilers,10
Mild Hurt/Comfort,10
Blood,10
Alternate Universe - Modern with Magic,10
Slow Build,10
Drama,10
Emotional/Psychological Abuse,10
Alternate Universe - No Powers,10
Alternate Universe - Human,10
Eventual Romance,10
Light Bondage,10
Possessive Behavior,10
Tumblr Prompt,10
Post Season 5,10
Trans Adora (She-Ra),10
Drunk Adora (She-Ra),10
Emotional Manipulation,10
Sex,10
Alpha Adora (She-Ra),10
no beta we die like men,10
Alpha/Omega,10
idiots to lovers,10
Canon-Typical Violence,10
First Meetings,9
Aftercare,9
Adora Needs Therapy (She-Ra),9
Catra is in Love with Adora (She-Ra),9
Explicit Language,9
Post-Season/Series 01,9
Underage Drinking,9
Character Death,9
Family,9
Past Abuse,9
Making Out,9
Trauma,9
Comedy,9
Soulmates,9
Anxiety,9
Abuse,9
Let Catra (She-Ra) Say Fuck,9
Lesbians in Space,9
Past Child Abuse,9
BDSM,9
Self-Harm,9
Trans Bow (She-Ra),9
Omega Catra (She-Ra),9
Wall Sex,9
Semi-Public Sex,9
Magicats (She-Ra),9
Found Family,9
Dorks in Love,8
Spoilers,8
Vaginal Sex,8
Adora is in Love with Catra (She-Ra),8
Alien Biology,8
Alternate Universe - Vampire,8
Implied/Referenced Self-Harm,8
War,8
I Wrote This Instead of Sleeping,8
Cute,8
Sub Adora (She-Ra),8
Cuddling,8
Alternate Universe - Medieval,8
Comfort,8
Body Worship,8
Some Humor,8
Magicat Catra (She-Ra),8
Spanking,8
Adora Has Issues (She-Ra),8
Suicidal Thoughts,8
Alternate Universe - Celebrity,8
Trans Catra (She-Ra),8
Getting Back Together,8
Anxious Adora (She-Ra),8
Consent,8
Face-Sitting,8
Angst and Fluff and Smut,8
Disk Drunk | Infected Adora (She-Ra),8
Internalized Homophobia,8
Oneshot,7
Attempt at Humor,7
Drinking,7
Protective Catra (She-Ra),7
S5 spoilers,7
Grief/Mourning,7
Recreational Drug Use,7
Princess Prom (She-Ra),7
Safewords,7
Orgasm Delay/Denial,7
Dom Catra (She-Ra),7
Catra Needs Therapy (She-Ra),7
Disaster Lesbians,7
Depression,7
Sickfic,7
Catra (She-Ra) Leaves the Horde,7
First Dates,7
Whump,7
Memory Alteration,7
Implied/Referenced Abuse,7
IN SPACE!,7
Rough Oral Sex,7
Amnesia,7
Canon Universe,7
Size Difference,7
Post-Season 5,7
Marking,7
Omegaverse,7
College AU,7
Impact Play,7
Girl Penis,7
Blow Jobs,7
PWP,7
soft,7
Communication,6
Hate Sex,6
service top Adora,6
Secret Relationship,6
Blood Drinking,6
Recovery,6
Crack,6
Post-Season/Series 04,6
Physical Abuse,6
Fluff and Hurt/Comfort,6
Light BDSM,6
Best Friends,6
Love at First Sight,6
Trans Female Character,6
Magic,6
Dubious Consent,6
Not Canon Compliant,6
Self-Hatred,6
Princess Adora (She-Ra),6
Past Adora/Catra (She-Ra),6
Consensual Sex,6
Catra Has Issues (She-Ra),6
Texting,6
AU,6
Worldbuilding,6
Canon Lesbian Character,6
Mating Bites,6
Blood and Violence,6
Omega Verse,6
Coffee Shops,6
Misunderstandings,6
Banter,6
Service Top Adora (She-Ra),6
Exhibitionism,6
Kinda,6
Gay Panic,6
Morning Sex,6
Sweet,6
Bottom Adora (She-Ra),6
Minor Bow/Glimmer (She-Ra),6
Polyamory,5
Rating May Change,5
Friendship/Love,5
Strangers to Lovers,5
Fanart,5
Missing Scene,5
Halloween,5
NSFW,5
Scorpia (She-Ra) is a Good Friend,5
Declarations Of Love,5
Cross-Posted on FanFiction.Net,5
Coming Out,5
First Love,5
Complete,5
Everyone Needs A Hug,5
Canon Continuation,5
Drabble,5
Dancing,5
Action/Adventure,5
Canon Divergence,5
Enthusiastic Consent,5
Character Development,5
Awkward Flirting,5
Alternate Universe - Modern: No Powers,5
Artist Catra (She-Ra),5
Alcohol Abuse/Alcoholism,5
Touch-Starved,5
and they were ROOMMATES,5
Deaf Character,5
Clothed Sex,5
Multiple Orgasms,5
Emotional Hurt,5
Catra Needs A Hug,5
Catra Goes to Therapy (She-Ra),5
Threesome - F/F/F,5
Heavy Angst,5
eventually,5
PTSD,5
Sleepovers,5
Chronic Pain,5
Eventual Happy Ending,5
Implied/Referenced Homophobia,5
High School,5
Angst and Humor,5
Power Dynamics,5
Non-Linear Narrative,5
Choking,5
Breeding Kink,5
Breeding,5
Christmas Fluff,5
intercourse,5
Alternate Universe - Supernatural Elements,5
Reconciliation,5
Tribadism,5
College,5
Gay,5
Adora Has a Penis (She-Ra),5
Lesbian Character,5
Cat/Human Hybrids,5
Masochism,5
Anal Sex,5
Self-Discovery,5
Blindfolds,5
Denial of Feelings,5
Arranged Marriage,5
Mental Health Issues,5
Minor Perfuma/Scorpia (She-Ra),5
Human Catra,4
Post Season 1,4
Transphobia,4
