value,count
Fluff,212
Angst,148
Hurt/Comfort,140
Romance,99
Alternate Universe - Modern Setting,90
Slow Burn,73
Smut,73
Fluff and Angst,70
Bumbleby - Freeform,69
Angst with a Happy Ending,64
Alternate Universe - Canon Divergence,55
Canon Compliant,49
Fluff and Smut,48
Humor,45
One Shot,44
Oral Sex,40
Alternate Universe,37
Light Angst,32
Alternate Universe - High School,31
Polyamory,31
,30
Alternate Universe - College/University,30
Friends to Lovers,30
Anal Sex,29
Strap-Ons,27
Happy Ending,27
Canon-Typical Violence,27
Emotional Hurt/Comfort,26
Shameless Smut,26
Bumblebee - Freeform,26
Other Additional Tags to Be Added,26
Lesbian Sex,25
Past Abuse,25
Rough Sex,25
Masturbation,25
Implied/Referenced Abuse,25
Mutual Pining,25
Fluff and Humor,25
Futanari,25
Post-Traumatic Stress Disorder - PTSD,24
Vaginal Fingering,22
Drama,22
First Kiss,21
Eventual Smut,21
White Rose - Freeform,21
Cunnilingus,21
Violence,21
Modern AU,20
Established Relationship,19
Spanking,19
Angst and Hurt/Comfort,19
Tooth-Rotting Fluff,19
Blow Jobs,19
Trauma,19
Porn With Plot,19
Action/Adventure,19
Alternate Universe - Soulmates,19
Friendship,19
Incest,19
Alpha/Beta/Omega Dynamics,18
Trans Female Character,18
Bondage,18
Sex,17
Post-Canon,16
Soulmates,16
First Time,16
Porn with Feelings,15
Vaginal Sex,15
Pining,15
AU,15
Explicit Sexual Content,15
Action,14
Soulmate AU,14
Whiterose,14
Oneshot,14
Grief/Mourning,13
Future Fic,13
Anti-Faunus Racism (RWBY),13
Sexual Content,13
BDSM,13
Biting,13
Panic Attacks,13
Kissing,12
Threesome - F/F/F,12
Knotting,12
Post-Volume 6 (RWBY),12
Family,12
Shower Sex,12
Eventual Romance,12
Flirting,12
Teasing,12
Healing,12
Omega Blake Belladonna,12
Mating Cycles/In Heat,12
Suicidal Thoughts,12
Trans Yang Xiao Long,12
Slice of Life,12
Lesbian Character,12
Sibling Incest,12
Plot What Plot/Porn Without Plot,11
Creampie,11
Minor Character Death,11
Abuse,11
Flashbacks,11
Domestic Fluff,11
Alpha Yang Xiao Long,11
Yang Xiao Long Needs a Hug,11
Light Bondage,11
Femdom,11
Useless Lesbians,11
Weiss Schnee Needs a Hug,11
Enemies to Lovers,11
Love Confessions,10
Double Penetration,10
Alcohol,10
Pregnancy,10
Implied Sexual Content,10
Comedy,10
Cross-Posted on FanFiction.Net,10
Sharing a Bed,10
Alternate Universe - Fantasy,10
Heavy Angst,10
Cute,10
Impregnation,10
Pre-Relationship,10
Yuri,10
Choking,10
Sleepy Cuddles,10
Swearing,9
Found Family,9
Cuddling & Snuggling,9
Soulmate-Identifying Marks,9
Dom/sub,9
Mind Control,9
Team as Family,9
Depression,9
Blood,9
Angst and Fluff and Smut,8
Dirty Talk,8
Childhood Friends,8
Sexual Tension,8
Light Dom/sub,8
Corruption,8
Enemies to Friends to Lovers,8
College AU,8
Suggestive Themes,8
Aged-Up Character(s),8
Tentacles,8
Multiple Orgasms,8
Coming Out,8
Trans Character,8
Semi-Public Sex,8
Developing Relationship,8
Anxiety,8
Rimming,8
Bumbleby Big Bang (RWBY),7
Vibrators,7
Public Sex,7
Threesome,7
Character Study,7
Missing Scene,7
Gags,7
Meeting the Parents,7
Volume 7 (RWBY),7
Adam Taurus Being an Asshole,7
Time Travel,7
Time Travel Fix-It,7
Romantic Fluff,7
Post-Volume 8 (RWBY),7
Post-Volume 3 (RWBY),7
Hand Jobs,7
Fluff and Hurt/Comfort,7
Voyeurism,7
Collars,7
Magic,7
Master/Pet,7
Self-Harm,7
Established Blake Belladonna/Yang Xiao Long,7
Stripping,7
Pegging,7
Team Bonding,7
Adventure,7
Sex Toys,7
Threesome - F/F/M,7
Eventual Happy Ending,7
Past Sexual Abuse,7
Yangst,7
Drama & Romance,7
Cheating,7
Character Death,7
Love,7
Ruby Rose (RWBY) Needs a Hug,7
Friends With Benefits,7
Deepthroating,7
Vampires,7
Rape/Non-con Elements,7
Bisexual Blake Belladonna,7
Asexual Character,6
Comfort,6
no beta we die like men,6
Gangbang,6
Everyone Is Gay,6
Mild Sexual Content,6
Confessions,6
Orgy,6
Underage Drinking,6
Grinding,6
Mental Health Issues,6
Orgasm Denial,6
Self-Discovery,6
Attempt at Humor,6
Jealousy,6
Praise Kink,6
Blood and Injury,6
Idiots in Love,6
Doggy Style,6
Dorks in Love,6
Fantasy,6
Self-Esteem Issues,6
Lactation,6
Orgasm Delay/Denial,6
Nightmares,6
Internalized Homophobia,6
Mind Break,6
Team RWBY - Freeform,6
Sexual Slavery,6
Gratuitous Smut,5
Reunions,5
Mentions of past abuse,5
Awkwardness,5
Group Sex,5
Breathplay,5
Loss of Virginity,5
Beacon Academy,5
Blake Belladonna Needs a Hug,5
Making Out,5
Drug Use,5
Teen and Up Rated Version Posted to FanFiction.net,5
Alcohol Abuse/Alcoholism,5
Drinking,5
Implied/Referenced Rape/Non-con,5
Mostly Fluff,5
Rough Oral Sex,5
69 (Sex Position),5
Face-Fucking,5
Hair-pulling,5
Background Bumbleby,5
Pollination,5
Torture,5
Future AU,5
Polyamory Negotiations,5
Falling In Love,5
Trans Ruby Rose (RWBY),5
Fake/Pretend Relationship,5
Spoilers: Volume 8 (RWBY),5
Useless Lesbian Weiss Schnee,5
Gender Dysphoria,5
Past Rape/Non-con,5
Not Canon Compliant,5
Hate Sex,5
No Smut,5
Werewolves,5
Blood and Gore,5
Exhibitionism,5
Nonbinary Character,5
Faunus Weiss Schnee,5
Aftercare,4
White Rose Week,4
Atlas - Freeform,4
Drabble Collection,4
Angry Sex,4
Truth or Dare,4
Alternate Universe - Rock Band,4
Sexting,4
Prostitution,4
Massage,4
Sexual Humor,4
Tumblr Prompt,4
Original Character(s),4
Emotional Sex,4
5+1 Things,4
First Dates,4
Alternate Universe - Medieval,4
Minor Pyrrha Nikos/Weiss Schnee,4
Mystery,4
Alternate Universe - Coffee Shops & Cafés,4
Implied/Referenced Self-Harm,4
Meet-Cute,4
Fantastic Racism,4
Foot Jobs,4
Body Worship,4
Genderbending,4
Spoilers: Volume 7 (RWBY),4
Bumbleby Week 2019,4
Hanahaki Disease,4
Mind Manipulation,4
Sadism,4
Face-Sitting,4
Implied/Referenced Alcohol Abuse/Alcoholism,4
Family Fluff,4
Alternate Universe - Everyone Lives/Nobody Dies,4
POV Alternating,4
Lemon,4
Mirror Sex,4
I Don't Even Know,4
Suffering Weiss Schnee,4
Blood and Violence,4
Fights,4
Casual Sex,4
Fingerfucking,4
Facials,4
Queer Themes,4
Street Racing,4
Requited Love,4
Dark,4
I'm Bad At Summaries,4
Alpha Weiss Schnee,4
Lesbian Yang Xiao Long,4
Getting Together,4
Yang Xiao Long Has a Penis,4
Background Bees,4
Weiss Schnee-centric,4
mentions of abuse,4
Other Ships Not Mentioned in Tags,4
Recovery,4
Major Character Injury,4
Bad Puns,4
Adam is a dick,4
Nipple Play,4
Mommy Kink,4
Cat Ears,4
Anal Fingering,4
Family Drama,4
Parent/Child Incest,4
Morning Sex,4
Were-Creatures,4
Background White Rose,4
Bisexual Character,4
Alternate Universe - Real World,4
Tentacle Sex,4
Alpha/Omega,4
Past Blake Belladonna/Adam Taurus,4
Humiliation,4
Horror,4
slowburn,4
Non-Explicit version posted to FanFiction.net,4
Explicit Language,4
Faunus Ruby Rose (RWBY),4
Trans Female Ruby Rose (RWBY),4
Foursome - F/F/F/F,4
Implied/Referenced Child Abuse,4
Homophobia,4
Mild Hurt/Comfort,4
Blindfolds,4
Bee's Schnees - Freeform,3
Warm and Fuzzy Feelings,3
wrw2020,3
Alternate Universe - Urban Fantasy,3
Kinks,3
Volume 4 (RWBY),3
Happy Sex,3
I'm Bad At Tagging,3
Threesome - F/M/M,3
Minor Violence,3
Fighting,3
Tickling,3
Rutting,3
Alternate Universe - Road Trip,3
Gentle Sex,3
Motorcycles,3
Identity Issues,3
BAMF Ruby Rose,3
Fix-It,3
POV Third Person,3
Feels,3
Bad Flirting,3
Racism,3
High School AU,3
Cutesy,3
RWBY spoilers,3
Pancakes,3
Breast Expansion,3
One Shot Collection,3
Worldbuilding,3
Reincarnation,3
Songfic,3
Beacon (RWBY) Didn't Fall,3
Cuddling,3
Late Night Conversations,3
and also,3
Minor Angst,3
fake dating au,3
Canon Rewrite,3
Fictional Religion & Theology,3
Implied/Referenced Drug Use,3
Rape,3
Foursome,3
Tribadism,3
all the way through,3
Breeding,3
Mild Smut,3
Crossover,3
Post-Volume 5 (RWBY),3
Established Bumbleby,3
Anal Play,3
Cowgirl Position,3
Rope Bondage,3
Handcuffs,3
Aphrodisiacs,3
Bruises,3
Boot Worship,3
Edging,3
Size Difference,3
Lesbian Disaster Yang Xiao Long,3
Morning After,3
Therapy,3
Attempted Murder,3
Loss of Limbs,3
Background WhiteRose,3
Kink Exploration,3
Sibling Bonding,3
Heavy Petting,3
Making Love,3
Masochism,3
Consensual Kink,3
Orgasm Control,3
Self-Acceptance,3
Non-Sexual Intimacy,3
Alternate Universe - Science Fiction,3
Hijinks & Shenanigans,3
Monochrome,3
Sort Of,3
Minor Injuries,3
Alternate Universe - Serial Killers,3
RWBY au,3
Heist,3
Nonbinary Ilia Amitola,3
Serial Killer!Yang,3
Knives,3
Drunk Sex,3
Scissoring,3
Bathroom Sex,3
Missionary Position,3
Implied/Referenced Sexual Assault,3
Scratching,3
Hospitals,3
Romantic Soulmates,3
Post-Volume 9 (RWBY),3
Self-Hatred,3
Mating Bites,3
POV Multiple,3
Soft Bees,3
House Party,3
Highschool AU,3
Thirsty Blake,3
Funny,3
High School,3
Blackmail,3
past trauma,3
Transformation,3
Mindbreak,3
Tentacle Rape,3
Angst and Feels,3
How Do I Tag,3
Freezerburn - Freeform,3
Long-Distance Relationship,3
Mostly Canon Compliant,3
Humour,3
Don't copy to another site,3
Freezerburn brotp,3
Nonbinary Blake Belladonna,3
Bukkake,3
Leashes,3
Bumbleby Big Bang 2020,3
Autistic Ruby Rose (RWBY),3
Past Relationship(s),3
Maiden AU,3
reference to abuse,3
Alternate Universe - Werewolf,3
whoops,3
Kitty!Blake,3
Yang Xiao Long Being Yang Xiao Long,3
Mostly Freezerbros,3
Alternate Universe - Vampire,3
Hypnotism,3
Polyamorous Character,3
excessive cum,3
Arguing,3
Heartbreak,3
True Love,3
Team JNPR - Freeform,3
Wolf Faunus Ruby Rose (RWBY),3
Ladybug - Freeform,3
PTSD,3
Rating May Change,3
Alternate Universe - Western,3
Murder,3
Drugs,3
Alpha Ruby Rose,3
Tags May Change,3
Cannibalism,3
Ghosts,3
Minor Ruby Rose/Weiss Schnee,3
Everyone Needs A Hug,3
Angst and Porn,3
Immortality,3
Girl Penis,3
some violence,3
Harems,3
Rough Kissing,3
Abusive Relationships,3
Alternate Universe - No Semblances (RWBY),3
Beehaw,3
Background Arkos,3
No enabler,3
Trans Sun Wukong (RWBY),3
Emotional/Psychological Abuse,3
Royalty AU,3
