value,count
,288
Fluff,142
Alternate Universe,66
Alternate Universe - College/University,53
Angst,51
PREATH - Freeform,49
Smut,46
Slow Burn,36
Hurt/Comfort,31
Romance,31
Friends to Lovers,30
Domestic Fluff,27
Angst with a Happy Ending,27
Light Angst,24
USWNT,23
Girl Penis,22
Fluff and Humor,21
Pining,21
Fluff and Angst,21
US Women's Soccer National Team,20
Established Relationship,18
Alternate Universe - High School,18
Fluff and Smut,18
Eventual Smut,15
Humor,14
Christmas,13
Strap-Ons,12
Family,11
happy holigays,11
One Shot,10
Christmas Fluff,10
Emotional Hurt/Comfort,10
First Meetings,10
Song fic,10
Strangers to Lovers,10
Alpha/Beta/Omega Dynamics,10
Mutual Pining,9
Light Academia,9
Cute,9
Friendship,9
Soulmates,8
Artist Tobin,8
National Women's Soccer League,8
Shameless Smut,8
AU,8
Kid Fic,8
Eventual Romance,8
Tooth-Rotting Fluff,7
Alternate Universe - Lawyers,7
Praise Kink,7
Threesome - F/F/F,7
Spanking,7
State fic,7
Alternate Universe - Soulmates,7
NWSL,7
Friends With Benefits,7
Age Difference,7
Sad,7
Happy Ending,7
soccer player christen,7
High School,6
College,6
Enemies to Friends to Lovers,6
Gay,6
Pregnancy,6
Angst and Hurt/Comfort,6
Anxiety,6
Meet-Cute,6
Flirting,6
Dom/sub,6
Soulmate-Identifying Marks,6
Sharing a Bed,6
Depression,6
College AU,6
soft,6
Recreational Drug Use,6
Lesbian Sex,6
Coming Out,6
Intersex,6
One Shot Collection,6
Oral Sex,5
Vaginal Fingering,5
Love,5
Grief/Mourning,5
Internalized Homophobia,5
Weddings,5
Teasing,5
Sex,5
Military,5
Football | Soccer,5
talex - Freeform,5
PWP,5
Other Additional Tags to Be Added,5
little angst,5
Falling In Love,5
Holidays,5
Alternate Universe - Coffee Shops & Cafés,5
mallory press-heath,5
soft soccer gays,5
Breaking Up & Making Up,5
Enemies to Lovers,5
Artists and Lawyers,5
Rough Sex,5
Mild Angst,5
Fake/Pretend Relationship,5
Alternate Universe - Modern Setting,5
Dirty Talk,5
Abuse,5
Family Feels,5
soccer player tobin,4
Phone Sex,4
Family Fluff,4
Anal Sex,4
Panic Attacks,4
Shower Sex,4
First Time,4
Soccer,4
Portland Thorns,4
World Cup,4
Semi-Public Sex,4
Heavy Angst,4
Drama & Romance,4
Alpha/Omega,4
Porn With Plot,4
Alcohol Abuse/Alcoholism,4
Secrets,4
my soft soccer gays,4
Krashlyn - Freeform,4
Valentine's Day Fluff,3
doctor christen,3
Sexy Times,3
Hospitals,3
Adorable,3
Surprises,3
Beaches,3
Tobin Heath - Freeform,3
Post-Break Up,3
Drug Use,3
Romantic Comedy,3
Prequel,3
Daddy Kink,3
Sexual Roleplay,3
Soccerverse,3
Jealousy,3
Ghosts,3
Masturbation,3
Sexual Content,3
Lawyers,3
Domestic,3
Useless Lesbians,3
Babies,3
Manchester United,3
Mental Health Issues,3
Olympics,3
Lesbian Character,3
New York City,3
Found Family,3
Voyeurism,3
Eventual Fluff,3
Teen Romance,3
Parenthood,3
First Dates,3
one shots,3
Past Drug Addiction,3
I Wrote This Instead of Sleeping,3
Exes,3
Injury Recovery,3
Marriage Proposal,3
Drug Addiction,3
Violence,3
Christmas Eve,3
Character Study,3
Sexual Tension,3
Older Woman/Younger Woman,3
Music,3
Trauma,3
Underage Drinking,3
holiday au,3
Light Dom/sub,3
Eventual Happy Ending,3
Multiple Orgasms,3
Religion,3
Explicit Sexual Content,3
I Don't Even Know,3
Possessive Behavior,3
Cheating,3
Surfing,3
Secret Santa,3
First Kiss,3
Plot What Plot/Porn Without Plot,3
SOFT GAYS,3
G!pTobin,3
Childhood Friends,3
Best Friends,3
Painting,3
Emotional/Psychological Abuse,3
also smut,3
Married Life,3
pining tobin,3
Some angst,3
Romantic Fluff,2
Fluff without Plot,2
First Christmas,2
Engagement,2
Face-Fucking,2
Stanford University,2
UNC,2
Skinny Dipping,2
Sleepy Cuddles,2
family fic,2
War,2
Fighting,2
Minor Injuries,2
Soft Tobin,2
Emotional,2
Christen press - Freeform,2
Accidents,2
True Love,2
Why Did I Write This?,2
Dom/sub Undertones,2
Alternate Universe - BDSM,2
Polyamory,2
Double Penetration,2
BDSM,2
light academia preath,2
Female Friendship,2
Gay Panic,2
Alternate Universe - Military,2
Non-Sexual Age Play,2
Co-workers,2
Cuddling & Snuggling,2
Making Up,2
Face-Sitting,2
Mild Smut,2
Family Dynamics,2
oneshots,2
Alternate Universe - Neighbors,2
Feels,2
Sequel,2
Not Actually Unrequited Love,2
Swearing,2
Drinking,2
Emotions,2
kellex - Freeform,2
Drama,2
Injury,2
Non-Sexual Ageplay,2
New Year's Eve,2
Nudity,2
Valentine's Day,2
Very AU,2
Alternate Universe - Science Fiction,2
Light Bondage,2
Camping,2
Public Sex,2
Roleplay,2
lawyer AU,2
Misunderstandings,2
Baby Fic,2
Alternate Universe - Small Town,2
Gift Giving,2
Roommates,2
Implied/Referenced Homophobia,2
Marriage,2
Sickfic,2
Travel,2
Post-Traumatic Stress Disorder - PTSD,2
Alternate Universe - Teachers,2
Implied/Referenced Cheating,2
Unplanned Pregnancy,2
Strap-On,2
Little bit of angst,2
Halloween Costumes,2
Coming of Age,2
christen pov,2
Threats of Rape/Non-Con,2
Christmas Presents,2
Morning Sex,2
I promise,2
POV Second Person,2
Light Smut,2
References to Country Music,2
Alternate Universe - Farm/Ranch,2
Musicians,2
Alternate Universe - Romantic Comedy,2
Angst and Feels,2
Car Accidents,2
Cute Kids,2
Brain Surgery,2
Past Rape/Non-con,2
Comfort,2
preath endgame,2
This is fluff,2
Threesome,2
Soldier Tobin,2
Minor Character Death,2
Orgasm Delay/Denial,2
slight angst,2
Suspense,2
Queerplatonic Relationships,2
Non-Sexual Intimacy,2
Christmas Lights,2
Blindfolds,2
Christmas AU,2
excruciatingly soft,2
Unrequited Crush,2
Break Up,2
woso - Freeform,2
Smutty,2
Intersex Tobin,2
Female Character of Color,2
Minor Violence,2
Non-Traditional Alpha/Beta/Omega Dynamics,2
Minor Drug Use,2
G!P,2
Vaginal Sex,2
Underage Sex,2
Sexting,2
Soccer AU,2
Idiots in Love,2
Sex Worker AU,2
Self-Harm,2
Awkward Tobin,2
Depressing,2
Mistletoe,2
Snow,2
Sleepovers,2
Sharing Clothes,2
Arguing,2
Fights,2
Alternate Universe - Hospital,2
Press Family,2
Heath Family - Freeform,2
Mostly Fluff,2
Out of Character,2
lots of fluff,2
Harli - Freeform,2
A little fluffy,2
Summer Camp,2
Alternate Universe - Harry Potter Setting,2
Bullying,2
So'hara is endgame,2
Mafia AU,2
so'hara,2
CEO Christen,2
Alternate Universe - Flower Shop & Tattoo Parlor,2
Female Ejaculation,2
Teacher Christen,2
Period-Typical Homophobia,2
Domestic Violence,2
Love Confessions,2
Crying During Sex,2
Gentle Sex,2
childhood best friends,2
Foster Care,2
Adoption,2
Christen needs a hug,2
Witchcraft,2
Flashbacks,2
Long-Distance Relationship,2
Army,2
Brain Damage,2
Permanent Injury,2
Disability,2
5+1 Things,2
Implied/Referenced Character Death,2
Vampires,2
idiots to lovers,2
clueless Christen,2
Dogs,2
Fingerfucking,2
Alternate Universe - Summer Camp,2
Career Ending Injuries,2
Tobin plays soccer,2
background Krashlyn,2
Implied/Referenced Rape/Non-con,2
Awkwardness,2
bed sharing,2
Dates,1
100 Ways to Say I Love You Writing Challenge,1
Revelations,1
small town AU,1
still soccer au,1
Summer,1
Teenage summer feels,1
Megan Sue Ash and Ali play very minor roles,1
Just vibes and feels no plot,1
3k of fluff,1
Teenage Tobin and Chris,1
Requited Love,1
Getting Together,1
yes I'm afraid this is a draft fic,1
honestly i wrote it in 20 minutes as therapy,1
as if 2020 couldn't get any more depressing,1
my attempt to put a positive spin on some frankly sucky news,1
may delete later once I'm conscious enough to reread and comprehend its flaws,1
i needed to channel my emotions to happy thoughts,1
louisville really did it,1
Christmas Tree,1
Alternate Universe - Roommates/Housemates,1
IT'S CHRISTMAS!!!,1
deck the halls with boughs of gay,1
yes this is an AU of an AU,1
I do suggest you skim 'transit' first,1
it will make more sense if you do,1
but in short c+t catch the same train and either they talk to each other or they don't,1
SPOILER it doesn't matter,1
they end up together either way,1
Drabble,1
High School AU,1
Songs,1
YouTube,1
Probably more to come idk yet,1
University,1
Songs covers,1
Implied Smut,1
just two gals having fun in a river,1
tried to be less graphic w smut idk,1
Hiking,1
tc - Freeform,1
re - Freeform,1
kind of,1
tons of fluff,1
just Tobin and her daughter being cute,1
Christen's also super soft in this story,1
Domestic Bliss,1
flute minor christen,1
marimba player tobin,1
because I said so,1
hate sex?,1
enemies to.....um....well,1
they probably date after this ngl,1
tobin does play soccer,1
christen is incredibly funny to me,1
(she's a bitch LOL),1
tobin is an asshole (affectionate),1
Disaster Gays,1
did u hear that i said DISASTER GAYS,1
Light BDSM,1
ignore that last one but it's true,1
at first i was like hate sex as a joke,1
and then...,1
and then.,1
but they dont really hate each other dw &lt;3,1
winter os filler,1
sorry it’s not a one shot,1
but it’s a proper drabble at 100 words,1
a drabble and a drawing,1
Song Lyrics,1
cartier,1
PREATH- Freeform,1
Kelley's a little shit,1
Fluff and maybe Smut,1
no angst for now,1
fear of water,1
fear of darkness,1
Non-Consensual Touching,1
Fear of Discovery,1
Mentions of Drowning,1
Past Sexual Assault,1
Tobin is a sap,1
Christen is sweet,1
They just wanted simple,1
gxg,1
Oneshot,1
like i'm serious there is fluff,1
a lot of fluff,1
Alternate Universe - Academia,1
Winter fic,1
snowshoeing happens,1
AU on ice if you will,1
Return,1
child birth,1
tobin's a little fucked up,1
But it's okay,1
hella angsty at some points,1
but it'll have a happy ending i swear,1
Stalking,1
wedding au,1
Government Conspiracy,1
Blind Date,1
Kink Negotiation,1
Bratting,1
Heavy BDSM,1
santa,1
bagel bongo refrence,1
A hint of jealous CP for the masses,1
T not accepting her new role as campus lothario yet,1
Just A Lot Of It,1
Two Idiots Being Idiots,1
I love them though,1
smut kind of ??? idrk what you would call it,1
these two are very extra,1
but gay and happy and in love,1
Tropes,1
Getting over lame people,1
But fun tropes,1
Alternate Universe - Pirate,1
Alpha Kink,1
Alternate Universe - Royalty,1
Orgy,1
degradation kink,1
Mommy Kink,1
Anal Play,1
Breeding Kink,1
Sex Work,1
Strippers & Strip Clubs,1
Interracial Relationship,1
Sex Tapes,1
Based on a Taylor Swift Song,1
Inspired by Taylor Swift,1
Song: Enchanted (Taylor Swift),1
Married Couple,1
Army Wife,1
there is grilled cheese too,1
writing as a coping mechanism!,1
Rekindling relationships,1
Sexy Possessive CP,1
Classification Center,1
Christmas Carols,1
Christmas Decorating,1
Hand Spanking,1
Hairbrush,1
Non-Sexual Submission,1
christmas trees,1
Co-Parenting,1
mouth soaping,1
Hand Strapping,1
Spainking with short strap,1
Adventure,1
LARPing,1
Tobin the Wanderer,1
Christen of the Sea,1
Taylor Swift inspired,1
idk what this is,1
Timelines,1
spicy pressy,1
tobin gets fouled,1
tied game,1
Airplane Crashes,1
Major Character Injury,1
possible trigger warning,1
comfort items,1
Homecoming,1
Song: Wildest Dreams (Taylor Swift),1
lionesses,1
Song: Steal My Girl (One Direction),1
Post Euros,1
haunted house?,1
Cuddling,1
Date Night,1
Alternate Universe - Boarding School,1
Alternate Universe - Victorian,1
1880s,1
Poet Emily,1
Wild child Kelley,1
Sweet baby angel Christen,1
Haunting,1
Haunted Houses,1
Halloween,1
Also Love,1
#USWNT,1
#soccer,1
Tobin is a horny idiot,1
and not as smart as she thinks she is,1
How the manu lego set got tobin laid multiple times,1
sometimes quarantine is not so bad,1
I did not know legos could be so expensive,1
christen is a little vixen,1
totally can see C and T into bondage,1
smutty smut smut,1
this is why there was not much quarantine content,1
they were getting busy,1
Porn with a slight plot,1
mostly smut tho,1
Like,1
i don't know how long of a burn we are talking about,1
Maybe some angst,1
cute dog who makes random appearances,1
college to adult years,1
often flashbacks,1
mutual pining but like everyone else they act oblivious to it,1
sorry but there's hetero stuff in this,1
I listened to alot of taylor swift writing this,1
Sorry Not Sorry,1
Gender Identity,1
there's no kelley in this which is truly the worst part,1
besides the classic shitty title,1
allll the first time stories,1
guess which one is the best lmao,1
only a lil,1
but this is entirely about sex do not get me wrong,1
I wrote this for 14 year old me that's the truth,1
hsau?,1
back to dark academia preath,1
The Martian but make it WOSO,1
Rewrite of my Martian fic of the same title but WOSO,1
Press is Olivia,1
