value,count
Fluff,289
Angst,190
Hurt/Comfort,157
Happy Ending,109
Alternate Universe - Canon Divergence,108
Angst with a Happy Ending,103
BAMF Magnus Bane,86
Alec Lightwood Deserves Nice Things,85
Protective Magnus Bane,85
Anal Sex,84
Established Relationship,84
Malec,78
Alternate Universe,78
BAMF Alec Lightwood,77
Emotional Hurt/Comfort,72
Slow Burn,72
Protective Alec Lightwood,71
Alternate Universe - Human,70
Magnus Bane Deserves Nice Things,69
Smut,69
Insecure Alec Lightwood,66
Falling In Love,57
Fluff and Angst,54
Bad Parent Maryse Lightwood,53
Anal Fingering,52
Hurt Alec Lightwood,51
Alpha/Beta/Omega Dynamics,49
Domestic Fluff,49
Romance,44
Immortal Husbands,43
Prince of Hell Magnus Bane,43
Mutual Pining,42
Misunderstandings,42
Humor,41
Tooth-Rotting Fluff,39
Homophobia,38
Rimming,38
Canon-Typical Violence,37
Explicit Sexual Content,37
Implied/Referenced Child Abuse,37
Fluff and Smut,36
Love,36
Light Angst,36
Pining,33
Blow Jobs,33
Alec Lightwood Loves Magnus Bane,32
First Time,32
Alternate Universe - Soulmates,32
Magic,31
Top Magnus Bane,31
Idiots in Love,31
Fluff and Humor,31
Mpreg,31
First Kiss,31
Embedded Images,30
Bad Parent Robert Lightwood,30
Good Parabatai Jace Wayland,30
Alec Lightwood-centric,30
Bottom Alec Lightwood,30
Oral Sex,30
Sub Alec Lightwood,30
Praise Kink,30
Romantic Fluff,29
Family Feels,28
Possessive Magnus Bane,27
Hurt Magnus Bane,27
Other Additional Tags to Be Added,27
Dom/sub,27
Implied/Referenced Self-Harm,27
Healing,26
Kissing,26
Soulmates,26
Dom Magnus Bane,26
Flirting,25
Mating Cycles/In Heat,25
Soulmate-Identifying Marks,25
Parabatai Bond,25
Supportive Magnus Bane,24
Magnus Bane Loves Alec Lightwood,24
Alpha Magnus Bane,24
Friends to Lovers,24
AU,23
Canon Compliant,23
Kidnapping,23
Family Fluff,23
Minor Character Death,23
Sex Magic,23
Immortal Alec Lightwood,23
Protective Jace Wayland,23
Discrimination Against Downworlders,22
Head of the Institute Alec Lightwood,22
Domestic Magnus Bane/Alec Lightwood,22
5+1 Things,22
Omega Alec Lightwood,22
Dirty Talk,22
Violence,22
Enemies to Friends to Lovers,22
Developing Relationship,22
Panic Attacks,21
Coming Out,21
Plot What Plot/Porn Without Plot,21
POV Alec Lightwood,21
Murder,21
Torture,21
Dom/sub Undertones,21
Sex,20
Getting Together,20
Eventual Smut,20
Parabatai Feels,20
Hand Jobs,20
Alternate Universe - Modern Setting,19
First Meetings,19
Bottom Magnus Bane,19
Top Alec Lightwood,19
POV Magnus Bane,19
Self-Sacrificing Alec Lightwood,19
Enemies to Lovers,19
Love Confessions,19
Family,19
Protective Siblings,19
Secret Relationship,18
Bottom Alec,18
Implied/Referenced Homophobia,18
Alternate Canon,18
Happy Magnus Bane/Alec Lightwood,18
Dark Magnus Bane,18
Post-Traumatic Stress Disorder - PTSD,18
Insecure Magnus Bane,17
Cuddling,17
Knotting,17
Fake/Pretend Relationship,17
Porn with Feelings,17
Good Parent Maryse Lightwood,17
Rough Sex,16
Soul Bond,16
POV Outsider,16
Sex Toys,16
Light Dom/sub,15
Spanking,15
Possessive Behavior,15
Explicit Language,15
Time Travel,15
Friendship,15
Emotional/Psychological Abuse,15
Internalized Homophobia,15
Self-Harm,15
Slow Build,15
Immortality,15
Arranged Marriage,15
Marriage Proposal,14
Hurt Alec,14
Heavy Angst,14
Protective Magnus,14
Protective Alec,14
Virgin Alec Lightwood,14
Angst and Hurt/Comfort,14
Clary Fray & Alec Lightwood Friendship,14
Punishment,14
Wingfic,14
Pre-Canon,13
Past Child Abuse,13
Attempt at Humor,13
Sexual Content,13
Implied/Referenced Rape/Non-con,13
cuteness,13
Supportive Jace Wayland,13
Shy Alec Lightwood,13
Past Abuse,13
Loss of Virginity,13
Frottage,13
Teasing,12
Top Magnus,12
Warlock Alec Lightwood,12
Parenthood,12
Immortal Husbands Magnus Bane/Alec Lightwood,12
Suicidal Thoughts,12
Protective Isabelle Lightwood,12
Supportive Isabelle Lightwood,12
Bondage,12
Collars,12
Downworlder Politics,12
Marking,12
Alternate Universe - Different First Meeting,12
Miscommunication,12
Aftercare,12
Alternate Universe - College/University,12
Abused Alec Lightwood,12
Insecurity,12
Masturbation,12
Sexual Tension,12
Alpha/Omega,12
Texting,11
Omega Magnus Bane,11
Alpha Alec Lightwood,11
Swearing,11
Banter,11
Drama,11
Malec AU,11
Future Fic,11
First Dates,11
Powerful Magnus Bane,11
Boys In Love,11
Depression,11
Bonding,11
High Warlock of Brooklyn Magnus Bane,11
Background Clary Fray/Jace Wayland,11
Porn With Plot,11
Emotionally Hurt Alec Lightwood,11
Mundane Alec Lightwood,11
BDSM,11
Team as Family,11
Anxiety,10
Light BDSM,10
Eventual Happy Ending,10
Safe Sane and Consensual,10
True Mates,10
Post-Canon,10
Warlock Magnus Bane,10
Bad Parenting,10
Cute,10
Jealous Magnus Bane,10
Jealousy,10
Communication,10
Subspace,10
Multiple Orgasms,10
Child Abuse,10
Politics,10
Strangers to Lovers,10
Meet-Cute,9
Light Bondage,9
Temporary Character Death,9
Lawyer Magnus Bane,9
Overstimulation,9
Dubious Consent,9
Feels,9
Sharing a Bed,9
Alternate Universe - High School,9
PWP,9
Implied/Referenced Abuse,9
Mental Health Issues,9
Friends With Benefits,9
Homophobic Language,9
Jace Wayland is a Lightwood,9
Implied/Referenced Torture,9
Sort Of,9
Wedding Fluff,9
Scenting,9
Omega Verse,9
Age Difference,9
Confident Alec Lightwood,9
Kneeling,9
Mundane Magnus Bane,9
Revenge,9
Alec Lightwood & Jace Wayland Friendship,9
Blood and Violence,9
Secrets,8
Magnus Bane/Alec Lightwood Fluff,8
Kid Fic,8
Post-Break Up,8
soft boyfriends,8
Lawyer Alec Lightwood,8
Shameless Smut,8
Riding,8
Exhibitionism,8
Gentle Dom Magnus Bane,8
Crimes & Criminals,8
Pain,8
True Love,8
Christmas,8
Flashbacks,8
Fashion Designer Magnus Bane,8
Jace is a good bro,8
Rough Oral Sex,8
Abusive Parents,8
Clave Politics (Shadowhunter Chronicles),8
Humiliation,8
Alternate Universe - Celebrity,8
Hurt Jace Wayland,8
Declarations Of Love,8
Subdrop,8
Slash,8
Semi-Public Sex,8
Coming Untouched,8
Alternate Universe - Coffee Shops & Cafés,7
Canon Divergence,7
Daddy Kink,7
Shower Sex,7
dragon!Alec,7
Magnus Bane Is A Freewheeling Bisexual,7
Consular High Warlock Magnus Bane,7
Making Love,7
Introspection,7
Don't copy to another site,7
Mating Bites,7
POV Alec,7
New York Shadowhunter Institute,7
Human AU,7
Dancing,7
Sacrifice,7
Crack,7
Christmas Fluff,7
Sibling Bonding,7
Suicide Attempt,7
celebrity!magnus,7
Demons,7
Magnus is a good boyfriend,7
Corporal Punishment,7
Fingerfucking,7
Insecurities,7
Dark,7
Alternate Universe - Pre-Canon,7
Public Sex,7
NSFW,7
Orgasm Delay/Denial,7
also,7
Self-Hatred,7
BAMF Jace Wayland,7
Soulmate AU,7
Power Dynamics,7
Bigotry & Prejudice,7
Alpha Jace Wayland,7
Shameless Innuendos,7
Magnus Bane Is a Nice Thing,6
Pre-Relationship,6
POV Jace Wayland,6
Implied/Referenced Sex,6
Sibling Love,6
Found Family,6
War,6
Plot With Porn,6
Cuddling & Snuggling,6
Character Death,6
Emotional Hurt,6
Comfort,6
Demon Deals,6
Pet Names,6
Adoption,6
Domestic,6
Parabatai,6
Major Character Injury,6
Recovery,6
Dark Love,6
Underage Relationship(s),6
Begging,6
Getting Back Together,6
Alec Lightwood is That Nice Thing,6
Whump,6
Medical Inaccuracies,6
POV Alternating,6
Families of Choice,6
Office Sex,6
POV Multiple,6
Making Out,6
Battle Couple,6
Implied/Referenced Sexual Assault,6
Blood and Injury,6
Anxiety Attacks,6
Consular High Warlock Verse,6
Alec's POV,6
Supportive Alec Lightwood,6
Self-Discovery,6
Self-Sacrifice,6
Good Parabatai Alec Lightwood,6
Non-Sexual Submission,6
Telepathy,6
Alpha Magnus,6
Nesting,6
Shibari,6
Sexting,6
Face-Fucking,6
Hopeful Ending,6
Magnus has no shame,6
Malec Smut,6
Top Alec,6
Blood,6
happy endings,6
Omega!Alec,6
Memory Loss,6
Immortal Jace Wayland,6
Alternate Universe - Royalty,6
Amnesia,6
