fandom,relationship,taggedRel,title,relType,isCanon,isRPF,datetime,kudos,rating,warnings,tags
TWICE (Band),Im Nayeon/Myoui Mina,Im Nayeon/Myoui Mina,Lowkey (MiNayeon AU),F/F,No,Yes,20 Jun 2023,29,Not Rated,Creator Chose Not To Use Archive Warnings,"Heavy Angst,Mentioned TWICE Ensemble"
TWICE (Band),Im Nayeon/Minatozaki Sana,Im Nayeon/Myoui Mina,Unravel,F/F,No,Yes,15 Jun 2023,29,Mature,Graphic Depictions Of Violence,"Trauma,split personality,Suicide Attempt,Angst,maybe some fluff?,Sana is very very traumatized and broken,Nayeon just wants to love her,Mina is Sana's other persona,Or is that it?"
TWICE - Fandom,Im Nayeon/Myoui Mina,Im Nayeon/Myoui Mina,Counting hours,F/F,No,Yes,25 Jul 2022,29,Not Rated,Creator Chose Not To Use Archive Warnings,"Angst,Hurt/Comfort"
TWICE (Band),Im Nayeon/Myoui Mina,Im Nayeon/Myoui Mina,heather,F/F,No,Yes,10 Sep 2020,29,General Audiences,Creator Chose Not To Use Archive Warnings,"Angst,Heavy Angst,This Is Why We Can't Have Nice Things,Hurt No Comfort,No Happy Ending Fest"
TWICE (Band),Im Nayeon/Myoui Mina,Im Nayeon/Myoui Mina,Missed You,F/F,No,Yes,28 Apr 2020,29,Not Rated,Creator Chose Not To Use Archive Warnings,"Medical School,nayeon will be a surgeon,mina will be a psychiatrist,Ex-Girlfriends"
TWICE (Band),Im Nayeon/Myoui Mina,Im Nayeon/Myoui Mina,Purple Beanie,F/F,No,Yes,04 Apr 2020,29,Not Rated,No Archive Warnings Apply,"Cheating,Angst,Illness"
TWICE (Band),Minatozaki Sana/Myoui Mina,Im Nayeon/Myoui Mina,多米诺骨牌,F/F,No,Yes,29 Feb 2020,29,Mature,Creator Chose Not To Use Archive Warnings,
TWICE (Band),Hirai Momo/Myoui Mina,Im Nayeon/Myoui Mina,Devil may cry (a thousand times),F/F,No,Yes,18 Nov 2018,29,Mature,Graphic Depictions Of Violence,"Nayeon is a demon,Momo is a coward,Mina is the dream girl"
TWICE (Band),Im Nayeon/Myoui Mina,Im Nayeon/Myoui Mina,Knock On My Door,F/F,No,Yes,31 Jul 2018,29,Not Rated,Creator Chose Not To Use Archive Warnings,"First Time,Angst,Fluff,Sometimes fluffy,more of an angst fic,Minayeon,dayeon"
TWICE (Band),Im Nayeon/Myoui Mina,Im Nayeon/Myoui Mina,under my umbrella,F/F,No,Yes,30 Nov 2023,28,General Audiences,Creator Chose Not To Use Archive Warnings,"Alternate Universe,Light Angst"
