fandom,relationship,taggedRel,title,relType,isCanon,isRPF,datetime,kudos,rating,warnings,tags
Marvel Cinematic Universe,Peter Parker & Tony Stark,Pepper Potts/Tony Stark,Baby Mine,F/M,Semi-Canon,No,09 Aug 2019,"1,987",General Audiences,No Archive Warnings Apply,"Precious Peter Parker,Team Iron Man,Tony Stark Has A Heart,fight me about this,Tony Stark Needs a Hug,Tony Stark Gets a Hug,Peter Parker is Tony Stark's Biological Child,Parent Tony Stark,IronDad and SpiderSon,Happy Ending,cause we sure need more of those,Italian! Tony,Tony Stark is Peter Parker’s biological father,Not Canon Compliant"
Marvel Cinematic Universe,Peter Parker & Tony Stark,Pepper Potts/Tony Stark,La Linea Scura,F/M,Semi-Canon,No,15 Sep 2020,"1,983",Teen And Up Audiences,Creator Chose Not To Use Archive Warnings,"Hurt/Comfort,Emotional Hurt/Comfort,I killed May :(,Parent Tony Stark,Sad Peter Parker,Grief/Mourning,Angst with a Happy Ending,Panic Attacks,Nightmares,this is gonna get real sad before it gets happy,but it has a bunch of hurt/comfort bc i'm a big softie,Tony Stark Acting as Peter Parker's Parental Figure,Minor Character Death,some violence (briefly mentioned),Platonic Cuddling,they both need a hug most of the time,Implied/Referenced Self-Harm,nothing happens tho it's just mentioned,Slow Burn,Tags to be added,i'm a big fan of Pepper and so it Tony he's so in love with her"
Harry Potter - J. K. Rowling,Sirius Black/Remus Lupin,Pepper Potts/Tony Stark,The Gods Intervene - Book 1,F/M,Semi-Canon,No,26 Mar 2020,"1,983",Mature,"Major Character Death,Rape/Non-Con,Underage","Dumbledore Bashing,Evil Dumbledore,Creature Inheritance,Kitsune Harry Potter,Neko OFC,Veela Draco Malfoy,Vampire Severus Snape,Tony Stark adopts OFC,BAMF Tony Stark,Good Malfoys,Tony has a brother,Good Loki (Marvel),Pre-Hogwarts,Sentient Hogwarts,Alternate Universe - Harry Potter,Alternate Universe- Avengers,Regulus Black Lives,BAMF Harry Potter,BAMF Draco Malfoy,BAMF Regulus Black,m/m - Freeform,Threesome - F/M/M,Implied/Referenced Rape/Non-con,Elf Regulus Black"
Marvel Cinematic Universe,Peter Parker & Tony Stark,Pepper Potts/Tony Stark,#Peterman,F/M,Semi-Canon,No,13 May 2019,"1,981",Not Rated,Creator Chose Not To Use Archive Warnings,"Twitter Fic,Fluff and Humor,Identity Reveal,Accidental Tweet,FRIDAY did her best,Irondad,spiderson,I Don't Even Know"
The Avengers (Marvel Movies),Steve Rogers/Tony Stark,Pepper Potts/Tony Stark,At Last,F/M,Semi-Canon,No,04 Sep 2019,"1,980",Explicit,No Archive Warnings Apply,"Alternate Universe - BDSM,Dom Steve Rogers,Sub Tony Stark,Dom Natasha Romanov,Sub Clint Barton,Switch Bruce Banner,Tony-centric,Tony Stark Needs a Hug,Bottom Tony Stark,Top Steve Rogers,Dom/sub,Anal Sex,Oral Sex,Developing Relationship,Minor Clint Barton/Natasha Romanov,Natasha Romanov & Tony Stark Friendship,Natasha Romanov Is a Good Bro,Clint Barton & Tony Stark Friendship,Not Avengers: Age of Ultron (Movie) Compliant,BAMF Steve Rogers,Possessive Behavior,Possessive Steve"
The Avengers (Marvel Movies),Nebula & Tony Stark,Pepper Potts/Tony Stark,Watch Our Souls Fade Away,F/M,Semi-Canon,No,20 May 2018,"1,979",Teen And Up Audiences,Major Character Death,"Post-Avengers: Infinity War Part 1 (Movie),Canonical Character Death,Hurt No Comfort,Hurt Tony,Grief/Mourning,Developing Friendships,Eventual Fix-It,Reunions,Angst with a Happy Ending"
The Avengers (2012),Steve Rogers/Tony Stark,Pepper Potts/Tony Stark,And Then There's You,F/M,Semi-Canon,No,09 Jul 2012,"1,978",Teen And Up Audiences,Creator Chose Not To Use Archive Warnings,"Alternate Universe - High School,Humour,Fluff,don't really know how this happened,this is what happens when i want to write kid!Tony fic,an actual overflow of fluff,you'll see - Freeform,Slash,Alternate Universe - No Powers"
The Avengers (Marvel Movies),Pepper Potts/Tony stark (break-up),Pepper Potts/Tony Stark,Tempest in a Teapot,F/M,Semi-Canon,No,31 Dec 2014,"1,977",Teen And Up Audiences,"Creator Chose Not To Use Archive Warnings,Graphic Depictions Of Violence","Alternate Universe - Canon Divergence,Bromance,Bucky Barnes Is Captain America,Alternate History,Angst,Not Captain America: The Winter Soldier Compliant,Tony Stark Is a Good Bro,Captain Bucky,Bisexual Bucky Barnes"
Teen Wolf (TV),Derek Hale/Stiles Stilinski,Pepper Potts/Tony Stark,Scientist Sandwich,F/M,Semi-Canon,No,20 Apr 2014,"1,976",Teen And Up Audiences,No Archive Warnings Apply,"Tony Being Tony,sterek fluff,Fluff,Domesticated Derek,Thor vs Derek,Hawkeye is a cutie,Sassy Jarvis,Alpha Derek,Stiles is a Little Shit,Darcy and Stiles bromance"
Marvel Cinematic Universe,Peter Parker & Tony Stark,Pepper Potts/Tony Stark,For We are Bound by Symmetry,F/M,Semi-Canon,No,20 Jan 2023,"1,975",Teen And Up Audiences,No Archive Warnings Apply,"Peter Parker is Tony Stark's Biological Child,Peter Parker is a Mess,Identity Reveal,Angst,Hurt/Comfort,Tony Stark Has A Heart,Parent Tony Stark,Team as Family,Family Feels,Secret Identity,Peter Parker Needs a Break,Misunderstandings,no one communicates,goodbye canon,Alternate Universe - Canon Divergence,Protective Pepper Potts,Peter Parker is Trying His Best,Family Drama,Dysfunctional Family,Nightmares,Protective Tony Stark,Panic Attacks,Peter Parker Has Panic Attacks,Tony Stark Has Panic Attacks"
