value,count
Fluff,3608
Angst,2288
,1669
Hurt/Comfort,1614
Slow Burn,1361
Fluff and Angst,1252
Alternate Universe - Modern Setting,1214
Smut,1206
Alternate Universe - Canon Divergence,914
Angst with a Happy Ending,897
Romance,837
Alternate Universe,820
Friends to Lovers,774
Alternate Universe - College/University,732
Mutual Pining,700
Alpha/Beta/Omega Dynamics,593
Fluff and Smut,563
Humor,516
Emotional Hurt/Comfort,505
Light Angst,499
Eventual Smut,496
Other Additional Tags to Be Added,495
Happy Ending,486
Pining,474
Established Relationship,473
First Kiss,464
Alternate Universe - High School,443
Oral Sex,438
Implied/Referenced Child Abuse,425
Fluff and Humor,403
Canon Compliant,394
Domestic Fluff,382
One Shot,321
Explicit Sexual Content,312
Post-Canon,311
Enemies to Lovers,304
Idiots in Love,303
Getting Together,301
Angst and Hurt/Comfort,295
Marauders Era (Harry Potter),295
Everyone Is Gay,293
Bakugou Katsuki Swears A Lot,284
Post-Traumatic Stress Disorder - PTSD,283
Friendship,282
Panic Attacks,273
Vaginal Fingering,271
Tooth-Rotting Fluff,269
Found Family,264
Bisexual Steve Harrington,261
Lesbian Sex,260
Alpha/Omega,259
Coming Out,247
Violence,244
Falling In Love,242
Texting,241
Mating Cycles/In Heat,239
Anal Sex,238
Alternate Universe - Soulmates,237
Love Confessions,233
Polyamory,231
Strap-Ons,226
Flirting,225
Fake/Pretend Relationship,220
Bisexual Nancy Wheeler,220
Canon-Typical Violence,219
Enemies to Friends to Lovers,212
wolfstar,211
First Time,210
Rough Sex,206
Gay Eddie Munson,203
Knotting,201
Plot What Plot/Porn Without Plot,199
Girl Penis,199
Soulmates,198
Not Beta Read,197
Character Death,196
Minor Character Death,194
Masturbation,192
Jealousy,192
Drama,191
Praise Kink,189
Shinsou Hitoshi Replaces Mineta Minoru,189
Cunnilingus,188
Internalized Homophobia,182
AU,180
Lesbian Robin Buckley,180
Implied Sexual Content,178
Shameless Smut,178
Kissing,176
Alternate Universe - Everyone Lives/Nobody Dies,176
Alternate Universe - No Powers,173
Aged-Up Character(s),168
Sexual Tension,167
Eventual Romance,166
Crack,166
Child Abuse,165
Blow Jobs,164
Dirty Talk,162
Marauders,162
Love,159
